Feature,Coefficient,Abs_Coefficient,Correlation_with_Target,Abs_Correlation
PRPH,-0.008151368878171378,0.008151368878171378,-0.2520147846875654,0.2520147846875654
SPDYE12P,-0.008145098871541266,0.008145098871541266,-0.23378035480172854,0.23378035480172854
BTG2,0.008130359837389066,0.008130359837389066,-0.20608153498611684,0.20608153498611684
TMEM81,-0.008107965645992211,0.008107965645992211,-0.2412931299458528,0.2412931299458528
TAS2R14,-0.008106851333525003,0.008106851333525003,-0.21301437639365822,0.21301437639365822
NAGK,-0.008079205992623418,0.008079205992623418,-0.18140593232255386,0.18140593232255386
AC084117.1,0.008069194261250188,0.008069194261250188,-0.18110927802939064,0.18110927802939064
LANCL3,0.008058833364969917,0.008058833364969917,0.24810961050531097,0.24810961050531097
PRDX6-AS1,-0.008052748137101762,0.008052748137101762,-0.2335450545080138,0.2335450545080138
SIK1B,-0.008025341571363268,0.008025341571363268,-0.17306809958836208,0.17306809958836208
TMEM42,-0.008018230378712387,0.008018230378712387,-0.16951749125261636,0.16951749125261636
SCRN2,-0.008011719239642404,0.008011719239642404,-0.2129590535126121,0.2129590535126121
AC012213.4,0.007998412118662278,0.007998412118662278,-0.19500903423049396,0.19500903423049396
AC139768.1,-0.007997342477036698,0.007997342477036698,-0.16901461912786095,0.16901461912786095
SHISA6,-0.007983324366957707,0.007983324366957707,-0.2120653028363917,0.2120653028363917
AC244517.1,-0.00797242482130717,0.00797242482130717,-0.23685756082995377,0.23685756082995377
PPIAP4,-0.007952136263953942,0.007952136263953942,-0.17522853238097597,0.17522853238097597
ATP11B,0.007903343473169093,0.007903343473169093,0.17770135891890404,0.17770135891890404
AGAP2-AS1,0.007832972623209065,0.007832972623209065,-0.21638500090316265,0.21638500090316265
ZFYVE28,-0.007823196127484739,0.007823196127484739,-0.19295813380034899,0.19295813380034899
TREML1,-0.0078073610045739355,0.0078073610045739355,-0.23389198675568587,0.23389198675568587
LINC01431,0.007806898887893302,0.007806898887893302,-0.1811346441272016,0.1811346441272016
AL731533.2,0.007801980750928148,0.007801980750928148,-0.17412884756502472,0.17412884756502472
AC091390.2,-0.007801113064522072,0.007801113064522072,-0.1965673284253699,0.1965673284253699
NBR2,-0.007797981994914109,0.007797981994914109,-0.20751554140934245,0.20751554140934245
PSMB6,-0.007793785582196442,0.007793785582196442,-0.20744205013028585,0.20744205013028585
AC099789.1,0.007767058351139301,0.007767058351139301,0.1798472316088843,0.1798472316088843
ZNF189,0.0077625623396254985,0.0077625623396254985,0.18877431303950254,0.18877431303950254
PTRH2,-0.007749694337318388,0.007749694337318388,-0.20588932070412172,0.20588932070412172
AL021408.1,0.007740667839693733,0.007740667839693733,0.1697614593386861,0.1697614593386861
UBA6-AS1,-0.007699848433215739,0.007699848433215739,-0.21445806027975708,0.21445806027975708
CYB5R1,-0.0076971257864997915,0.0076971257864997915,-0.19968556770712254,0.19968556770712254
LINC01563,0.007694269678879867,0.007694269678879867,-0.2489837309948636,0.2489837309948636
CRYBB2P1,-0.007691337428959493,0.007691337428959493,-0.18322359675895236,0.18322359675895236
Z96811.1,-0.0076875674066915955,0.0076875674066915955,-0.1803266124002063,0.1803266124002063
GALE,-0.007680744045372521,0.007680744045372521,-0.30567884310550164,0.30567884310550164
RPL10P4,0.007680111878708807,0.007680111878708807,0.17997172547870463,0.17997172547870463
SLC35A1,-0.007662788460019474,0.007662788460019474,-0.22227847768390216,0.22227847768390216
AC093734.1,-0.0076543935609220395,0.0076543935609220395,-0.19490634194789055,0.19490634194789055
AL159169.1,0.007652954622434719,0.007652954622434719,0.1839021651501335,0.1839021651501335
HOTAIRM1,-0.007652574909393279,0.007652574909393279,-0.26412090275380906,0.26412090275380906
AC091825.3,0.00762427921412013,0.00762427921412013,-0.17878908081353453,0.17878908081353453
C1QL2,-0.007619975778799443,0.007619975778799443,-0.2144306933109373,0.2144306933109373
GPR89B,-0.007604357805698359,0.007604357805698359,-0.17849546155542423,0.17849546155542423
PSIP1P1,0.007601410488676885,0.007601410488676885,0.1784069322376624,0.1784069322376624
PARTICL,-0.007580917762962429,0.007580917762962429,-0.16904454604552352,0.16904454604552352
CYB5D2,-0.0075673114849372156,0.0075673114849372156,-0.242304769696083,0.242304769696083
NPIPB15,-0.007559920621580568,0.007559920621580568,-0.19658393316351713,0.19658393316351713
PPCDC,-0.0075495097671866305,0.0075495097671866305,-0.1720727394430929,0.1720727394430929
AC097372.2,0.007524852879368757,0.007524852879368757,-0.17121435019506095,0.17121435019506095
EPHA5-AS1,-0.007522804830794573,0.007522804830794573,-0.20183080074014706,0.20183080074014706
CASC2,0.007505996396616242,0.007505996396616242,0.2025586027635198,0.2025586027635198
RPSAP11,0.007492258837241994,0.007492258837241994,0.18229676570717548,0.18229676570717548
FAM166C,0.007481922299282605,0.007481922299282605,0.18013973130198005,0.18013973130198005
LMNTD1,0.007447996499886978,0.007447996499886978,0.1712703809530593,0.1712703809530593
AL662797.1,-0.007447988144494602,0.007447988144494602,-0.23612123420256245,0.23612123420256245
AL078621.2,-0.007411996377085964,0.007411996377085964,-0.2159732531879668,0.2159732531879668
SOX21,0.007394940671787615,0.007394940671787615,0.18069273103839298,0.18069273103839298
SNHG18,-0.007392395225449112,0.007392395225449112,-0.2211959125815634,0.2211959125815634
SUPT3H,0.007350171359754946,0.007350171359754946,0.20455584191229265,0.20455584191229265
BEST1,0.007335829693006432,0.007335829693006432,-0.17738182025109173,0.17738182025109173
MRPL28,-0.007333240023192,0.007333240023192,-0.25154728760510264,0.25154728760510264
VAPB,0.007326078970445439,0.007326078970445439,0.22386649806385847,0.22386649806385847
RABIF,-0.007323656314408867,0.007323656314408867,-0.20139048664071782,0.20139048664071782
PPARG,-0.007279233361508811,0.007279233361508811,-0.1911807163810049,0.1911807163810049
RPP25,0.007253857695470414,0.007253857695470414,-0.2211051370471879,0.2211051370471879
TRPT1,0.00724863246546012,0.00724863246546012,-0.1782181533743376,0.1782181533743376
AC139769.1,-0.00722993242100422,0.00722993242100422,-0.20612534024878715,0.20612534024878715
TFAP2A-AS1,0.007222015322283935,0.007222015322283935,-0.19961786361549802,0.19961786361549802
RPS3AP20,0.007210244523628859,0.007210244523628859,0.17403756417797128,0.17403756417797128
MTND5P11,0.007196133206952212,0.007196133206952212,0.17008263832839998,0.17008263832839998
AC130650.2,0.007191702418515401,0.007191702418515401,-0.20807120098502016,0.20807120098502016
PRIMA1,0.007155032616629096,0.007155032616629096,-0.19025810964138626,0.19025810964138626
ELAVL4,-0.007115291056760949,0.007115291056760949,-0.20425048199610285,0.20425048199610285
COX6C,-0.007108712305841364,0.007108712305841364,-0.1811174862585583,0.1811174862585583
DUS4L-BCAP29,-0.007102206503041716,0.007102206503041716,-0.19344851280881023,0.19344851280881023
CACNA1A,0.007073478915077421,0.007073478915077421,-0.21676024460900906,0.21676024460900906
NUS1,0.007060425097859734,0.007060425097859734,0.19675183122630768,0.19675183122630768
TAS2R15P,-0.0070497190026498095,0.0070497190026498095,-0.2163069197833257,0.2163069197833257
MEA1,-0.007033809193492122,0.007033809193492122,-0.1729788678468516,0.1729788678468516
AC006450.3,0.0070199684605109156,0.0070199684605109156,-0.1960771340360819,0.1960771340360819
AL354919.2,0.007014357174516338,0.007014357174516338,-0.16870671074352386,0.16870671074352386
EEF1E1,-0.006991810503592025,0.006991810503592025,-0.2456864922419637,0.2456864922419637
RPS3AP18,0.006953227213293275,0.006953227213293275,0.21911589281260416,0.21911589281260416
AC084036.1,-0.006947458077144938,0.006947458077144938,-0.209278169966278,0.209278169966278
SNORA38B,-0.006925797450188174,0.006925797450188174,-0.2042949632120533,0.2042949632120533
AC097359.1,0.006915010274648037,0.006915010274648037,-0.2511620999787766,0.2511620999787766
AL357515.1,0.006912344533945384,0.006912344533945384,0.25332879712692113,0.25332879712692113
RASL11A,-0.006890466382724654,0.006890466382724654,-0.1685851754475369,0.1685851754475369
POPDC3,-0.006862042714188172,0.006862042714188172,-0.18529933331815945,0.18529933331815945
RSL24D1P1,0.006857039045205595,0.006857039045205595,0.16869398223387227,0.16869398223387227
AC006249.1,-0.00685202379466438,0.00685202379466438,-0.18850781653229706,0.18850781653229706
HSD3B7,-0.006844139774639149,0.006844139774639149,-0.1799014615300987,0.1799014615300987
ZMIZ1-AS1,-0.006820654290902299,0.006820654290902299,-0.2660215649519677,0.2660215649519677
COPRS,-0.006801081196621443,0.006801081196621443,-0.1687805405475899,0.1687805405475899
PSMD9,-0.006791265823353441,0.006791265823353441,-0.17787906312836463,0.17787906312836463
AC006512.1,-0.0067846831232428115,0.0067846831232428115,-0.2240918423138375,0.2240918423138375
EGR3,-0.006783339117966056,0.006783339117966056,-0.17830469194730494,0.17830469194730494
SMAP1,0.006756766819759407,0.006756766819759407,0.18206185858765467,0.18206185858765467
AC037198.1,-0.0067292160273544534,0.0067292160273544534,-0.2022101231604716,0.2022101231604716
AC026271.1,-0.006693027644671345,0.006693027644671345,-0.18156179016781154,0.18156179016781154
RNU6-353P,-0.006692712287026936,0.006692712287026936,-0.1736708763294483,0.1736708763294483
RN7SL5P,-0.006660598190374361,0.006660598190374361,-0.19194134873503987,0.19194134873503987
DNAJC30,-0.006650522005276216,0.006650522005276216,-0.18140418728260949,0.18140418728260949
HSPB1,-0.006636121730020795,0.006636121730020795,-0.1686827600036253,0.1686827600036253
GULP1,0.006628834381779321,0.006628834381779321,0.19696506476122336,0.19696506476122336
HAGH,-0.006627031045857184,0.006627031045857184,-0.31414226474247037,0.31414226474247037
AC010999.2,-0.006620311542613756,0.006620311542613756,-0.17941330390589444,0.17941330390589444
B4GALT7,-0.006590051149034885,0.006590051149034885,-0.2806600426229805,0.2806600426229805
TBX5,0.00655655441898333,0.00655655441898333,-0.20824958763781154,0.20824958763781154
LRRFIP1P1,0.006539147239638185,0.006539147239638185,0.19990649756308904,0.19990649756308904
AC006504.7,-0.0065338925222619484,0.0065338925222619484,-0.17761330753168175,0.17761330753168175
LINC01770,-0.0065075010172573455,0.0065075010172573455,-0.19296694350902863,0.19296694350902863
LINC02352,0.0065039034502511976,0.0065039034502511976,-0.2504285323181362,0.2504285323181362
CCDC9B,-0.006484515804759078,0.006484515804759078,-0.1692430081107158,0.1692430081107158
CRIM1-DT,-0.006454416967745118,0.006454416967745118,-0.19619537126973777,0.19619537126973777
MIR222HG,-0.006422322429684471,0.006422322429684471,-0.2949616569394694,0.2949616569394694
ABCC4,-0.006419931111820168,0.006419931111820168,0.2006821487317838,0.2006821487317838
SIL1,-0.006416695543156975,0.006416695543156975,-0.2031053781111181,0.2031053781111181
HOXD9,0.006415764571032695,0.006415764571032695,-0.1893681712103432,0.1893681712103432
AL031710.2,0.006370084884632553,0.006370084884632553,-0.17593213723483114,0.17593213723483114
RPSAP46,0.006368216602640763,0.006368216602640763,0.21302337541421662,0.21302337541421662
GFRA1,0.006333429589096226,0.006333429589096226,-0.19095654022409986,0.19095654022409986
RCCD1,-0.006305429672669361,0.006305429672669361,-0.2010435149766674,0.2010435149766674
AC009549.1,-0.006305354730773852,0.006305354730773852,-0.23940759783830226,0.23940759783830226
LINC01750,0.0062948321624129,0.0062948321624129,-0.1851377236328351,0.1851377236328351
RASSF1,-0.006272263361009305,0.006272263361009305,-0.1788089370232432,0.1788089370232432
MSC,-0.006258729453203224,0.006258729453203224,-0.25530647854327015,0.25530647854327015
EEF1A1P4,-0.006235090976717546,0.006235090976717546,0.2133871263792063,0.2133871263792063
CD83,-0.006207266043396017,0.006207266043396017,-0.2080788233997761,0.2080788233997761
DSTNP3,0.006169805821739759,0.006169805821739759,0.19946873826346734,0.19946873826346734
HOXC13-AS,-0.006153248309731987,0.006153248309731987,-0.1720442698540546,0.1720442698540546
PDE4A,0.006133743612820215,0.006133743612820215,0.19132566578004917,0.19132566578004917
BX470102.1,-0.006108177945540083,0.006108177945540083,-0.1829274607184019,0.1829274607184019
CTSD,-0.0061072984719426765,0.0061072984719426765,-0.25207112796253306,0.25207112796253306
RPL10P5,0.006102858361175977,0.006102858361175977,0.2696727788333381,0.2696727788333381
OS9,-0.006092095075279947,0.006092095075279947,-0.17808725998995953,0.17808725998995953
GPR1,-0.006084163878016315,0.006084163878016315,-0.23862029463064782,0.23862029463064782
AC074254.2,-0.0060710483054555574,0.0060710483054555574,-0.23769245712545078,0.23769245712545078
CRTAC1,-0.0060598299231503245,0.0060598299231503245,-0.17024036517616886,0.17024036517616886
AL353151.1,0.0060353286383018016,0.0060353286383018016,0.1807054503737068,0.1807054503737068
CERKL,0.0060333572605495295,0.0060333572605495295,0.20420323334578647,0.20420323334578647
AC004522.5,-0.006021803920188626,0.006021803920188626,-0.24367966191669077,0.24367966191669077
AC006511.3,0.0060158771950422,0.0060158771950422,0.1887493211331186,0.1887493211331186
B3GAT1-DT,-0.006010453108779545,0.006010453108779545,-0.20103082544374068,0.20103082544374068
TCTA,-0.00599498716979704,0.00599498716979704,-0.19782977100717156,0.19782977100717156
SREBF1,-0.005990180411171137,0.005990180411171137,-0.1800072318223684,0.1800072318223684
WFDC2,-0.005983652926996572,0.005983652926996572,-0.19856604539653078,0.19856604539653078
EFHB,0.005967487939462407,0.005967487939462407,0.17643055713993522,0.17643055713993522
CXorf56,0.0059657467816805745,0.0059657467816805745,0.2223312820840101,0.2223312820840101
SLC35E3,-0.005943771726692236,0.005943771726692236,-0.22252683460424516,0.22252683460424516
ARHGAP6,0.005919215110284521,0.005919215110284521,0.17561538943703983,0.17561538943703983
NUS1P1,0.005915532381239177,0.005915532381239177,0.24797013601720816,0.24797013601720816
AC091271.1,-0.005907091008108591,0.005907091008108591,-0.2284398653666281,0.2284398653666281
SHISA5,-0.005905412678845326,0.005905412678845326,-0.1705055672413822,0.1705055672413822
RNA5SP246,0.005901389576962222,0.005901389576962222,0.20332705713885202,0.20332705713885202
PFDN2,-0.00587647285614837,0.00587647285614837,-0.1962463718126523,0.1962463718126523
TWIST1,-0.005860472237777901,0.005860472237777901,-0.20018214400933484,0.20018214400933484
SLC44A3,-0.005858204283122123,0.005858204283122123,-0.2449117614251408,0.2449117614251408
AC008429.1,0.005838320947570825,0.005838320947570825,-0.1757904624414694,0.1757904624414694
AC006122.1,0.005836293398154876,0.005836293398154876,0.169769808359021,0.169769808359021
BHLHE22,-0.005834720448698891,0.005834720448698891,-0.27294664028621185,0.27294664028621185
ING2,-0.005832084308004605,0.005832084308004605,-0.2257043821334359,0.2257043821334359
ADA2,-0.005825085346417909,0.005825085346417909,-0.20251553989635138,0.20251553989635138
AC016065.1,-0.005820535710459379,0.005820535710459379,-0.1902244832553862,0.1902244832553862
LMO7,-0.0058175776617638425,0.0058175776617638425,-0.18499081626246383,0.18499081626246383
RAD51D,-0.005814696107283467,0.005814696107283467,-0.16930259703593226,0.16930259703593226
TRAPPC4,-0.0057999729607874405,0.0057999729607874405,-0.17319215410891323,0.17319215410891323
ZBTB33,-0.005797690276250345,0.005797690276250345,0.17209995951530974,0.17209995951530974
RENBP,-0.005790418865503756,0.005790418865503756,-0.22276035456227036,0.22276035456227036
LITAF,-0.0057866977225242795,0.0057866977225242795,-0.18375502066354715,0.18375502066354715
RPL23AP3,0.005741970387729859,0.005741970387729859,0.22785144334185922,0.22785144334185922
DISC1,0.005691994459035045,0.005691994459035045,0.1759625210868275,0.1759625210868275
SEMA4B,-0.005677060005645579,0.005677060005645579,-0.19177123769845814,0.19177123769845814
SLC40A1,0.005647137190828301,0.005647137190828301,0.22940640256139752,0.22940640256139752
ZBTB8OS,-0.005644591971033623,0.005644591971033623,-0.19339035369564048,0.19339035369564048
PINX1,-0.0056443105146997815,0.0056443105146997815,-0.2079521125554488,0.2079521125554488
MIR6784,-0.005643394576702393,0.005643394576702393,-0.18668166669285471,0.18668166669285471
ACRV1,-0.0056222217758559855,0.0056222217758559855,-0.18548059177679346,0.18548059177679346
MIR4280HG,0.005617740533288918,0.005617740533288918,0.17447416551937714,0.17447416551937714
AC092645.2,0.005585093181660722,0.005585093181660722,0.1755116263314969,0.1755116263314969
LMO1,-0.0055798849064627246,0.0055798849064627246,-0.19401340524476934,0.19401340524476934
AL589880.1,0.005566101951005235,0.005566101951005235,0.26283871521959246,0.26283871521959246
UNC5B-AS1,-0.005556849008189143,0.005556849008189143,-0.18305229754835217,0.18305229754835217
MSRA,-0.0055531050592924885,0.0055531050592924885,-0.29714874377247924,0.29714874377247924
TCF7L2,-0.0055218523858317796,0.0055218523858317796,0.20810971960432495,0.20810971960432495
ENTPD3-AS1,-0.0055172421422080235,0.0055172421422080235,-0.21053416580826548,0.21053416580826548
AC092447.2,0.005507669723226071,0.005507669723226071,0.17628016733447133,0.17628016733447133
HOXC10,-0.005501328803048478,0.005501328803048478,-0.18016808478481064,0.18016808478481064
RN7SL1,-0.005391165588605127,0.005391165588605127,-0.17012371739832663,0.17012371739832663
AC010359.2,0.005357503482963204,0.005357503482963204,-0.17466647753546638,0.17466647753546638
ETFB,-0.005351398217183936,0.005351398217183936,-0.21256093717822017,0.21256093717822017
AL353807.3,-0.005343164185371833,0.005343164185371833,-0.2539447539718551,0.2539447539718551
AC011503.2,-0.005338605087460875,0.005338605087460875,-0.16896915172088278,0.16896915172088278
HYLS1,-0.0053180313325708155,0.0053180313325708155,-0.2030195488144772,0.2030195488144772
PRR13,-0.005308969840367311,0.005308969840367311,-0.2296623195498392,0.2296623195498392
AP003119.2,-0.005302940217234696,0.005302940217234696,-0.17112021794668772,0.17112021794668772
RAB26,0.005285908262687857,0.005285908262687857,-0.17204351829244788,0.17204351829244788
AC006557.6,-0.005275944270619528,0.005275944270619528,-0.22813575203587072,0.22813575203587072
AL583805.1,0.005271143252950622,0.005271143252950622,0.18298070388266505,0.18298070388266505
AL021154.1,-0.0052695718749512154,0.0052695718749512154,-0.24706443559947303,0.24706443559947303
USP6NL,-0.0052590393595014,0.0052590393595014,0.1757432102176574,0.1757432102176574
EIF4BP7,-0.005244280656888815,0.005244280656888815,0.17291547240859248,0.17291547240859248
PCAT6,-0.005234766930243179,0.005234766930243179,-0.24356924389138357,0.24356924389138357
CDKN1A,0.005227758419361969,0.005227758419361969,-0.1850886642384341,0.1850886642384341
AC105942.1,-0.00519743590870413,0.00519743590870413,-0.20483004162404475,0.20483004162404475
NHLH1,-0.005195956462926883,0.005195956462926883,-0.22558092460395957,0.22558092460395957
EYA2,-0.0051880997937005895,0.0051880997937005895,0.20170940090368578,0.20170940090368578
AC083805.2,0.005161094397517542,0.005161094397517542,-0.21218989201677219,0.21218989201677219
PSAT1P4,0.005138823718114638,0.005138823718114638,0.2128840442315851,0.2128840442315851
DNAJA1P3,0.005134246861225644,0.005134246861225644,0.1796823093892004,0.1796823093892004
MTND4LP30,0.005118160548899022,0.005118160548899022,0.21251909852611564,0.21251909852611564
AC132872.1,0.005117657326892729,0.005117657326892729,-0.18370850114530124,0.18370850114530124
ANAPC15,-0.0050989947561824065,0.0050989947561824065,-0.1954944637117988,0.1954944637117988
ZNF280C,0.0050613084305296905,0.0050613084305296905,0.17292050000898077,0.17292050000898077
ST6GALNAC4P1,0.005054858514652602,0.005054858514652602,-0.18600261817943942,0.18600261817943942
SNRPA1,-0.005030395522897593,0.005030395522897593,-0.17863049731943628,0.17863049731943628
STX17,0.005027807906585708,0.005027807906585708,0.21132616142743055,0.21132616142743055
RPS26P28,0.005011510287509274,0.005011510287509274,0.19688663943431753,0.19688663943431753
BHLHE40,-0.004980199911471312,0.004980199911471312,-0.1852755774075012,0.1852755774075012
XPO4,0.004936046667973003,0.004936046667973003,0.173519911052139,0.173519911052139
PLPP5,-0.004927640239722633,0.004927640239722633,-0.18449660097678067,0.18449660097678067
PAPPA-AS2,0.004926978715688117,0.004926978715688117,-0.2841400255314069,0.2841400255314069
ZSWIM7,-0.004925288170672303,0.004925288170672303,-0.19773279404265415,0.19773279404265415
MPDU1,-0.004919008121422452,0.004919008121422452,-0.19606603856443894,0.19606603856443894
FKBP9P1,-0.00491695407680168,0.00491695407680168,-0.18300501008823206,0.18300501008823206
NAGLU,-0.0049135926287552,0.0049135926287552,-0.26829791311845574,0.26829791311845574
AL353708.1,-0.004908593489719376,0.004908593489719376,-0.1810228036069934,0.1810228036069934
RPS12P23,0.004887439248720799,0.004887439248720799,0.19581890412610778,0.19581890412610778
AL161935.2,-0.004861790815131102,0.004861790815131102,0.17527478281900408,0.17527478281900408
AC093270.1,0.004819446263503346,0.004819446263503346,0.20539805000093797,0.20539805000093797
GRK4,0.004808230188423917,0.004808230188423917,-0.17779309575047317,0.17779309575047317
RGMB-AS1,-0.004792693708706704,0.004792693708706704,-0.17690061407890728,0.17690061407890728
AL136304.1,-0.004792149408724712,0.004792149408724712,-0.19675347135677454,0.19675347135677454
LINC01503,-0.004759190569150938,0.004759190569150938,-0.24538766524206299,0.24538766524206299
ORMDL2,-0.004742950953881203,0.004742950953881203,-0.1879496089363786,0.1879496089363786
MNX1-AS2,-0.004737544704395736,0.004737544704395736,-0.23159916891477372,0.23159916891477372
AC127070.1,0.00473564771896043,0.00473564771896043,-0.2071118217684897,0.2071118217684897
CLU,-0.004686460912766859,0.004686460912766859,-0.20112625315207172,0.20112625315207172
WDR35,-0.004676508043022122,0.004676508043022122,0.17253922625385337,0.17253922625385337
AC091965.4,0.004658005361126993,0.004658005361126993,-0.2108569293406547,0.2108569293406547
AC012618.3,0.004655008271970102,0.004655008271970102,0.18856013105166414,0.18856013105166414
NME4,-0.004628716186533392,0.004628716186533392,-0.1737334188718572,0.1737334188718572
LNX2,0.004620600389819876,0.004620600389819876,0.21632862733863456,0.21632862733863456
RPL41P1,0.0046167122844941455,0.0046167122844941455,0.21061810289924623,0.21061810289924623
AP002784.1,-0.004610435918327164,0.004610435918327164,-0.23859128425464002,0.23859128425464002
AC046143.2,0.004596751058148655,0.004596751058148655,-0.18737869459127443,0.18737869459127443
HMX1,-0.004558903466925656,0.004558903466925656,-0.19473191961239514,0.19473191961239514
RBFOX1,-0.0045573130901678865,0.0045573130901678865,-0.16901513977800792,0.16901513977800792
AC131009.1,-0.004540724959601068,0.004540724959601068,-0.18694929297337046,0.18694929297337046
MTMR14,-0.00453987780483361,0.00453987780483361,-0.1800539500968388,0.1800539500968388
CCS,-0.004505385718340254,0.004505385718340254,-0.17602346732483903,0.17602346732483903
AC087491.1,-0.004494811175055725,0.004494811175055725,-0.24169848451004333,0.24169848451004333
PRDX2P1,0.004469496146197254,0.004469496146197254,0.242114874840078,0.242114874840078
KRT10,-0.0044482447746201454,0.0044482447746201454,-0.20397659449023686,0.20397659449023686
LINC01943,-0.004442131867890264,0.004442131867890264,-0.20072076819868404,0.20072076819868404
ATP5IF1,-0.004438738645914666,0.004438738645914666,-0.1787326674718842,0.1787326674718842
GPNMB,-0.004435615292772223,0.004435615292772223,-0.18967835689154922,0.18967835689154922
AC113361.1,-0.004432156357686328,0.004432156357686328,-0.18045973687675587,0.18045973687675587
RPL15P5,0.004414848938119697,0.004414848938119697,0.1734580569153874,0.1734580569153874
FADS3,-0.004382398825101582,0.004382398825101582,-0.29656661821898844,0.29656661821898844
FAM53C,0.0043771187417188245,0.0043771187417188245,0.17137822941094316,0.17137822941094316
CFL1,0.004374050545329099,0.004374050545329099,-0.19859706043138498,0.19859706043138498
SPRYD4,-0.004373392380674066,0.004373392380674066,-0.22411750861461346,0.22411750861461346
NAA80,-0.004365630065104546,0.004365630065104546,-0.20753998889280992,0.20753998889280992
TMEM53,-0.004338668370023271,0.004338668370023271,-0.17157075771996527,0.17157075771996527
LBX2,0.00428690178036095,0.00428690178036095,0.17140226282544155,0.17140226282544155
JUN,-0.00427345812859972,0.00427345812859972,-0.16937981906083066,0.16937981906083066
AP001086.1,0.004269640177263665,0.004269640177263665,0.20441584649539074,0.20441584649539074
AC126773.4,-0.00425040725116613,0.00425040725116613,-0.19175759971369963,0.19175759971369963
POM121L9P,-0.004242670404336001,0.004242670404336001,-0.2687400777232005,0.2687400777232005
AP002840.2,-0.004232192501072407,0.004232192501072407,-0.16856730576483747,0.16856730576483747
EEF1A1P38,0.004227032228580731,0.004227032228580731,0.27729561506925066,0.27729561506925066
NCMAP,0.004224505981055268,0.004224505981055268,0.17364032781611924,0.17364032781611924
AL031985.2,0.004216478322641596,0.004216478322641596,0.19190622629371906,0.19190622629371906
EEF1A1P25,-0.004203692256594432,0.004203692256594432,0.21590662328050417,0.21590662328050417
Z68871.1,0.004197459550307218,0.004197459550307218,0.19818608129269608,0.19818608129269608
EBLN3P,0.004197376712429953,0.004197376712429953,0.17163610689966946,0.17163610689966946
SMAD4,-0.004187988647383343,0.004187988647383343,0.17965132018160146,0.17965132018160146
RPL7AP53,0.0041791134932781405,0.0041791134932781405,0.17362498925426176,0.17362498925426176
SH3BP1,-0.004154500093459106,0.004154500093459106,-0.1693950693147035,0.1693950693147035
RNF182,-0.004135107534590308,0.004135107534590308,-0.17166577137624378,0.17166577137624378
TSGA10,0.0041304955837786215,0.0041304955837786215,0.1850288131097899,0.1850288131097899
YWHAH,0.004115739685486331,0.004115739685486331,-0.19095484016145484,0.19095484016145484
RPS23P1,-0.004085540906287658,0.004085540906287658,0.17450070972576553,0.17450070972576553
NDN,-0.0040845638594387505,0.0040845638594387505,-0.1905780214103665,0.1905780214103665
CYP21A2,-0.0040544234494741226,0.0040544234494741226,-0.28051222471294424,0.28051222471294424
RPS11P7,0.004053121157585801,0.004053121157585801,0.18699922568640945,0.18699922568640945
AC108673.3,0.00405150388400626,0.00405150388400626,-0.18440634004813314,0.18440634004813314
HEXA,-0.004042745659500998,0.004042745659500998,-0.2248189482339537,0.2248189482339537
IFNAR2,-0.004018414027416311,0.004018414027416311,-0.17465009673682377,0.17465009673682377
IER2,-0.004013337190544322,0.004013337190544322,-0.19119872063381993,0.19119872063381993
AC116345.4,0.00400530946666971,0.00400530946666971,0.17781366702635162,0.17781366702635162
NR4A1AS,0.003998856260281776,0.003998856260281776,-0.19594123054677356,0.19594123054677356
AC002542.6,0.003993802226127111,0.003993802226127111,-0.1836597652852478,0.1836597652852478
PTPN4,0.003993012593438583,0.003993012593438583,0.20113361558738968,0.20113361558738968
RPL12P8,0.003953652706596386,0.003953652706596386,0.17932813437734013,0.17932813437734013
LAMTOR2,-0.003917526721602412,0.003917526721602412,-0.17940927721226027,0.17940927721226027
ATP2B1,-0.0039028809701513725,0.0039028809701513725,0.23548577793050327,0.23548577793050327
GDI2P2,0.003878768957711736,0.003878768957711736,0.20590380531541902,0.20590380531541902
SERGEF,-0.003853432189516881,0.003853432189516881,-0.2152081563716281,0.2152081563716281
CNPY3,-0.003795217402221228,0.003795217402221228,-0.19963195772310477,0.19963195772310477
EEF1A1P13,-0.0037847735148310614,0.0037847735148310614,0.2118645795912456,0.2118645795912456
AC004069.1,0.0037768791376045345,0.0037768791376045345,-0.17524432398141362,0.17524432398141362
PCDHB3,-0.0037592173364413934,0.0037592173364413934,-0.1987308743583083,0.1987308743583083
LIN7A,0.00375252688157948,0.00375252688157948,-0.1718364542524853,0.1718364542524853
LYPLA1P3,0.0037361782950860022,0.0037361782950860022,0.1870894577369922,0.1870894577369922
EEF1A1P9,-0.0037297379977646763,0.0037297379977646763,0.18835443124205423,0.18835443124205423
C8orf58,-0.003702562444276041,0.003702562444276041,-0.1740287376131593,0.1740287376131593
MIR760,-0.0036786463336737035,0.0036786463336737035,-0.2138689163878804,0.2138689163878804
TMUB2,-0.003675280901037442,0.003675280901037442,-0.22764481438219072,0.22764481438219072
LINC01160,-0.0036688856405248963,0.0036688856405248963,-0.17312674654606072,0.17312674654606072
SNORA3B,-0.003660226481290108,0.003660226481290108,-0.2599741767095199,0.2599741767095199
AC068338.2,-0.0036502833055012006,0.0036502833055012006,-0.16838249850412929,0.16838249850412929
YAP1,-0.003650279893181522,0.003650279893181522,0.21581274453029214,0.21581274453029214
