Feature,Coefficient,Abs_Coefficient,Correlation_with_Target,Abs_Correlation
HOXB5,0.009284645229872147,0.009284645229872147,-0.19160165937990378,0.19160165937990378
TMEM220-AS1,-0.009221033911305418,0.009221033911305418,-0.16989249374553558,0.16989249374553558
AL035587.2,0.00920601211375849,0.00920601211375849,-0.17480780099587928,0.17480780099587928
TPMT,-0.009171859316836183,0.009171859316836183,-0.18211401652431483,0.18211401652431483
KLHL29,0.009138739567104507,0.009138739567104507,0.18749218803943654,0.18749218803943654
PNPLA3,0.009133360502697608,0.009133360502697608,0.23090754929293206,0.23090754929293206
LINC02182,-0.009057601119436046,0.009057601119436046,-0.21212280553908855,0.21212280553908855
ITGA2B,-0.009036270369718474,0.009036270369718474,-0.19367627533995874,0.19367627533995874
DCAF10,0.009013053229416758,0.009013053229416758,0.19166524537527838,0.19166524537527838
HMGA1P8,0.008996455256718154,0.008996455256718154,0.20834813125666712,0.20834813125666712
SLC17A9,0.00898556988742696,0.00898556988742696,-0.1763111777227697,0.1763111777227697
C1QL4,-0.008981864413079688,0.008981864413079688,-0.1793231913099242,0.1793231913099242
RPS5P8,0.00897354277524521,0.00897354277524521,0.26182492946261055,0.26182492946261055
DOCK9-DT,-0.008943322014426732,0.008943322014426732,-0.172275372541003,0.172275372541003
AC004980.3,-0.008926338157927267,0.008926338157927267,-0.18917205315134472,0.18917205315134472
NAT16,0.008841114004963705,0.008841114004963705,-0.19971110499890185,0.19971110499890185
AD000090.1,-0.008814655929587143,0.008814655929587143,-0.20563855094310043,0.20563855094310043
NEUROD2,-0.008807118080705376,0.008807118080705376,-0.1958290278765332,0.1958290278765332
DLG5-AS1,0.008794557439852899,0.008794557439852899,-0.1712127428474574,0.1712127428474574
AC099681.2,-0.008780010980565732,0.008780010980565732,-0.28161571211605146,0.28161571211605146
MIR124-1HG,0.008763744745411518,0.008763744745411518,-0.18679867760345414,0.18679867760345414
AC005696.3,0.00876128666625511,0.00876128666625511,-0.17563045943599684,0.17563045943599684
AL137024.1,0.008731823838699287,0.008731823838699287,-0.28170879252982967,0.28170879252982967
TTC4,-0.008686001696065893,0.008686001696065893,-0.18114711363422853,0.18114711363422853
SLC9A3R2,-0.008680322472705343,0.008680322472705343,-0.18874369016125864,0.18874369016125864
HTR7P1,0.00867007211084171,0.00867007211084171,0.21096171205514508,0.21096171205514508
L3MBTL3,0.008636309383723948,0.008636309383723948,0.23966765383061667,0.23966765383061667
AC002059.1,0.008631339100411438,0.008631339100411438,-0.20155703132975555,0.20155703132975555
FP236383.7,0.008629361312465784,0.008629361312465784,-0.17060234162669874,0.17060234162669874
SPAG7,-0.008625392174053018,0.008625392174053018,-0.2716463796247782,0.2716463796247782
AC127002.1,0.008619160594630032,0.008619160594630032,0.2422168779051694,0.2422168779051694
BX322639.1,0.00860729806877541,0.00860729806877541,-0.1790664169034673,0.1790664169034673
TAS2R31,-0.008591701072731349,0.008591701072731349,-0.18457372971679029,0.18457372971679029
RPS3AP21,0.008453872821624816,0.008453872821624816,0.18338407284617908,0.18338407284617908
CXCL2,-0.008429217661455454,0.008429217661455454,-0.17916120239606023,0.17916120239606023
ROGDI,0.008412955962409279,0.008412955962409279,-0.18044743645620337,0.18044743645620337
LOXL1,-0.008399351271591209,0.008399351271591209,-0.2210709304787172,0.2210709304787172
ACOT7,-0.00836634016954549,0.00836634016954549,-0.2019515888860408,0.2019515888860408
RDM1,-0.008346537513436472,0.008346537513436472,-0.1719075663439388,0.1719075663439388
NAXD,-0.008327768641332276,0.008327768641332276,-0.20897167927036087,0.20897167927036087
GFAP,-0.00832545011394567,0.00832545011394567,-0.19780167321917294,0.19780167321917294
TSPAN13,-0.008265076705616856,0.008265076705616856,-0.2414328024875206,0.2414328024875206
MTATP8P2,0.008263841435880295,0.008263841435880295,0.17745886419086745,0.17745886419086745
ZFP36,0.008261024109583197,0.008261024109583197,-0.2689930081785357,0.2689930081785357
AL606970.4,0.008235759265410439,0.008235759265410439,-0.2355320948269323,0.2355320948269323
AC083829.1,0.008220324204414917,0.008220324204414917,-0.20978670359523438,0.20978670359523438
