GeneSymbol,TCGA-02-0047,TCGA-02-0055,TCGA-02-2486,TCGA-06-0125,TCGA-06-0130,TCGA-06-0132,TCGA-06-0138,TCGA-06-0139,TCGA-06-0141,TCGA-06-0152,TCGA-06-0157,TCGA-06-0158,TCGA-06-0168,TCGA-06-0171,TCGA-06-0174,TCGA-06-0184,TCGA-06-0187,TCGA-06-0190,TCGA-06-0210,TCGA-06-0211,TCGA-06-0219,TCGA-06-0238,TCGA-06-0644,TCGA-06-0645,TCGA-06-0646,TCGA-06-0649,TCGA-06-0686,TCGA-06-0743,TCGA-06-0744,TCGA-06-0745,TCGA-06-0747,TCGA-06-0749,TCGA-06-0750,TCGA-06-0882,TCGA-06-1804,TCGA-06-2557,TCGA-06-2558,TCGA-06-2559,TCGA-06-2561,TCGA-06-2562,TCGA-06-2565,TCGA-06-2567,TCGA-06-5408,TCGA-06-5410,TCGA-06-5411,TCGA-06-5412,TCGA-06-5418,TCGA-06-5856,TCGA-08-0386,TCGA-12-0616,TCGA-12-0618,TCGA-12-0619,TCGA-12-0821,TCGA-12-3650,TCGA-12-3652,TCGA-12-3653,TCGA-12-5295,TCGA-12-5299,TCGA-14-0736,TCGA-14-0781,TCGA-14-0787,TCGA-14-0789,TCGA-14-0790,TCGA-14-0817,TCGA-14-0871,TCGA-14-1034,TCGA-14-1402,TCGA-14-1823,TCGA-14-1825,TCGA-14-2554,TCGA-15-0742,TCGA-16-0846,TCGA-16-1045,TCGA-19-0957,TCGA-19-1389,TCGA-19-1390,TCGA-19-1787,TCGA-19-2620,TCGA-19-2624,TCGA-19-2625,TCGA-19-5960,TCGA-26-5135,TCGA-26-5136,TCGA-27-1830,TCGA-27-1831,TCGA-27-1832,TCGA-27-1834,TCGA-27-1835,TCGA-27-1837,TCGA-27-2519,TCGA-27-2523,TCGA-27-2524,TCGA-27-2526,TCGA-27-2528,TCGA-28-1747,TCGA-28-5204,TCGA-28-5207,TCGA-28-5208,TCGA-28-5213,TCGA-28-5215,TCGA-28-5218,TCGA-28-5220,TCGA-32-1970,TCGA-32-1980,TCGA-32-1982,TCGA-32-2615,TCGA-32-2616,TCGA-32-2632,TCGA-32-2638,TCGA-32-5222,TCGA-41-2571,TCGA-41-2572,TCGA-41-3915,TCGA-41-4097,TCGA-41-5651,TCGA-76-4925,TCGA-76-4926,TCGA-76-4928,TCGA-76-4929,TCGA-76-4931
GATAD2B,4.628942697,3.492981163,4.118226814,5.412195523,4.311721073,3.847716355,3.868360818,3.094742782,3.617944917,5.092304708,4.896310604,5.193089653,4.579246536,4.294841271,5.056566188,4.129794053,4.82041386,4.446726022,4.45350441,4.817029686,3.08268556,4.032550513,3.807973087,4.452312086,4.896417177,4.009526333,4.660084342,4.237418401,4.773743199,4.168601924,4.960293918,3.94468044,3.833132974,4.411792297,5.199727304,5.334246465,4.790485347,5.387851904,4.425056411,4.383863239,5.738135506,5.016358141,5.430462588,3.385914156,3.982756337,3.609305823,4.656456327,4.768449015,5.373206218,4.628202002,5.548717121,5.0935475,5.026025399,4.775261292,3.778492461,5.421708044,3.787610074,4.32073738,2.68108939,3.740215209,4.622409153,4.503991062,4.786800207,3.861965286,4.922102681,4.942261132,3.597495419,3.354875259,4.856447939,3.799439645,4.754673754,4.486379722,4.60805222,4.779837523,3.970872056,5.537448281,4.845234107,4.553950241,5.211043353,4.959589343,5.953674984,4.552211051,4.661521596,4.886915896,2.733679724,4.068008635,4.743272596,5.089201514,4.685530934,4.495298623,5.281167805,3.561851546,3.561594975,4.811748445,4.877513597,5.137310878,5.458267156,4.891462934,3.309452707,4.92819501,4.57049329,3.990600948,5.315428562,4.14322197,4.360989262,4.731090897,4.613885211,4.725752061,4.704866433,4.444667067,4.604350107,4.181842001,4.667750232,4.245647774,5.683328717,5.095029841,4.751351241,4.264393806,4.903958948,5.099375165
GCLM,3.97809493,6.627097545,4.568548998,4.033731331,6.089570182,3.872296883,4.155449719,4.566480313,4.463472059,4.116647545,3.640331712,4.083145275,3.871340983,4.6617496,4.071968558,3.574476972,4.266089382,4.697601477,4.192146811,4.091293622,3.46252354,2.92036953,4.550081838,4.265961908,4.505160507,4.102716913,3.44173577,3.588660674,3.271873834,3.741833681,3.302041161,3.317882883,4.416657367,4.038453741,4.172991475,3.984297683,4.229103354,4.005929897,4.13395801,5.12310331,3.48520783,4.238916757,3.932278542,4.137478932,4.023601345,4.756441569,3.866729979,4.707988534,4.93738206,3.711010256,3.676278693,5.156873876,4.580519379,3.131951594,3.547166,3.748547105,3.844134536,4.539965254,3.986310808,4.377227886,4.716820833,4.505395553,3.748386091,3.671372639,3.704495753,4.535150934,3.777430236,5.004923802,4.055603481,4.361312182,3.53792967,3.935091955,3.686466911,4.214272487,6.456452987,3.424102448,4.46570679,3.638757362,3.24011585,4.278572117,4.294635451,4.011191467,4.699862525,4.523304757,3.871419844,4.273896281,5.470426235,3.636868191,2.8158623,4.768274325,3.590697821,3.637320426,3.944099426,4.368342321,3.733983349,3.902797158,3.982181331,3.994679279,3.989366114,4.35123962,3.261260002,4.334110568,3.910991633,4.894604374,3.670829008,4.732470012,4.508656829,3.424922088,4.299076109,4.278311919,3.473553153,3.704805581,4.341935949,4.208283138,3.794062298,4.828722966,4.68943895,3.894245421,4.255274114,3.826121335
GEMIN4,3.752662969,3.640505249,3.721142948,4.693113342,3.494325999,3.10353121,3.561216143,3.390736462,3.001261806,4.490743397,4.446831869,4.309561844,4.377838671,3.728334149,4.698357406,3.346673285,4.199531013,4.012908302,4.142151997,4.688482521,3.658748465,3.281267974,4.245883514,3.915788573,4.381262604,3.889931005,4.112775184,3.796379714,3.466300829,4.157512672,4.367063482,3.347920727,3.541143091,3.542852342,4.989311612,4.319299998,4.214979598,4.350822524,3.066158094,4.207268173,4.39781665,4.635504829,4.84329046,3.615310351,3.888402319,3.781433158,4.086588473,4.93561061,4.423611784,4.041356893,4.666035064,3.549016052,4.43580192,4.322144483,4.20690886,4.462176684,4.199091224,4.375790133,3.509290462,3.761742693,4.48595486,4.218385961,4.046482329,4.075823537,4.849538964,4.476219651,3.715574932,3.010009957,4.530420384,3.753743579,4.504855526,3.098048932,4.000928436,3.714740071,2.987611923,5.12363723,4.112550018,3.525304682,3.985345587,4.123608262,5.168220814,4.42348405,4.094312088,4.089769309,3.447142752,3.667222269,4.122333124,2.901397912,3.998872454,3.879441117,4.883552394,4.354614363,3.435441912,4.151420488,4.214389068,4.850844419,4.535119822,4.717632559,3.705303381,4.187348114,4.944010379,3.947179878,4.775656367,3.453240998,3.702236419,4.160920188,3.679254881,3.924261443,4.280948893,3.876241887,4.819892949,3.920569616,4.447790759,4.01118252,4.325084142,3.958304464,3.974905539,4.154866704,5.047551476,4.75575286
GFOD1,2.836853242,2.909331493,1.282499113,2.539382179,1.788184543,3.387017819,1.650350989,2.03396914,1.833780667,3.055126225,2.093120675,2.633477711,2.511392133,2.69280657,2.621829173,1.364572432,1.998592686,2.167614841,1.600412493,1.816681617,1.321581807,2.290512874,1.64362534,2.345907275,2.416461458,1.668073728,2.258699816,1.701593413,1.774165052,1.479592742,2.211572959,3.10349764,2.173543228,2.679153521,2.409445248,2.13320182,2.85525222,2.940918448,2.513541277,2.381643309,2.647038149,2.011245149,1.912074971,2.240039504,3.549903235,2.211946682,1.550999139,1.783456654,2.832545751,1.836408932,3.207080717,2.311125245,1.565987041,2.111732452,1.030618586,1.83737816,1.163305501,1.384602458,1.664300785,1.709908171,1.690014739,1.662843517,1.229034117,1.035764654,1.113767166,1.911269736,1.309816467,0.815985227,2.323831197,1.09328973,2.064882852,2.978525142,2.679401277,3.067019106,2.132050336,2.390915266,1.309117966,2.237410753,3.587160935,1.184089827,2.771463058,2.339536494,1.574004598,2.53776819,0.953972908,1.917775441,2.142968842,2.026870865,2.78014209,2.036679154,2.184946732,1.173255383,0.860049033,2.541663512,2.482435288,2.410585333,3.258262624,1.457436698,1.439303981,2.853536626,1.967131709,1.181802255,2.53565486,4.055299791,2.658759888,2.133234706,2.224781194,1.880254513,2.157949154,1.28433645,2.780373097,1.838871111,1.979476643,2.764431087,3.479760866,1.525968621,2.564061058,1.867659289,1.354508581,2.720015735
GGCT,4.721979579,5.713720556,5.5736381,5.544445201,5.627901533,4.595784104,5.316467995,4.860009291,5.553031743,5.339429601,5.146773324,4.454676011,5.474734546,4.658725619,5.165510018,5.414507662,4.384547202,5.032109662,5.200425883,5.317651385,4.802808429,5.034039594,6.068849202,5.154453593,5.564963421,4.857622764,5.29843471,5.127530108,5.125952734,5.008298634,4.624054091,5.045172091,5.525292152,5.031156963,5.119937123,4.753786359,4.953572559,5.031020181,5.146166421,5.490486698,4.713844255,5.226712743,5.83470616,4.980093868,5.395796303,5.531178689,5.66066626,5.497618752,5.549225575,6.531206767,5.1854305,5.336365519,5.617222067,4.617421915,4.621934641,5.42964609,5.488286838,5.585353178,4.876084687,5.801872582,6.001872034,5.028180138,5.552536924,4.343358073,5.915724049,5.815703503,4.146166421,5.260582748,5.244544607,5.130218404,5.599216611,5.290649254,4.767697168,4.748359253,6.174472335,5.499450487,6.11994542,4.359970888,5.882640604,5.041146589,5.461037362,5.222023972,5.462994607,5.334196399,5.646058945,7.175892813,5.471132171,5.863249637,4.693035261,5.445206916,4.982829338,5.499801251,5.915473097,5.004083355,4.691232641,6.1101377,5.720593131,6.48812774,5.228664795,5.077439561,6.229203358,5.868368227,5.46406375,4.942148507,4.874905139,5.370697867,6.517143388,5.527911704,4.490075884,5.431011122,4.748740299,5.323125035,4.86559719,4.636856593,5.356943129,5.959621798,5.216586789,5.836648776,5.073271836,5.489620001
GINS3,3.756575002,2.469000296,2.495132299,4.227648671,2.95069236,1.924289952,4.001775226,2.316551262,3.20064559,3.523411406,4.141702535,4.253353978,3.004627229,2.050014042,3.778460921,2.282202549,3.024071406,3.060099278,2.822852491,3.327716103,3.059320664,3.456030722,3.028516111,2.661909181,3.819892949,3.32681056,3.379648685,3.730965952,3.449336865,3.58148382,3.0797365,2.051441711,2.832160889,3.504073717,4.679170415,2.64791311,3.847766458,3.74381653,2.891769124,3.075977522,3.957571059,4.954000835,3.645713185,2.221382181,3.142217362,2.721744497,1.98848474,4.026614179,4.395028515,3.592492917,2.349138777,3.373578615,4.109026176,3.986838674,2.803929611,3.588036972,2.990174324,3.016977613,1.88381629,2.39895228,3.922340588,2.079395179,4.016112953,3.722487883,3.290557107,4.194441692,3.184121573,2.68614191,3.522432448,3.331045908,3.57500972,3.650224596,2.671497193,2.604640696,2.280748503,4.238007227,3.083740983,2.8812339,4.113758832,3.383386346,4.584956489,3.052989658,4.047773933,3.374065718,3.106549331,2.44299656,4.030256613,3.486302483,3.269631651,3.183025922,3.58004898,3.06629589,2.920826827,3.419822009,3.465856955,3.152702631,4.150673398,3.843280409,3.210918711,3.758388465,2.793542186,4.945827724,3.79049056,2.284721402,3.203624034,3.495682373,3.327011841,2.990864122,3.152021127,3.421452227,2.574900765,2.949198732,3.447420505,2.914507121,4.041479556,3.726090065,4.346609466,2.779133624,3.167213394,3.929194485
GLCE,4.014997935,4.00272052,3.398569276,3.749641527,3.964574222,3.237441347,3.131013213,4.339664756,2.938737446,3.814724726,3.842938617,3.528908825,3.014051724,3.96639355,4.018340407,4.207885045,3.327399946,4.35417708,3.829971301,4.098343756,3.835661375,4.025303483,4.360581999,3.271590017,3.177535148,3.382584257,3.456556481,2.183454754,3.174326515,3.056410117,3.486444084,2.769285118,3.398008264,3.275066662,3.29810107,4.261222386,3.984124478,4.228179916,3.231263429,4.896053829,3.616110639,3.794894086,4.268097486,3.651051691,3.966808811,4.023388436,3.732594828,3.798496426,3.35186857,3.826548487,3.755400369,3.312026157,3.462274859,4.000063117,3.356862161,3.41756901,3.477845675,3.820178962,3.979933872,3.134533107,3.952454718,3.260221415,3.194528369,4.088396048,4.030839256,3.631849308,3.644467763,4.134262018,3.507680488,3.198462722,3.680009225,2.843642218,3.643382908,3.435321889,3.215818356,3.566315907,3.576788159,3.088718288,3.886237969,2.573107875,3.536985376,3.191878443,3.381574097,3.47837649,4.263703,2.828611273,3.137191999,2.448108044,3.723493033,2.639949859,4.709158272,2.989956424,2.53465928,4.097543379,3.203655354,3.78006858,4.183605609,4.606785686,3.46819229,3.641291685,5.982763181,3.756596351,3.112633417,3.496475133,3.124758232,3.097391679,2.906775175,3.868044678,3.527245531,4.123310279,3.605162424,2.716420286,3.704694936,3.384422869,3.60814687,3.215088353,2.889999125,4.359858472,3.58348298,3.995104574
GLUL,8.800057651,8.556210588,9.442719819,8.084995953,7.497239509,8.655410508,8.597078585,9.384180001,9.009187028,8.369680656,7.865185778,8.573188178,9.625272133,9.55267755,8.341252387,8.212385489,9.184824773,8.433278301,9.573364679,9.12017825,7.971852752,7.394891366,7.948849023,10.02568857,8.647405898,8.039195982,7.715394407,6.872657645,6.708260362,8.127678157,8.193416446,7.634269439,7.434167826,8.51878139,7.180350786,8.069099558,7.980909,9.942601152,9.004829725,8.2905654,7.612868497,8.401835652,8.920523467,9.62403014,8.963938475,9.071274639,10.51779181,9.005910253,8.222097895,8.351299258,8.407594936,8.886512043,8.720862595,7.676651758,8.608960008,8.341930614,8.885381874,9.085340997,8.871236547,7.983329974,7.722464658,9.822010851,8.412697704,7.973881583,6.694140552,8.633396334,7.829970667,8.744512642,7.506377408,9.297906716,7.184629419,8.561467054,9.743888714,9.726233148,8.696862188,7.60586616,8.133457181,9.203990526,8.298598294,9.633978584,8.458476337,8.227857054,7.55516428,9.027495516,7.460382173,8.151181481,7.950248517,8.510210716,8.064546081,8.519447157,7.692394417,7.774379227,8.245806997,8.472733074,8.514140807,7.857934356,8.133932844,8.053946511,9.602501235,8.193801799,7.90296353,7.351189256,8.209737003,9.203230037,8.082663741,8.860898878,8.337776197,8.854704785,8.67010491,9.403259626,8.147783414,8.579574657,8.89005964,9.20228474,8.366034084,9.141507129,8.954079959,8.467690316,8.298476868,8.057648467
GMEB1,3.161113739,3.779921548,2.861538569,3.666756592,3.633001012,2.390172396,2.77243467,2.841610891,2.340277405,3.625399087,3.431114785,3.270573792,2.475837172,3.182930609,3.528971317,2.715256424,3.252521629,3.562462247,3.071625394,3.331619237,2.955833538,2.591416127,3.32083123,3.14826709,3.105879183,3.001423958,3.657640005,2.663595105,2.620046765,2.567423758,3.275632874,2.692404879,2.698574107,2.720913199,3.407937325,3.249096382,3.216128883,3.663754482,2.600840628,2.802668866,3.667619679,3.271365911,3.476446497,2.793500569,2.814201756,2.902903252,2.688941238,3.40990682,3.424398109,3.476368725,3.204751103,3.646899949,3.547054922,3.486070744,2.805333734,3.434014326,2.666370307,3.138372158,2.083723966,2.795683841,3.236829335,3.437680508,2.941613419,2.931550694,2.855012957,3.420603666,2.487434897,2.683763816,3.613767368,2.639810978,2.74118651,2.71867945,2.931267017,3.135781098,3.291058319,3.614179777,4.167365957,2.809537922,3.520133052,3.457922558,3.724813957,3.373912646,2.998303837,3.074556813,2.395912807,2.811943631,3.050728053,2.728421228,2.833639009,2.708341763,3.395871689,2.788769222,1.78144365,3.019968726,3.066382006,3.351062899,3.102238194,3.378178655,2.569004927,3.72049737,3.183629427,2.396762313,3.436481692,2.721197644,3.089887924,3.167695117,3.594500777,3.154761413,3.461999951,2.7989422,3.235987395,2.480937189,3.455412711,3.080487122,3.79935675,3.026375154,2.679153521,3.111482084,2.735435526,3.409553867
GNE,4.467827235,4.545857198,4.44312921,4.571579737,4.247046441,3.496360082,4.088396048,3.655546465,3.069186581,4.787516048,4.3492945,4.646681105,3.788915354,4.491532462,4.988661967,3.644594661,3.562315702,4.437407532,3.793094741,4.151558495,3.711494907,4.212616027,4.751040534,3.846844294,4.806571532,3.263980864,4.577700724,3.652624161,4.74360652,3.868064439,3.881782066,3.639081633,3.150559677,3.384519574,4.235581558,3.610581958,4.785356994,5.10782594,3.758473749,3.828255831,4.028091711,4.503641316,4.591912747,3.826456965,4.714630185,3.300841232,3.934120154,4.747328316,4.832479927,4.700339836,5.263939563,4.850434404,3.534572134,4.421620533,3.490107983,3.754192704,4.288897442,4.174598169,3.0296119,3.49953978,3.716826319,4.22282774,3.761583144,3.880754083,4.952715625,4.304678957,3.727757121,3.592014443,4.70827002,3.6114675,4.228295378,3.989584103,3.553225321,4.715942777,4.650954073,5.890334814,4.159621113,3.709014865,5.591909756,3.699862525,4.461659517,4.273732203,4.103447283,4.497918882,3.716047074,3.692438358,4.627933625,3.503170614,4.194362891,4.096928052,5.451428736,3.592935365,2.212787205,4.330508206,3.977655433,4.526732399,4.125973391,3.558218645,2.728660667,5.56217525,4.020333289,3.107403319,3.618168164,4.16937988,4.211284815,4.262959264,4.107261023,4.083766508,3.633872903,3.626777867,4.946960064,2.925182926,5.003300894,4.341039291,5.255682003,4.511063157,4.171150771,3.155781609,3.872543147,4.196607044
GOLGA3,4.781349221,4.323391688,3.84865799,5.26187302,5.363335807,3.793417332,3.485838967,4.01799315,4.004717106,5.212853337,4.427827387,4.787536943,4.128285151,4.893624319,4.347403453,3.568676673,4.750418921,4.243570075,4.760673381,4.761923493,2.846814213,3.455281185,4.875445885,4.429515541,4.884827445,3.890232656,4.452107777,4.791360879,4.533656784,4.116472888,4.836348334,4.058610893,4.397385423,4.459805359,5.466982693,4.665125538,4.36042749,5.050828161,5.130778522,4.69823515,5.076704452,4.829631414,4.753797054,3.983641216,3.973427598,4.286725931,4.747876093,4.647078455,4.866235421,3.869150866,4.631820212,4.675511104,4.55496329,3.435095152,3.287620044,4.774354845,3.104202449,4.033264406,2.721110129,4.22637751,4.530501538,4.896107126,4.680436887,2.925695661,5.856049476,4.603009081,3.237609605,3.22122749,4.423141128,3.622145555,4.519428679,4.323449336,4.634233131,4.653312295,4.923348881,5.335747634,4.806623084,4.189927323,5.026618605,4.595073939,4.883029346,4.914521472,3.948170965,5.103359154,2.946075792,4.400025518,4.653094421,4.476005734,4.511347852,4.239344573,4.366084369,3.772360766,2.983276384,4.168144579,4.205329949,4.486218804,4.766017332,4.091919818,3.263184679,4.960094632,5.074406958,3.660917211,5.158526885,4.344231984,4.307974897,5.242354795,4.759534039,4.432277974,4.821684707,3.279619866,5.341626452,4.5293837,4.762763385,5.114904187,4.684066904,4.913363372,4.08486365,4.249581867,4.833294924,5.083094203
GOLM1,8.675499813,7.558000472,7.308246185,7.927436059,7.615862068,6.277893646,7.519026812,5.967170914,6.271308012,8.447462246,8.662325149,8.131451097,7.367031147,6.599878634,8.324645465,6.369489167,7.706369615,7.072008231,6.543594864,7.958552715,6.964641217,7.103771424,7.511499666,7.211872724,7.6016059,8.168400349,7.286640001,6.942167278,6.682385083,7.654424084,7.838638569,7.166114866,7.51810469,7.432285491,8.184840638,7.212420509,7.909084828,7.795307202,7.497054243,8.283587536,8.165539161,7.841185659,8.280013504,6.762271735,7.678105718,6.911364422,7.401782332,8.687658071,8.081324713,7.66294247,8.528169255,7.570936465,7.447772579,7.465161496,6.489867223,8.004528358,7.853661374,8.592643155,6.363514535,7.395970198,8.064924336,7.686452903,8.741420806,6.76733434,6.776521204,7.905565112,6.940165576,7.287330996,8.439540031,7.955872469,7.634866942,7.660154955,6.922565375,7.165691901,7.523699946,8.134586497,7.305033888,7.615525914,7.87839675,6.633989115,9.049851544,7.992725385,7.770055967,8.172232469,6.887070701,7.224408852,8.231994412,7.697905147,7.973038928,8.250756975,8.379695898,6.666475409,7.384890788,7.700211505,8.109066411,7.794705676,8.429802565,7.995537093,7.556617174,8.827860298,6.870674188,7.883169293,7.834469154,6.972426144,7.258436009,8.120950623,7.850919409,7.602646909,7.979943015,7.913154504,6.600037771,6.424895222,8.295795561,7.97002649,8.440797758,7.961787104,8.280159699,8.185938876,9.428527465,8.109207484
GOLM2,6.44901985,5.951918779,6.331217931,6.303375276,6.101269772,5.790730341,6.30543251,5.180334871,5.43005105,6.221213954,6.499901681,6.472341545,5.76513689,5.972138902,6.207520029,5.926879479,6.29596174,5.178770404,6.093055161,6.355037414,5.588153937,4.551288368,6.220978016,5.68650613,5.664926503,5.81655107,4.619876618,5.862761322,5.441526638,5.301196193,6.402578937,5.658836991,5.695136402,6.322526689,6.760707973,5.930777543,5.819486813,6.408339932,6.641540249,5.699887504,6.7830624,6.435516921,6.415415594,5.219122044,5.830813064,6.130018604,6.595791562,6.191657396,6.180573572,5.763140645,5.179586686,5.047848078,5.737116168,6.348335121,6.57930085,6.848173476,6.375526042,6.771522483,5.72037424,6.06105467,6.233878476,6.098590098,7.127877766,5.602878472,5.009136629,6.655356122,6.585948006,7.223931226,5.932299805,7.185429509,6.060568407,5.312305762,6.299816112,5.682146268,6.056451304,5.481250498,5.958394953,6.255172124,5.982026132,5.281642618,5.855090223,5.816364187,6.149251235,5.527692808,7.039448794,6.22887255,6.240186466,5.999064199,6.060607314,5.470920752,6.592006966,5.047551476,6.762375394,6.513430737,6.382295465,6.373957874,6.741054344,6.538431075,6.595828851,6.247997748,5.969622514,7.091076718,5.991528649,5.7213125,5.947409011,6.433658878,5.551808218,5.960875396,6.484429799,6.452338447,4.318779587,6.454442425,6.097176743,6.599652539,4.905625278,6.00311646,6.980333828,5.927142681,6.446239685,6.329337114
GPAT4,5.175584479,4.905760042,4.148974766,5.225972814,4.660015865,3.973877566,3.793646224,3.995285513,3.886579411,5.391410301,4.659542148,5.135670301,4.535094931,5.204743279,5.111448698,4.299925981,5.046285869,4.938295203,4.892502745,5.552979503,2.640273862,4.073520355,5.189871989,4.974841312,5.11614015,4.298716961,4.856383196,4.331024404,4.459156169,4.410558198,5.389277693,4.033687288,4.388292878,4.681882121,4.926127547,4.991816591,4.55841459,5.098992156,5.055703251,5.052363722,5.263056948,4.653352426,5.034774757,4.609134404,4.398747112,5.014225837,4.802265608,5.615628166,4.777130358,4.582013987,5.038080556,4.993665305,4.607111303,4.241885934,4.052276765,5.027879464,4.443321532,4.655328929,2.605849867,4.96475903,5.091192052,5.86130531,4.683488736,3.74842903,5.182394353,4.917799305,3.038611767,3.274962335,5.263150869,4.288845777,4.838316478,4.453030233,4.887842044,5.127583758,4.871981605,5.499922404,4.72377151,4.549958666,5.128429513,5.378685014,5.156473474,5.229411036,4.28475101,5.216633348,2.341615778,4.334825673,4.879901771,4.7966289,4.878676303,5.036419811,5.177088602,3.669287607,3.681854018,5.075737982,4.78157479,5.353496207,4.566309818,4.933799222,4.07014027,5.660372478,6.323087195,4.007975853,4.874801883,4.60611646,4.255614029,4.810864642,5.206557272,4.998588173,5.031924464,4.203099334,5.31008559,4.577537593,4.726602373,5.207549312,5.320914245,5.557535691,4.93659083,5.286552217,5.390223997,5.35895531
GPR107,5.894264826,5.437184452,5.540864216,6.13706696,5.892019375,4.736112348,5.146337521,4.890451557,4.491930038,6.707118893,5.750676173,6.1687022,5.273042125,5.742273052,5.814219704,5.637717465,6.104498115,5.885342519,4.978804253,6.167909833,4.698068421,4.778686942,6.413255573,5.485201388,5.999792598,5.624212047,5.095152245,4.892522174,5.523229471,4.986647572,5.927216179,4.973046393,5.31373199,5.611358313,6.111075144,5.279642151,5.663028604,5.823288256,5.625694233,6.0393117,6.191906071,6.112208031,6.233280292,5.458267156,5.431646358,5.033493483,5.833355651,6.310411017,6.373366326,5.348837901,6.215564062,5.983552297,5.048332106,5.34816867,4.52449,5.442114122,5.464985129,6.358552747,4.392887518,5.808897266,5.844641748,6.099678133,5.565895676,4.975510966,5.628444082,6.194156017,5.385527674,5.230441291,5.979158783,5.162395357,4.506436917,5.454926005,5.411839741,5.727062749,5.633602673,6.103440988,5.336836791,5.71910128,5.402957469,5.241893559,6.422153933,5.368108301,4.93324214,5.957155452,4.471655707,5.154749263,6.043969992,5.610283704,5.787711928,5.584204887,5.914102845,4.924584504,4.741812113,4.935488036,5.756903195,6.593459848,6.248073674,5.934884441,5.449607593,6.552318659,5.623413315,4.907409872,5.973009645,5.747567322,5.710503401,6.228939872,5.665065831,5.564487921,6.141224318,5.46306002,5.529061927,4.416211465,6.045414574,6.039441117,5.788831852,6.114633549,6.110334008,5.790673006,6.301960709,6.162455783
GPRC5A,3.0555601,3.18172276,3.86062517,1.693408897,2.241107975,1.079087921,1.096869034,1.947890538,1.312897473,2.244643546,1.471551666,2.535356259,3.23169352,3.623820051,2.417677018,1.514551532,4.150031567,3.798859276,4.459051222,2.743428796,1.459116814,1.004609253,2.399772661,2.902382351,1.778334754,1.74691466,2.961123206,2.073546061,1.012640181,2.701770822,1.411155037,1.311503115,2.032982417,1.25586325,1.712815854,0.464981862,2.042224074,4.005310153,1.531668411,3.8717451,1.56007905,2.984826287,2.681584195,2.216175457,1.604356038,1.516469071,4.256112427,1.98531826,2.852897744,1.11189934,2.693475806,2.529696032,1.393086655,1.26116972,1.056375432,0.228603232,0.702746186,2.197550907,1.10433666,4.014426712,2.594500777,4.869817131,0.686612577,0.855830275,0.857344079,3.99024695,1.329582889,3.540808435,1.32998465,1.557875677,1.526870086,1.342725401,2.636659419,3.399321509,3.249081208,1.580772607,3.87091703,2.772033431,1.678162071,3.377137634,0.701327257,2.33762547,1.496820231,3.472708708,0.948750342,3.561118364,3.571130691,0.208017755,1.193897875,2.775240219,2.269571812,2.986028593,1.369326884,1.430927517,0.697417994,1.158595552,0.661475991,0.795517613,1.704030885,3.153967428,2.507566328,0.425566724,1.27351589,2.161565256,1.066881379,3.263229758,3.461724992,1.821424505,1.517225293,1.615981211,3.20116334,1.402503901,4.622086971,3.848387584,1.932287992,3.651614304,1.264716569,2.839475921,2.297220769,3.329209725
GRB2,7.731431727,6.975210577,7.515413636,6.973573394,7.392981082,7.656052253,6.901870912,7.722579414,6.935061302,7.483486096,7.188874637,7.317013669,7.323889728,8.105524612,7.232360484,6.907209156,7.151186049,7.283122625,7.251542058,7.35150201,6.381392401,6.929864361,7.110971825,7.886894563,7.527623223,7.463645342,6.923776716,6.759792333,7.006430437,6.926584208,6.880831208,6.8964087,6.729180221,7.452036097,7.071223145,7.458978246,7.379120132,7.253284949,7.121390536,7.305044835,7.122114622,7.303595377,7.329416053,8.161940574,7.274846822,7.392186028,7.200244402,7.295487025,7.015431779,6.915635623,7.245434814,7.631627441,7.193606179,6.822305688,6.441521658,6.987797213,6.711788096,7.255225009,6.663496908,7.2363692,7.277257639,7.72818243,6.877149138,6.997217877,5.981343511,7.801688315,6.465889598,6.944508269,6.949435715,6.90009032,6.744354877,7.380942388,7.439402894,7.317276931,7.494486015,7.113542154,7.10168474,6.653942796,6.892575601,6.823149386,7.228366575,7.403853954,6.970801899,7.209614198,6.090737011,6.885543861,7.222818082,7.09701552,7.075118631,7.499085283,7.44955147,7.193980643,6.4546316,6.776947507,7.351456073,7.41104993,7.22196599,7.440842597,7.300977555,7.58411542,7.217134727,6.933322411,7.10243033,7.668226228,7.162695446,7.127805559,7.109401307,7.193897875,7.311980762,6.843027842,7.117592197,6.748284106,7.39049229,7.579576165,7.192873721,7.279686718,7.17347427,7.00449128,7.634478557,7.159704862
