GeneSymbol,TCGA-02-0047,TCGA-02-0055,TCGA-02-2486,TCGA-06-0125,TCGA-06-0130,TCGA-06-0132,TCGA-06-0138,TCGA-06-0139,TCGA-06-0141,TCGA-06-0152,TCGA-06-0157,TCGA-06-0158,TCGA-06-0168,TCGA-06-0171,TCGA-06-0174,TCGA-06-0184,TCGA-06-0187,TCGA-06-0190,TCGA-06-0210,TCGA-06-0211,TCGA-06-0219,TCGA-06-0238,TCGA-06-0644,TCGA-06-0645,TCGA-06-0646,TCGA-06-0649,TCGA-06-0686,TCGA-06-0743,TCGA-06-0744,TCGA-06-0745,TCGA-06-0747,TCGA-06-0749,TCGA-06-0750,TCGA-06-0882,TCGA-06-1804,TCGA-06-2557,TCGA-06-2558,TCGA-06-2559,TCGA-06-2561,TCGA-06-2562,TCGA-06-2565,TCGA-06-2567,TCGA-06-5408,TCGA-06-5410,TCGA-06-5411,TCGA-06-5412,TCGA-06-5418,TCGA-06-5856,TCGA-08-0386,TCGA-12-0616,TCGA-12-0618,TCGA-12-0619,TCGA-12-0821,TCGA-12-3650,TCGA-12-3652,TCGA-12-3653,TCGA-12-5295,TCGA-12-5299,TCGA-14-0736,TCGA-14-0781,TCGA-14-0787,TCGA-14-0789,TCGA-14-0790,TCGA-14-0817,TCGA-14-0871,TCGA-14-1034,TCGA-14-1402,TCGA-14-1823,TCGA-14-1825,TCGA-14-2554,TCGA-15-0742,TCGA-16-0846,TCGA-16-1045,TCGA-19-0957,TCGA-19-1389,TCGA-19-1390,TCGA-19-1787,TCGA-19-2620,TCGA-19-2624,TCGA-19-2625,TCGA-19-5960,TCGA-26-5135,TCGA-26-5136,TCGA-27-1830,TCGA-27-1831,TCGA-27-1832,TCGA-27-1834,TCGA-27-1835,TCGA-27-1837,TCGA-27-2519,TCGA-27-2523,TCGA-27-2524,TCGA-27-2526,TCGA-27-2528,TCGA-28-1747,TCGA-28-5204,TCGA-28-5207,TCGA-28-5208,TCGA-28-5213,TCGA-28-5215,TCGA-28-5218,TCGA-28-5220,TCGA-32-1970,TCGA-32-1980,TCGA-32-1982,TCGA-32-2615,TCGA-32-2616,TCGA-32-2632,TCGA-32-2638,TCGA-32-5222,TCGA-41-2571,TCGA-41-2572,TCGA-41-3915,TCGA-41-4097,TCGA-41-5651,TCGA-76-4925,TCGA-76-4926,TCGA-76-4928,TCGA-76-4929,TCGA-76-4931
ATP2B1,5.408035864,4.725904718,4.468439953,5.969765242,4.972775354,5.241962182,4.211432788,4.275968027,4.343031109,5.407753822,4.931054223,4.921536303,5.34879896,5.108357178,4.841303932,4.430853941,5.320805963,5.253546863,4.34119589,5.398911249,4.019675231,4.694791066,5.471457371,4.549379617,4.466555342,4.394335783,4.260748328,4.165855677,4.207697669,3.468087998,3.78516341,4.224850636,3.891866314,5.37940956,4.826009441,5.748418295,4.940533252,4.587893002,5.432605369,4.904705663,5.689986793,4.19163371,5.075070484,5.181551832,5.445442003,5.067574186,5.036226373,5.460097072,4.785958508,3.847535972,4.759459471,4.327019029,4.596213614,5.002256953,5.033207132,5.960319406,4.823102244,5.084221626,4.450241295,4.907981822,4.205079666,5.410398773,6.199640939,4.466242089,5.748284106,5.672184873,4.558843128,5.181746609,4.30409482,5.201273142,4.271209017,4.700728228,4.913741532,4.932727357,5.069229553,4.849368818,5.081923303,4.170702244,4.444196604,4.199483899,6.324420001,4.532086259,4.166819868,5.04533812,4.865953447,4.63955054,4.673460316,4.027782174,4.532765783,4.880793258,4.865641727,5.23959662,4.025755276,4.572586549,4.426694144,5.507357009,5.813203998,5.709502943,4.295069109,4.714201549,4.88534496,4.052511537,5.05384119,5.630169546,4.681494243,4.835661375,5.301276687,5.027645072,5.62087668,6.910188191,3.489465867,4.97005756,4.439390426,5.200096258,5.50698587,4.792215053,5.691950052,5.041865002,4.417109884,5.190421276
ATP7A,2.708739041,2.4857617,2.092850147,2.459143051,2.915788573,1.900335509,1.758089934,2.202260984,1.737210831,2.443023091,2.131688251,2.776588315,1.889434603,3.34833158,2.742954757,1.942758453,2.022261272,2.493186172,2.51210044,2.402831302,1.349987971,2.330214177,2.700794799,2.314986485,2.435921903,2.336111968,2.352871496,1.693364288,1.564573279,1.597745685,2.187102611,1.319964694,1.544485386,2.250688769,2.552401665,2.669593751,2.701571235,3.035958154,2.458145736,2.565548435,2.882466981,2.406890362,2.17143103,2.30987466,1.939489888,2.358958826,2.52539239,2.466026688,2.717385799,2.045198307,2.809126288,2.832647013,2.209047794,1.799750462,1.615557546,2.308127844,1.357383094,1.997870454,1.708098928,2.351854439,1.867777881,2.75084229,1.872907539,1.818441576,3.119289768,2.369019716,2.260507478,2.668300699,2.357045213,2.698018399,1.556846284,2.041278033,2.693074302,2.830498728,2.545721311,3.274694032,2.950748341,2.030230124,2.649914313,1.37133582,2.816722571,1.926037384,2.34246941,2.695860224,2.069564695,1.940091559,2.452674499,1.572938162,1.967168608,1.959399235,2.33451107,1.878725341,0.996605677,2.063848043,2.003026483,2.033299651,2.200724049,2.633733436,1.882173486,3.174486317,3.44285063,2.159790624,1.88424624,1.832160889,2.05384119,2.337882322,2.572598675,1.995810106,2.60267066,1.999927863,2.22607689,1.800578978,2.78301655,2.530020787,2.575288124,2.413377445,2.019417261,2.236737511,2.378511623,2.054014911
ATXN3,2.479618608,2.566522933,2.774544614,3.133267592,2.601363731,2.186342081,2.004069868,2.40672713,2.108925847,3.029205495,2.417839016,2.97309692,2.297103355,3.033017668,2.620398731,2.152410597,2.468114072,2.842113961,2.799667584,2.590793616,1.660244107,2.281045366,1.9640289,2.545622476,2.303546976,2.117495578,2.608880193,2.744979109,2.721700756,2.332450159,3.565694652,2.463570146,2.006657082,2.563743877,3.503692193,2.750949452,2.940805718,3.218951616,2.293811878,2.764707081,3.54417624,2.948899821,2.884070367,2.487975054,2.140745941,2.267146233,2.705004722,2.267116262,2.24953636,1.964065877,2.812826773,2.718613699,2.335569006,2.38835488,1.564426949,2.44004857,1.841087511,2.199719452,1.645424989,2.317072478,2.502279676,2.820015533,2.55363083,2.214777602,3.382321407,2.474643704,2.46385783,2.406645508,2.837398345,2.300797313,2.432505154,2.61463918,2.615769394,2.672289553,2.171623176,2.704318678,2.547030237,2.51318752,2.937984611,2.427632988,2.223175386,2.292840634,2.98249168,3.005148437,2.06836126,2.746893168,2.223082689,2.361684153,2.361066489,1.826070476,2.133103158,2.222186307,1.840483376,2.572598675,2.713629836,2.486894538,2.391905165,2.634779111,2.107453538,2.277538484,2.377928879,1.821424505,2.677733734,2.35696073,2.907313724,2.552278691,1.938624545,2.135633366,2.767400556,2.368293425,2.398049321,2.387527978,3.005633531,2.620867884,2.784671485,2.779869033,2.532566323,2.391685246,2.09592442,2.68036937
ATXN7,2.515838583,2.500266678,1.89917563,2.960381966,3.108725166,1.82019939,1.783121349,2.038225451,2.088209455,3.063364879,2.255017236,3.045635177,2.06681251,3.244202073,2.113500481,2.09068409,2.814058162,2.71707866,2.498582777,2.98584649,1.287945039,1.541267018,2.301968023,2.257191698,2.791730736,2.448425259,1.90303827,1.92873036,2.010385997,1.287413191,2.844626685,1.524063676,1.875190285,2.45362293,2.950057757,2.922844822,2.393526032,2.817971099,2.834711216,2.708319689,3.433279971,2.960771164,2.949310808,2.229280279,1.96232691,2.319242183,2.719533939,2.581760977,2.758622982,1.530070742,2.46819229,3.057311628,2.510556895,1.383939251,1.298951516,2.416245251,1.470406711,2.163498732,1.193771743,2.19124679,2.358649443,2.757684686,2.346474729,1.461476173,2.262823997,2.862907586,1.577779262,1.442863897,3.041015133,1.932665948,2.059112962,2.164979311,2.965396436,2.476459459,3.176562138,2.886589165,2.624615633,2.528071165,2.649753399,1.946468868,2.987575544,1.938511636,2.458801942,2.96639355,1.264116022,2.819586442,2.877724621,3.019007973,2.216144408,2.402203717,2.287856411,1.620961697,1.294547234,2.328836464,2.56469521,2.72931348,3.047555838,2.494133957,1.805622648,2.934290031,2.204140717,2.03562391,2.800019782,2.123467556,2.141596278,2.771547572,2.500164679,2.224441653,2.989702166,1.918004519,1.904079412,2.024851548,2.84933879,2.992260861,2.285283839,2.736193546,2.499705596,2.290129465,2.24735032,2.66247897
BACE1,5.61001788,4.672210336,4.59875227,4.990464805,4.352087578,4.765232385,4.342213373,3.850779424,3.862411715,4.93984246,4.889454073,5.156987101,4.53793588,5.114033801,4.930860316,4.443401106,4.617704007,5.05635809,5.034096836,4.965474938,3.708694905,4.33255757,5.368635665,4.666824749,4.721214053,4.878068084,4.789259751,3.762157436,4.204352034,4.194441692,5.589023377,4.315145939,4.078430511,4.833998186,5.160569311,4.403485883,5.007863759,5.284151341,4.822057073,5.407267764,4.588210916,5.057367954,4.782754519,4.766420247,5.02107991,4.693308526,5.168726265,4.553225321,5.398039057,4.118409565,5.298130404,5.048977225,4.785294213,4.501630218,3.651488022,4.736518289,3.325285664,4.875303345,3.473981682,5.301913167,4.961887212,5.27766122,5.207182259,3.263500201,3.944642962,5.715160308,3.824350358,3.827666619,5.064507819,4.505763926,4.638363506,4.671406609,4.602700349,5.737124282,5.373491615,5.433757344,5.18704717,5.379153064,5.202547018,4.547937144,5.731739897,5.063705699,4.688577633,5.029695818,3.891584446,4.731395068,4.753984199,4.030424368,5.242061299,4.590925323,5.550140341,4.208009949,4.148242681,4.720929611,4.87591273,4.811373409,4.543341212,4.747005996,3.778313725,5.655866985,4.896048984,4.411616062,5.128940852,4.927616798,4.521170119,4.37928825,5.700206649,4.618690895,4.82981405,3.930235855,5.056834938,4.208072397,5.034642719,4.876065036,5.046303333,5.217502166,5.28789334,5.520874788,4.903081666,5.021897196
BBX,5.124687937,4.213868269,4.372422827,4.780819257,4.242290002,4.04204017,3.725184908,3.524214158,3.366140336,4.756158651,4.609252626,5.030225709,4.04294195,5.191503432,4.477955738,3.832586257,4.183534154,4.293421987,4.171142763,4.906712652,3.440354272,3.582110361,4.676487452,3.86814348,4.387431475,4.69234908,3.844375609,3.709830994,3.754620312,3.420010724,4.715108129,3.582857035,3.597423907,4.5817911,5.276087174,4.400052851,4.61949518,4.702330628,4.592660346,4.80263785,5.249873838,4.858294374,4.995081955,4.277984747,3.805612331,4.212063451,4.63846198,4.874044444,4.475071909,3.784252693,4.854374729,4.896426865,4.516273649,3.716541011,3.977554696,4.824299436,3.84402403,4.843300512,3.403335901,4.267670623,4.261387893,4.963404762,4.509062386,3.537097232,3.864116795,5.149503263,3.901224117,3.930188536,4.803283875,4.785744084,3.85771233,4.306626805,4.826543403,5.171154775,4.558347237,4.707983015,4.441981378,4.607081705,3.873449034,3.881077243,5.611322899,3.616334169,4.158328948,5.094442999,3.861528644,4.295847896,5.331644315,3.721208583,3.824146658,4.482351384,4.567770547,3.613673087,3.685805625,4.054961319,4.316877044,4.529739754,5.066071964,4.810885202,4.204258119,5.253743503,4.226084599,4.239848622,4.515687225,3.895564377,3.82474749,3.945448519,4.674025563,4.106323191,4.501859472,4.566060129,3.311503115,3.540213299,5.000356121,4.818185901,4.577452999,4.392557852,4.847520939,4.286385875,4.8469997,4.498869945
BCL11A,1.052763657,0.519642543,0.401630467,0.662661255,0.778376811,1.456648469,1.346417994,0.409472404,0.28368476,0.849278733,1.746269764,0.594453004,0.865602139,0.593975179,2.264536431,0.215989154,0.041242982,1.269691488,0.706287412,0.805292456,0.811635431,2.053458932,0.562083643,0.95486631,0.904503366,1.25586325,1.971589536,0.458591988,1.250052025,0.40958102,0.428464026,1.490929476,0.254956787,0.558659484,0.86647283,1.059216817,1.031959741,1.209952374,0.701415981,0.697684871,1.475136778,1.213067271,1.049421666,0.495388174,1.630032634,0.6332917,0.474358163,0.87774425,1.515964702,1.60715274,2.565109697,1.026020971,2.237135374,1.431302028,0.544089667,0.589379995,0.231432408,0.205892928,0.748804691,0.291485686,0.348345745,0.282261867,0.66101986,1.009060468,2.636844995,0.616828167,0.872237774,0.524665509,1.294900072,0.679964201,0.169283661,1.372227783,0.225768496,1.011352507,0.120086471,1.746871676,0.293017272,0.28912622,2.149259365,0.182565182,1.708672836,0.945233123,0.520749097,0.885418178,0.146264195,0.164271398,0.913952109,0.217602977,1.078678143,0.754288927,0.667210912,0.997111721,0.03885755,0.27596058,0.890874671,0.208642109,1.681854018,1.192762292,0.147436959,0.43103453,1.114300386,0.73430859,0.545375359,1.958248775,0.928957705,0.362105136,0.407733431,0.419754605,0.256889886,0.150429698,0.607294801,0.16774328,0.822934048,0.713343895,1.981377764,0.92539184,0.925619712,1.048236186,1.653197629,0.600269754
BCL2L2,5.415231348,4.701171977,5.126985242,4.897521191,4.385886553,5.189310631,3.389553046,3.605766917,4.131029681,5.508770903,4.845399723,5.352476059,4.855381804,5.228560906,4.546338877,4.146394549,5.295307933,5.067810784,5.144229959,4.898416372,3.369871247,4.273247318,4.32435699,5.004451953,4.232200249,3.762189334,4.75411786,3.971938948,4.577664474,3.608750115,4.866042497,4.982035261,4.218238699,5.43561526,5.754999707,5.143074998,5.006477564,5.346620103,4.998064589,5.875922557,5.308109637,4.775772235,4.478816529,5.448157613,5.77139967,5.105925266,5.573571453,4.532690989,5.421102088,3.973537807,5.2775608,5.648957187,4.024417203,4.076661701,4.148014846,4.005552693,3.446084155,4.568737466,3.604403485,5.270506517,4.944507097,5.240520414,3.917842259,3.316319551,4.598371161,4.534161233,3.686332436,3.226570182,3.990564645,4.251847831,4.721197644,5.405999165,4.563957372,6.174542244,4.88319068,4.472871139,4.362098121,5.514851316,5.151071353,3.874295328,5.186956082,5.36488755,5.285365226,4.882065856,2.811758719,4.016389344,4.824228141,3.851868949,4.827946017,3.630859737,5.043860661,4.476874168,3.405665675,4.809579079,5.170197485,5.231394006,5.071912799,4.81596474,3.69124381,4.615257375,4.186730318,3.833659246,5.175233158,6.260671185,4.446381964,4.809882575,4.828575733,4.183343588,5.054679198,4.220987686,5.264040936,4.46908498,4.19838414,5.325051752,5.419417538,5.330805759,5.378674611,4.895763086,4.232230954,5.516368211
BCL3,4.134327741,6.604390141,6.913158694,5.065175912,5.914688888,4.620627462,4.743654987,5.661729651,4.876423629,5.332571891,4.51329492,4.811768992,5.365954936,6.167225439,4.980555471,4.507046147,5.404835017,6.340311235,5.50747753,5.482051226,3.385362007,3.538997468,6.547402014,6.088145838,5.664710377,4.637442158,4.80151049,4.600269754,4.50973384,4.180871892,4.731134354,3.503386901,6.170732284,5.105719977,3.830356747,4.134278449,4.205736567,5.01952846,4.501904045,5.755298879,4.353337407,4.934983486,5.234593287,5.825846671,3.720902258,6.168752335,5.759741743,4.486958877,4.392104438,4.396549983,4.255266559,6.546868229,3.896959605,4.455044408,3.710227862,3.727757121,3.388547755,6.022627475,4.523919449,5.38956337,5.597426886,6.75661503,3.824971465,4.5460116,4.118525849,5.015997031,3.580953457,5.003678687,3.272023189,5.293848655,4.232829573,3.649075066,4.585593542,3.990755228,6.790384991,3.922711646,4.557936928,4.377901123,4.781532827,5.951930431,3.090091242,5.290158961,4.468609382,5.020070991,4.006917343,5.94255673,3.76601203,3.180879846,3.741876815,3.960993516,3.932835996,6.886539173,4.950981571,4.220252555,3.352052256,4.77068107,2.573423003,3.832120372,5.401903472,4.538159438,6.731439873,2.861340053,3.315798063,4.223831822,5.067845195,4.89394946,4.775561559,5.160036783,4.511695735,3.366574008,4.102809279,4.366049388,5.524706249,5.175684271,2.94106874,5.295689969,4.16042813,5.571652542,4.101070125,4.689204096
BEND3,2.112499976,1.583470945,1.361319202,2.939508694,1.622836666,0.880176134,1.458434503,1.274708939,0.869081754,2.526694846,2.791397348,2.336454787,1.755656734,1.465922239,3.00162212,1.40152125,1.816272017,2.183994584,2.236798728,2.856348334,1.012997664,1.780562076,1.613814507,1.901185494,2.139109267,1.559883331,2.141727055,1.667347181,2.009633819,1.876880337,2.004393523,0.92539184,1.172679521,1.622415011,2.071419456,2.981341228,2.343549953,3.155603531,0.984625805,2.313942357,2.518711374,2.430178204,2.296428039,1.118293271,1.830255324,1.500649109,2.086749804,1.979147348,2.795704618,1.929942454,2.486946009,2.725392163,2.672696883,2.348402405,1.619882485,2.413431608,1.260627908,1.712243592,0.644040843,1.295546717,2.443155739,1.786847244,2.275096468,1.541068729,2.662251082,2.225213222,1.378733559,1.411860074,2.839959587,1.458906907,2.176641918,1.722028778,1.669707122,1.789520604,1.594739622,3.057762173,2.450802153,1.84052366,2.847014738,1.824238327,6.392547549,2.267415943,1.845269239,2.296486775,1.724693923,1.529371205,1.805333734,1.824075356,2.365888466,1.88209521,2.724279183,1.352080514,1.242389096,2.032030294,2.070183214,1.833254438,2.243486296,2.611290435,1.033299651,2.548337976,2.507312604,1.554146767,2.370443305,0.881508009,1.777829977,1.86072448,2.642216357,2.385154897,2.358677571,1.580097233,2.08518668,1.545918961,2.174438379,1.362666256,2.869535857,2.579156006,2.145188323,2.092714864,2.119754565,2.371084856
BICD2,5.074526844,5.019817539,4.517155989,5.143385255,5.166872077,3.766054447,3.42913387,4.025462956,3.386935074,5.518878147,4.135772892,5.218680439,4.420994335,5.33245732,4.964481809,4.082268285,4.975731058,4.737881415,3.833760431,5.134019639,2.694813348,4.120260691,5.240054774,4.602058927,5.020311062,4.310594606,4.79298546,3.789092781,3.814704221,3.686578963,4.950645707,3.930869776,4.035201596,4.457495798,5.083621861,4.369215194,5.125766804,4.969652442,4.590482259,5.034809965,4.578292676,4.899977979,5.104407954,4.632657923,4.345140858,4.038989202,4.802984155,4.741094804,5.452097891,3.727768011,6.018932331,5.18961901,4.146264195,4.068782577,2.933289359,4.75045644,3.474812406,4.78121806,2.395803156,4.319971917,4.326407914,4.975983205,4.217471145,3.302494533,5.10798073,4.816615065,3.022776149,3.075669535,4.715618859,3.728399459,4.297037306,4.797609653,4.435921903,4.723820647,5.470370916,5.709555326,5.244441855,4.405713321,4.952422101,4.730531274,4.65949648,4.579874049,4.953078953,5.091348637,3.683943432,4.544986063,5.254903893,4.53622079,4.779091589,4.491160436,4.61761586,4.088362124,3.220949004,4.502496097,4.843792946,4.047328984,4.935219279,4.324666615,3.58990727,5.780323224,5.135514349,3.194528369,4.476096491,4.627087328,4.063019662,4.917450851,5.045565287,4.408963156,4.752737889,3.882740856,5.0784604,3.677846466,5.202876083,5.115054057,5.02304683,4.914392308,4.559565231,4.853596506,5.173799042,5.138720284
BIRC5,5.569652098,5.168369258,3.188274311,5.388079298,5.453669018,2.631686366,5.935462105,3.918195389,4.195678309,5.836068033,5.702751725,4.931153531,5.594662002,1.408222729,7.139016126,3.671565126,5.496235433,5.466238826,4.52657592,6.027112019,7.228066369,6.912045023,6.208287041,4.661778098,6.057961407,4.743638832,7.160620738,4.841842325,6.49271525,6.98727652,5.32349257,3.476213169,4.436574969,3.427485496,4.117936026,5.903896303,6.665188087,6.839454505,4.026552213,4.676487452,4.93017434,6.855815328,6.069446545,4.127699305,6.081774211,4.364663473,5.396217727,6.383966891,5.877273089,7.506745531,6.120909682,5.909821097,6.571159519,7.877293337,7.056582445,6.294041717,7.675453942,6.168172666,3.726515184,4.179566782,5.52176688,2.794852508,6.038668827,6.978924345,5.641326371,5.432598688,6.652361724,4.829164574,7.276854876,4.897046762,6.047664889,4.912922859,3.985336478,5.181675061,2.966854944,7.155313096,6.262273409,3.674980326,6.916684435,5.084196109,5.704531718,5.679102838,5.5229879,5.081288491,6.884677282,5.692943231,4.055247724,5.16590792,5.956811732,5.229291817,6.837313817,7.236129029,5.150506874,5.857052895,5.588066964,6.749066254,5.609689964,6.319056078,4.97123084,6.885986713,5.425298161,5.979300571,5.58245966,4.196213585,5.215154379,5.169744653,6.493893867,5.397180032,4.913243681,6.219377648,6.300059644,5.374187468,6.065225468,4.607596633,6.454139694,6.843065542,5.570736143,5.829692295,5.290767195,6.511928138
BMPR2,4.883268897,4.006890422,4.150340331,5.083009078,4.453379295,4.482770855,3.913339435,3.568336182,3.498544484,4.955531349,4.772930784,5.022571995,4.390392546,5.009584556,4.978502261,4.143589335,4.828565579,4.404828207,4.38216229,4.905562705,3.745882689,3.694980454,4.567557616,4.325213695,4.72643889,4.094024887,3.905090914,3.841480064,3.800703214,4.026304324,4.363920971,3.849909213,3.857274399,4.836797711,4.834726383,4.964273858,4.984607578,5.079924192,4.724562965,4.772175989,5.446656555,4.931895759,5.107348913,4.167823549,4.334575426,4.37923279,4.413424837,4.60901026,5.138634285,3.967740407,4.880514115,4.530420384,4.719752957,4.534366698,4.575723779,5.204406814,3.892148128,4.725784775,3.534061602,4.681966429,4.514753498,4.802472421,4.981893742,3.727223437,4.440068509,5.189472736,4.377422255,4.412937301,4.728187192,4.767702464,4.266119374,4.806174521,4.918992001,4.51022773,4.610959856,4.493717776,4.337718227,4.332407192,4.686567758,3.624486966,5.087950729,4.660312573,4.608685071,4.659233863,4.669315956,3.796649664,4.799672764,4.355319379,4.704274406,4.598067392,4.736052801,3.924736508,4.037329504,4.748106956,4.867219424,4.983764327,5.511910749,4.838245873,3.748117693,4.717594177,5.209426071,4.629747115,4.967638975,4.455412711,4.515762906,4.2555385,4.511752654,4.331941634,4.836863339,4.29372361,3.930415652,4.744667027,4.646623508,4.612458662,4.844852615,4.977540959,5.065201768,4.247502235,4.806777729,5.047939663
BNIP2,4.504029211,5.085581869,4.659073985,4.962118649,5.454567448,4.278802538,4.447539525,4.557514248,4.476835294,4.911178639,4.643486813,4.718114991,4.156687845,5.286411752,4.539500053,4.546548789,4.774391747,4.802813598,4.712969886,4.723935295,3.85934345,3.433506993,4.820725296,4.552788965,4.425620431,4.054805074,4.02726908,4.384547202,4.22337621,4.139060139,4.793615013,4.100498351,4.42587551,4.685794414,5.131338423,4.812339058,4.248269164,4.882599034,4.660323984,5.214746523,5.37928825,4.761077791,4.808209981,4.820005318,4.152499836,4.760029284,4.76867661,4.750729761,4.736577818,4.190069599,3.81926965,4.352426622,4.243844229,4.10465536,3.732236633,5.153525686,4.016977613,4.71635992,3.418068481,4.61075911,4.610050372,4.860009291,4.662484667,4.015069322,4.531917887,4.980770226,4.279619866,4.887369295,4.604539886,4.563926875,4.308936009,3.708341763,4.575917361,4.253550644,4.834908375,4.404664742,4.421566677,4.508377942,4.326170588,3.967104035,5.228599384,4.293958979,4.874575677,4.310063772,4.732122643,4.39100466,4.450755973,4.437014622,4.406733932,4.057597567,4.678916987,3.446322407,4.290645569,4.840528695,4.702873599,5.029258511,5.319881624,4.909528315,4.793869878,4.558628875,5.189520177,5.075250225,4.428015057,4.019897581,4.631308038,4.670840336,3.82714832,4.45117154,4.75947545,4.464243498,3.77189614,4.294120773,4.527489517,4.580549527,3.765195249,5.022758398,4.913636231,4.500623617,4.622813244,4.817208807
BRF1,3.476925998,2.503323291,3.465739436,4.283121699,2.873852562,3.08987098,2.554220457,2.541118304,2.504162725,4.252733545,3.940213743,4.301412054,3.828672198,3.566790805,4.084395978,3.520371958,3.99815939,3.559944496,3.42917405,4.044962342,2.310601876,3.164979311,2.900006971,3.660495132,3.27727066,2.848938359,4.112466614,3.609542229,3.805313095,3.230571942,4.743854221,3.85698569,2.869733248,3.966716541,4.452826026,4.158482453,3.826680675,3.507109594,3.106984761,3.699951339,4.200865265,4.160290969,4.518856122,3.373063499,3.446242994,3.133020934,3.54944739,3.369759599,4.557869552,2.853277114,4.159629186,3.982701585,3.267730541,4.243882301,3.357031133,4.659610647,2.898634035,3.757023247,1.995593056,3.352264173,4.026888566,3.593425486,4.021159883,3.115349589,3.890874671,4.237288369,2.72905239,2.18551772,4.089811672,3.173255383,4.217820084,3.86985167,2.94865691,4.175253122,2.430874008,3.843129628,3.619096029,3.785676089,4.346588193,3.973271454,3.386783361,4.338431546,3.899755686,3.590027078,2.290512874,3.463347806,3.255213676,4.093450314,4.137634672,3.051998468,4.303744224,3.376540444,3.125750275,3.859949676,4.021328698,4.337768171,3.591954623,3.987229899,2.521955279,3.796940322,3.454886535,3.202480412,4.351260825,3.505725823,3.411399127,3.423766395,3.178236585,3.869772723,4.041689812,3.202198284,4.704634077,3.903587855,3.718350665,3.469755763,4.338966304,4.37581098,4.183970772,3.319704632,4.068627821,4.517445783
BTBD7,3.520598253,2.84155051,2.690640579,4.152848626,3.412564766,2.397693455,2.22709412,2.814406865,2.384712962,3.874216624,3.229495637,3.75890009,3.378844514,3.7509816,3.488540716,3.089599841,3.726275389,3.539307727,3.666790671,3.89706613,1.853436819,2.297338174,2.943433784,3.173303361,2.898266407,2.648120259,3.039050636,2.886550147,2.837337788,2.765789317,4.031668675,2.384685337,2.170726276,3.550395879,3.036081277,3.677327824,3.558463573,3.825500723,2.845510123,3.613531653,4.278252439,3.698574107,4.029311525,2.924784006,2.494594816,3.078473209,3.283921772,3.147957881,3.321408631,2.460821183,3.281624074,3.842958724,3.027684877,2.889161996,2.172743517,3.704927281,1.839193708,3.349223719,1.716551985,3.170229538,3.390199917,4.08561161,3.566815154,2.358958826,4.189769222,3.961326981,2.793875079,2.969896447,3.270917595,3.083366567,3.072345944,3.125469266,3.347679828,3.199735155,2.599222563,3.392193758,3.461436882,3.411683847,3.365594563,2.930699496,3.368251512,3.087887101,3.566315907,3.576872792,2.526319258,2.65145358,3.123186101,3.259859993,3.326494205,2.46665322,3.686052242,2.537867564,2.205642742,3.667937528,3.3652866,3.910559989,3.48453775,3.665233575,2.208173869,3.151014509,3.697362388,2.59419022,3.695949285,2.638004308,3.125320474,2.977939291,2.800806736,3.376123652,3.745947209,2.785927131,2.703322227,2.874737959,3.701105424,3.229818612,3.351628329,3.750059763,3.676921799,3.377998265,2.841832263,3.826345097
BTBD9,3.656793803,3.108708441,2.628353671,3.963048651,2.575336537,3.635940084,2.17111073,2.289834465,2.10144838,4.13130961,3.111565545,3.534372924,3.322231029,3.748289473,3.39802195,2.34508407,3.348274917,3.4563462,3.043397004,3.667631032,1.663891078,2.524113838,3.049473945,3.127649786,3.614332928,2.84667383,3.01153142,2.647613841,2.56883473,2.909811499,3.579071507,3.052659337,2.986065011,3.561142809,3.981569565,3.395460446,3.216641107,3.477353527,2.989938264,3.569782712,3.701914952,3.31176466,3.912822288,2.518207789,3.495503302,3.043886901,2.727855123,3.032806145,3.45758116,2.779658954,3.339778757,3.483815777,3.238343591,2.902768222,2.208142647,3.266546696,2.446970783,3.104303108,1.64800518,3.3159864,3.143328107,3.778555539,3.013855263,1.795434491,3.461515463,3.807076661,2.136092928,1.646300928,3.388341102,2.524088757,3.352617299,3.328664158,3.819361629,3.320730161,3.399813668,3.622602428,2.849298752,3.144160606,3.309234406,3.310209225,3.646842361,3.485143413,2.711120418,3.734796315,1.245982361,2.200849575,3.730835562,3.451052819,3.468074961,3.548325644,3.589248147,2.571967989,1.91494715,3.256980436,3.447843644,3.69165699,3.946758928,3.687161494,2.242602506,3.990637251,2.949180052,1.932476983,3.954661621,4.047800102,2.844144581,3.740150432,3.801562223,3.0168172,3.689008355,2.399280488,3.547560877,2.647291482,3.409513136,3.295164643,3.773089083,3.361810461,3.673070167,3.359422776,3.938935,3.626135379
