Feature,LR_Coefficient,LR_Abs,RF_Importance
XKR4,-0.09908490501769916,0.09908490501769916,0.0011365191571489721
METTL1,-0.09901961609665107,0.09901961609665107,0.0
MRPL45P2,0.09767412877031363,0.09767412877031363,0.00039230720388690546
TSFM,-0.09628517497560096,0.09628517497560096,0.0021601222444755206
PSAT1P4,-0.09617546383159649,0.09617546383159649,0.005000425270399759
AC004522.5,-0.09530739695882913,0.09530739695882913,0.0013598430690990526
AC092447.2,-0.09486752319534471,0.09486752319534471,0.005269378959813142
RWDD2B,-0.09437220557676909,0.09437220557676909,0.0003566944723112415
ARL2BP,-0.09412820835005309,0.09412820835005309,0.00469374211862879
AL133338.2,0.09404049567510772,0.09404049567510772,0.0008371349200108999
C8orf58,0.09385901141094083,0.09385901141094083,0.0009577103460340457
LINC01750,-0.0932962207364377,0.0932962207364377,0.002876694498409399
MNX1-AS2,-0.0930253232927352,0.0930253232927352,0.00018733949942067128
ZNF189,0.09270932239395077,0.09270932239395077,0.0010096849130168616
ZFP36,0.09261725958809722,0.09261725958809722,0.0030228553994833137
HSPB9,-0.09239078964230577,0.09239078964230577,0.0002011531773599461
AC005479.2,0.09179065006995958,0.09179065006995958,0.0023297902662710594
GOLPH3L,0.09169486069117573,0.09169486069117573,0.0033622161946383062
GSTT2B,-0.09113359085045032,0.09113359085045032,0.00020260834452119468
MIR124-1HG,-0.08993165660903249,0.08993165660903249,0.0028941483961235225
AC100810.7,0.08946942559809226,0.08946942559809226,0.0
MAP7D3,0.08904488897507036,0.08904488897507036,0.016201907484335084
NR4A1AS,0.08814044231757316,0.08814044231757316,0.000874094528747015
ABCA8,0.0877246587062041,0.0877246587062041,0.005824533231760803
ROBO3,0.08739079312040345,0.08739079312040345,0.001155191090212654
AC006122.1,-0.08672967564944312,0.08672967564944312,0.002344709291174127
RPLP1P6,0.08662788883333586,0.08662788883333586,0.0006572869002594663
ARHGAP6,0.08570384684411793,0.08570384684411793,0.006286540939832294
ROGDI,-0.08555504912068448,0.08555504912068448,0.0011669720803208765
RNU7-154P,-0.08543365423482316,0.08543365423482316,0.0
EEF1A1P38,-0.08446317701812973,0.08446317701812973,0.0018084607644787616
CYB5D2,-0.08402695533132389,0.08402695533132389,0.0004766757899676009
RN7SL368P,0.08388330370088233,0.08388330370088233,0.013004794247153059
MUC20P1,0.08386140450981144,0.08386140450981144,0.0006032691102008432
AC025165.5,-0.08372825890264846,0.08372825890264846,0.0009854949581782613
AL731533.2,-0.08298646399273857,0.08298646399273857,0.000851895574873496
MTND5P11,-0.08294351935092219,0.08294351935092219,0.0008385240166366214
ATP5IF1,-0.08271640422166122,0.08271640422166122,0.0013216413250613103
MTMR14,0.0826416588580306,0.0826416588580306,0.0
RASSF1,0.08258843936989163,0.08258843936989163,0.0006235361542948315
MPDU1,-0.08165849079435916,0.08165849079435916,0.002113875536898511
RPL39L,0.08152360761389672,0.08152360761389672,0.0034940629075241943
MIR659,-0.08152102181845419,0.08152102181845419,0.0
SORCS3,-0.08117356853889239,0.08117356853889239,0.00022149270492211168
HMGA1P8,-0.08071024940511574,0.08071024940511574,0.001869180070615446
FOSB,0.08028660883564809,0.08028660883564809,0.0015417193766452328
PTTG1,-0.08021030619493015,0.08021030619493015,0.005369307434727629
LNCOG,0.07975930212748897,0.07975930212748897,0.0007840854680181262
MIR6730,0.07967340610552208,0.07967340610552208,0.0
PISD,-0.07964877674967198,0.07964877674967198,0.00029079956842870044
AL589880.1,0.0794843403519981,0.0794843403519981,0.0006941676275250642
PLCD4,-0.07907138234508265,0.07907138234508265,0.0002024079623459997
MAPK11,-0.0790092172893926,0.0790092172893926,0.0016793922692634284
PLK3,0.0786809432777545,0.0786809432777545,0.0037402673164134703
ATP1B3P1,0.07774375074912578,0.07774375074912578,0.00038966496945486324
VAMP7,0.07756436965444097,0.07756436965444097,0.0025943074596565347
TSPAN31,-0.07680684364703105,0.07680684364703105,0.0048571420243901904
BX322639.1,-0.07678643674998202,0.07678643674998202,0.0003720339289682457
CYP27B1,-0.07653992225323306,0.07653992225323306,0.005299472372280863
AL031710.2,-0.07653505165065634,0.07653505165065634,0.00338205867308868
MED11,-0.0765276441489511,0.0765276441489511,0.0006262888727574989
RPL23AP3,-0.07645946652468985,0.07645946652468985,0.0009384199530196787
AC083805.2,-0.07593209586073411,0.07593209586073411,0.003430300355220716
RGMB-AS1,-0.07451747588443233,0.07451747588443233,0.00020774046670460976
EEF1A1P4,-0.07434615395929402,0.07434615395929402,0.0015285978078649525
CCL3,0.0740319539666327,0.0740319539666327,0.00046034864327410257
AP002784.1,0.07378088173911569,0.07378088173911569,0.00024127683230013459
RLIM,0.0737490449347512,0.0737490449347512,0.00071003649553196
PLPP4,-0.0730705062492106,0.0730705062492106,0.001421919311805741
ERMP1,-0.07284265138279607,0.07284265138279607,0.0008718913699405192
AC040977.1,0.07271243438655914,0.07271243438655914,0.0005405752572895429
CRELD2,-0.07242487772551617,0.07242487772551617,9.465965905454094e-05
RNF215,-0.07230579375715149,0.07230579375715149,0.0003527229024657066
UNC119B,0.07215519488511445,0.07215519488511445,0.0034796510075180056
HYLS1,0.07181675121582501,0.07181675121582501,0.00025727301790281283
AC092835.1,-0.07176067715343473,0.07176067715343473,0.0001432231020027943
