classifier,n_features_used_for_classifier_cv,n_splits,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,train_roc_auc_mean,train_roc_auc_std,test_roc_auc_mean,test_roc_auc_std
RandomForest,1000,5,1.0,0.0,0.9389473684210525,0.019509213676684855,1.0,0.0,0.8995614035087719,0.11936093697351655
