Feature,Coefficient,Importance
AC021188.1,0.010843864480391248,0.010843864480391248
PRIMA1,-0.010805873417109415,0.010805873417109415
SCG5,-0.010776025859535767,0.010776025859535767
AC005682.1,0.010775630084458681,0.010775630084458681
TMEM220-AS1,-0.010747457302339298,0.010747457302339298
C5orf67,0.01071240427821278,0.01071240427821278
BCAT1,0.010666639565980277,0.010666639565980277
PNPLA3,0.010655092958592035,0.010655092958592035
AC253536.1,0.010607958848674272,0.010607958848674272
RNA5SP490,0.010605557897603169,0.010605557897603169
RPLP1P6,-0.010503039319331104,0.010503039319331104
AC104463.2,-0.010422202578511721,0.010422202578511721
PLAUR,-0.010357921367044956,0.010357921367044956
FAM166C,0.010320234892072365,0.010320234892072365
ATF3,0.010303071184206373,0.010303071184206373
LOXL1-AS1,-0.010223131144740591,0.010223131144740591
KLHL35,-0.010199384527789714,0.010199384527789714
AC011503.2,-0.010185405043477652,0.010185405043477652
AL512785.1,0.010182683591547722,0.010182683591547722
CHPF,-0.01011761350161267,0.01011761350161267
CFAP69,0.010081242116335928,0.010081242116335928
NRG1,-0.010025188819362414,0.010025188819362414
NR4A1AS,0.009971918020023582,0.009971918020023582
EEF1E1,-0.009880098719639968,0.009880098719639968
ATP5MC3,0.009876523076188273,0.009876523076188273
ZNF300P1,0.009795916680733008,0.009795916680733008
AC131281.1,-0.009762786441974978,0.009762786441974978
MIR222HG,-0.009720789426136321,0.009720789426136321
TRIM47,-0.0097101075309534,0.0097101075309534
ELAVL4,-0.009708255265552182,0.009708255265552182
MIR760,-0.009699957765501126,0.009699957765501126
WNT5A,0.00969985725398041,0.00969985725398041
AC005899.7,-0.009692786642271703,0.009692786642271703
AL355385.1,-0.009684593558257149,0.009684593558257149
C16orf74,-0.009681939414256813,0.009681939414256813
AC016769.5,-0.009662002034734354,0.009662002034734354
NELL1,-0.009639791477560984,0.009639791477560984
SULT1A1,-0.009626694504340828,0.009626694504340828
AC037198.1,-0.009612396465142965,0.009612396465142965
LANCL3,0.009595251134668433,0.009595251134668433
BASP1,0.009527251208511259,0.009527251208511259
CYP39A1,-0.009500574302476668,0.009500574302476668
RPS5P8,0.009452869138131193,0.009452869138131193
OS9,-0.009385254657088237,0.009385254657088237
TAS2R15P,-0.009257956916631,0.009257956916631
LBX2,0.00921807859909284,0.00921807859909284
KLHL29,0.009193383407662747,0.009193383407662747
TXNL4B,0.009186069652223409,0.009186069652223409
GNS,-0.009155298907328838,0.009155298907328838
H2BU1,0.009125559148228882,0.009125559148228882
SPAG7,-0.009028643459301884,0.009028643459301884
KIAA1671,0.009020651121261132,0.009020651121261132
PCDHB3,-0.009004656128486213,0.009004656128486213
HS6ST1,-0.008977355929896735,0.008977355929896735
AC004980.3,-0.008935418255750628,0.008935418255750628
CKS1BP7,-0.008931131494171636,0.008931131494171636
ADAMTS3,0.008922557018553719,0.008922557018553719
MTCO2P2,0.008865854805619557,0.008865854805619557
AC026271.1,-0.008815025251947703,0.008815025251947703
TAS2R31,-0.008803293216275375,0.008803293216275375
AC087627.1,0.008798243354242782,0.008798243354242782
AC126773.4,-0.00879751478884995,0.00879751478884995
HOTAIRM1,-0.008792102841683486,0.008792102841683486
DUS4L-BCAP29,-0.008763378417736653,0.008763378417736653
LINC02094,-0.008748360101884851,0.008748360101884851
EFHB,0.008689663361419271,0.008689663361419271
LDAH,-0.008646267846698736,0.008646267846698736
SLC35A1,-0.008645878398256946,0.008645878398256946
CYB5R1,-0.008645394205774768,0.008645394205774768
TMEM81,-0.008611179936859658,0.008611179936859658
MIR6871,-0.008609946274416174,0.008609946274416174
HOXD-AS2,0.008579225929761486,0.008579225929761486
NDUFB1P1,-0.008576847620113253,0.008576847620113253
NRXN3,-0.008560462992959416,0.008560462992959416
GPR27,0.008543022217744053,0.008543022217744053
MIR6784,-0.008517781950916925,0.008517781950916925
ACTA1,-0.008513143580970694,0.008513143580970694
TCFL5,0.008510841220117017,0.008510841220117017
SMIM18,-0.008504907071642788,0.008504907071642788
HOXA2,-0.008418468616513134,0.008418468616513134
PDE4A,0.008325184652115708,0.008325184652115708
METTL1,-0.008307062401485502,0.008307062401485502
NAXD,-0.008285502941419531,0.008285502941419531
AC016582.3,-0.008254061098717994,0.008254061098717994
SNTG1,-0.008222772004828644,0.008222772004828644
MRPL45P2,-0.008182321688571387,0.008182321688571387
MTATP6P2,0.008160134508136943,0.008160134508136943
MED11,-0.008146450607564276,0.008146450607564276
AC089999.2,-0.00814208808045839,0.00814208808045839
AC244517.1,-0.008135853737807971,0.008135853737807971
CTF1,0.008098429086140927,0.008098429086140927
CREB5,0.008083654910694548,0.008083654910694548
RNA5SP301,-0.008075358178205474,0.008075358178205474
AC139768.1,-0.008069252064630699,0.008069252064630699
AC006450.3,0.00805284099963093,0.00805284099963093
AC026367.2,-0.008035605261658888,0.008035605261658888
LINC01943,-0.008032592184676581,0.008032592184676581
RCAN3,-0.008021901516597532,0.008021901516597532
CERCAM,-0.00799618513603658,0.00799618513603658
NUAK2,-0.007980896737931578,0.007980896737931578
COPRS,-0.007974360626742664,0.007974360626742664
AAMDC,-0.007933938049668833,0.007933938049668833
TAS2R19,-0.00790885102167534,0.00790885102167534
EPHA5-AS1,-0.0077367068686469845,0.0077367068686469845
MIR4280HG,0.007707185772281903,0.007707185772281903
HSPE1P8,-0.007689668634495801,0.007689668634495801
THY1,0.007671695326579249,0.007671695326579249
CRYAB,0.007660245380312221,0.007660245380312221
LINC01894,0.007655602370884865,0.007655602370884865
CATSPER1,-0.007654224832144896,0.007654224832144896
AC091965.4,0.007628956030518825,0.007628956030518825
AC006504.7,-0.00761880855312293,0.00761880855312293
CERKL,0.007612593960350268,0.007612593960350268
AC092809.3,-0.007594696771422547,0.007594696771422547
PSAT1P4,0.007590808482406272,0.007590808482406272
FAM241B,-0.007581037247907421,0.007581037247907421
CLEC18A,-0.007579451142075396,0.007579451142075396
AC005730.2,-0.007570672692859176,0.007570672692859176
AC005083.1,0.007565710418565356,0.007565710418565356
HAP1,-0.007543892516710293,0.007543892516710293
AC016735.1,-0.0075328884015038395,0.0075328884015038395
TMEM159,0.00752333576644624,0.00752333576644624
L3MBTL3,0.007521082206281487,0.007521082206281487
PIGY-DT,-0.0074901243251102615,0.0074901243251102615
HOXC13,-0.007478355960302581,0.007478355960302581
MRAP2,-0.007449338072810814,0.007449338072810814
ARHGAP6,0.0074061547973339635,0.0074061547973339635
MIR553,-0.007398789579939891,0.007398789579939891
TCP11L2,0.007390454369212726,0.007390454369212726
AC072052.1,0.007382767373955968,0.007382767373955968
CERS5,-0.007346607262722271,0.007346607262722271
CYB5D2,-0.007345011285118633,0.007345011285118633
SCRT2,-0.007341736522475716,0.007341736522475716
AC016394.2,0.007311299310187352,0.007311299310187352
SPDYE12P,-0.007306842680723469,0.007306842680723469
AC087442.1,-0.007240945492542709,0.007240945492542709
AC130650.2,-0.007208886894496282,0.007208886894496282
AP001363.2,-0.0072036863227047734,0.0072036863227047734
RNU6-353P,-0.007193108445854721,0.007193108445854721
PTMAP12,0.007177584837776902,0.007177584837776902
AL080316.1,-0.007172718478511575,0.007172718478511575
PRDX2P1,0.007162508304724933,0.007162508304724933
CACNB2,-0.00713908110992407,0.00713908110992407
ZNF189,0.0071378840117964585,0.0071378840117964585
WNT16,0.007118240692411704,0.007118240692411704
NPR3,-0.007107273107325818,0.007107273107325818
NFATC1,0.007098623125503468,0.007098623125503468
MIR5690,-0.007060442300748701,0.007060442300748701
ATP6V1G2,-0.00704032092146901,0.00704032092146901
SLC17A6,0.007040208468940491,0.007040208468940491
COX6C,-0.0070161120620327345,0.0070161120620327345
MEA1,-0.007012272833555512,0.007012272833555512
AC000067.1,-0.007008488353246515,0.007008488353246515
CLU,-0.007003730764771627,0.007003730764771627
ATP1A3,0.006997832316785568,0.006997832316785568
RABIF,-0.006987280323762867,0.006987280323762867
GNPTG,-0.006976718339830993,0.006976718339830993
AC091271.1,-0.0069665776776352715,0.0069665776776352715
RUFY2,0.006963090205043519,0.006963090205043519
Z96811.1,-0.006958326998009235,0.006958326998009235
AC097359.1,-0.006948213174715869,0.006948213174715869
B3GNT5,0.006899545231639271,0.006899545231639271
AL662797.1,-0.00688221496344554,0.00688221496344554
AP003119.2,-0.00687899517430627,0.00687899517430627
NPIPB15,-0.006862691432966826,0.006862691432966826
TENT5B,0.006843842634468468,0.006843842634468468
SLC44A3,-0.006815044221536793,0.006815044221536793
NR4A1,0.0067960908034715405,0.0067960908034715405
AC025165.5,-0.006791843946377916,0.006791843946377916
AC073050.1,0.0067911160159669125,0.0067911160159669125
HTRA1,-0.006790512142192175,0.006790512142192175
CTSD,-0.006749597550013343,0.006749597550013343
SHOX2,0.006738998254598553,0.006738998254598553
RASL11A,-0.006732442670479799,0.006732442670479799
FOSB,0.006723529680700648,0.006723529680700648
ABCA8,0.006694038200123483,0.006694038200123483
RFX3,0.006683843901948914,0.006683843901948914
LINC02361,0.006672698329019834,0.006672698329019834
EYA2,-0.00666747699103197,0.00666747699103197
DNAJC30,-0.006659592883638052,0.006659592883638052
RARA-AS1,-0.006654108112049176,0.006654108112049176
PTTG1,-0.006653084112228262,0.006653084112228262
AC116345.4,0.006608584317968414,0.006608584317968414
AC006557.6,-0.006588673137964304,0.006588673137964304
MIR1-1HG-AS1,-0.006588529674808041,0.006588529674808041
MNX1-AS2,-0.006582144224352576,0.006582144224352576
LINC01770,-0.006559586437379887,0.006559586437379887
AC091982.1,-0.006551384789566494,0.006551384789566494
HSPB9,-0.006548517913249035,0.006548517913249035
AL583805.1,0.0065309269474626095,0.0065309269474626095
AC131159.2,-0.006523140336167168,0.006523140336167168
KAT7P1,0.006506537286264881,0.006506537286264881
RAB26,0.006489801004499986,0.006489801004499986
AC012291.3,-0.006462688208377961,0.006462688208377961
AGRP,0.0064569130547278124,0.0064569130547278124
TSPAN31,-0.006407580504597433,0.006407580504597433
ATP2B1,-0.0063665844526585805,0.0063665844526585805
HEXA,-0.006360937942837805,0.006360937942837805
SUPT3H,0.006315954529678565,0.006315954529678565
GPD1L,0.0062651026714806955,0.0062651026714806955
ACOT7,-0.006253860598348092,0.006253860598348092
RNF112,-0.006239186227465846,0.006239186227465846
AC010319.3,-0.006235608386732798,0.006235608386732798
TREML1,-0.006228820309646362,0.006228820309646362
CCDC9B,-0.006199523346586971,0.006199523346586971
RN7SL767P,-0.00609911711058727,0.00609911711058727
DKK3,-0.0060959642459858035,0.0060959642459858035
CCS,-0.006095947935115972,0.006095947935115972
LINC01141,-0.006083322167950623,0.006083322167950623
ZFYVE28,-0.00606152621943175,0.00606152621943175
PTPN4,0.0060572165055953284,0.0060572165055953284
TSGA10,0.0060384713697159455,0.0060384713697159455
SLC35E3,-0.0060350591464355795,0.0060350591464355795
AL023284.4,-0.005990290188595288,0.005990290188595288
NAT16,0.00596199484160202,0.00596199484160202
DCAF10,0.0059596653769521096,0.0059596653769521096
BLACAT1,-0.0059522474562468865,0.0059522474562468865
TAS2R14,-0.005908510459371822,0.005908510459371822
AC008525.1,-0.0059075298355283235,0.0059075298355283235
TSPAN13,-0.00588720777906338,0.00588720777906338
PPCDC,-0.005871265948107546,0.005871265948107546
ITGA2B,-0.005865934464891597,0.005865934464891597
AC131009.1,-0.0058617450253387795,0.0058617450253387795
AL078621.2,-0.00585408980034767,0.00585408980034767
SPP1,-0.005850661694908362,0.005850661694908362
CCL4,0.005807688983855768,0.005807688983855768
NUS1P1,0.005799072074832154,0.005799072074832154
SLC40A1,0.0057867550086305,0.0057867550086305
CRIM1-DT,-0.0057804598275191495,0.0057804598275191495
LMNTD1,0.005770908048147532,0.005770908048147532
DUSP14,-0.005747096643158015,0.005747096643158015
SMAP1,0.005743863245391049,0.005743863245391049
PTRH2,-0.005740184157843125,0.005740184157843125
ATP11B,0.005738606530515529,0.005738606530515529
RPL10P13,0.005705751049104855,0.005705751049104855
AC105942.1,-0.005678573754317808,0.005678573754317808
HTR7P1,0.00566925628941496,0.00566925628941496
KANSL1-AS1,-0.005663699559875313,0.005663699559875313
AC012213.4,-0.005662003069402333,0.005662003069402333
AC083837.1,-0.005636086689219953,0.005636086689219953
AC139769.1,-0.005619680812763469,0.005619680812763469
C1orf162,-0.005576281307850416,0.005576281307850416
ARL2,-0.005574020450410278,0.005574020450410278
COA3,-0.005572506657854065,0.005572506657854065
AC005479.2,-0.005571292287019229,0.005571292287019229
FRMPD1,0.005534569866663589,0.005534569866663589
AC004687.1,-0.005530565194948124,0.005530565194948124
GTF2IP4,0.00552537478785577,0.00552537478785577
LRRFIP1P1,0.005520452891841285,0.005520452891841285
HNRNPA3P12,0.005512393890275577,0.005512393890275577
VAPB,0.005507652307103028,0.005507652307103028
RPS3AP20,0.0054975835197862855,0.0054975835197862855
FKBP1B,-0.005480071573507511,0.005480071573507511
PFDN1,-0.005478579028155147,0.005478579028155147
HCAR1,0.005473736137528343,0.005473736137528343
IDS,0.0054604497885112225,0.0054604497885112225
Z68871.1,0.005446258519495057,0.005446258519495057
SESN3,-0.005429406642456822,0.005429406642456822
EEF1A1P4,-0.005425701208377385,0.005425701208377385
AC083829.1,0.005424442364249595,0.005424442364249595
AC068057.2,-0.005406716025633665,0.005406716025633665
AC132872.1,-0.005392709047891557,0.005392709047891557
RPS3AP18,0.0053891767666720165,0.0053891767666720165
RPS26P28,0.005370131823903384,0.005370131823903384
AC099789.1,0.0053029912698826336,0.0053029912698826336
RIT2,0.005287188629025261,0.005287188629025261
ZMIZ1-AS1,-0.0052499098646133936,0.0052499098646133936
LIN7A,-0.005245158823118431,0.005245158823118431
HOXC13-AS,-0.0052259833242285,0.0052259833242285
FCRLB,-0.00521161387441137,0.00521161387441137
SLC47A1,0.00520713982470068,0.00520713982470068
LNX2,0.005171892792309979,0.005171892792309979
AP001282.2,0.0051531054487553695,0.0051531054487553695
AP001160.3,-0.005151607563314909,0.005151607563314909
FAM53C,0.005149354650989738,0.005149354650989738
RPL7P38,0.005121569283693049,0.005121569283693049
AP006545.2,0.005119792610446525,0.005119792610446525
PJVK,-0.005092276117520114,0.005092276117520114
LMO7,-0.005082633571546753,0.005082633571546753
AC009097.2,0.005079444316120117,0.005079444316120117
HAGH,-0.005058843435987291,0.005058843435987291
B4GALT7,-0.005046209417437837,0.005046209417437837
TSPAN4,-0.005018976297722898,0.005018976297722898
AC093734.1,-0.00501156146160638,0.00501156146160638
LMO1,-0.005006296656070201,0.005006296656070201
RPS3AP51,0.004987193914998274,0.004987193914998274
SLC18B1,0.004971546384007777,0.004971546384007777
PCSK2,-0.004952131875509171,0.004952131875509171
GIPR,-0.004950504847256525,0.004950504847256525
HOXC-AS2,-0.004936729181113772,0.004936729181113772
THAP7-AS1,0.004927222343491464,0.004927222343491464
PFDN2,-0.004895572477666044,0.004895572477666044
RAC1P4,0.0048942034254747,0.0048942034254747
COX7A2P2,0.004875294738716377,0.004875294738716377
LGI2,-0.004864950590945299,0.004864950590945299
PPIAP4,-0.004863821046451068,0.004863821046451068
MPI,-0.004844582146692612,0.004844582146692612
SHLD2,0.004836374721651155,0.004836374721651155
ELN-AS1,-0.0047852427180092045,0.0047852427180092045
MIR4458HG,0.004778947294715897,0.004778947294715897
RPS3AP21,0.004775834473353826,0.004775834473353826
ZNF436-AS1,-0.0047683417400018035,0.0047683417400018035
G6PC3,-0.004760610844232998,0.004760610844232998
ROM1,-0.004754543717699819,0.004754543717699819
CXorf56,0.0047492517546887025,0.0047492517546887025
RNF167,-0.004743539105005182,0.004743539105005182
LINC02328,-0.004739856566927396,0.004739856566927396
IMMP2L,-0.004719362113364589,0.004719362113364589
EEF1A1P10,-0.004714991028712582,0.004714991028712582
UNC119B,0.004714938549560084,0.004714938549560084
HOXD4,-0.004711567349693405,0.004711567349693405
RAD51D,-0.004703949023556872,0.004703949023556872
NCMAP,0.004697911998471383,0.004697911998471383
CD83,-0.004687004955028981,0.004687004955028981
SLC9A3R2,-0.004685318254365262,0.004685318254365262
PSMB6,-0.004669731521557284,0.004669731521557284
RNU7-154P,0.004663959609575297,0.004663959609575297
AL353691.1,0.004659106239668413,0.004659106239668413
AC091965.1,0.00465808889748613,0.00465808889748613
AC073508.3,-0.004657786594375685,0.004657786594375685
AP000223.1,-0.004656567595466042,0.004656567595466042
AC099681.1,-0.0046458616910797675,0.0046458616910797675
EIF3J-DT,-0.004628060568786617,0.004628060568786617
AL353151.1,0.0046159014799434005,0.0046159014799434005
HMX1,-0.004598625031382891,0.004598625031382891
AL359711.2,-0.004597794301284625,0.004597794301284625
LINC00951,-0.004590631992762611,0.004590631992762611
AGAP2-AS1,-0.004590002602652044,0.004590002602652044
AL451050.2,0.004578681076290784,0.004578681076290784
HSPB1,0.004558960711264283,0.004558960711264283
VPS13B-DT,-0.004554733454793739,0.004554733454793739
ONECUT2,-0.0045513317261347,0.0045513317261347
TFAP2A-AS1,0.0045409786766433145,0.0045409786766433145
KRT10,-0.0044844969347315865,0.0044844969347315865
GPR89A,-0.004483045509485409,0.004483045509485409
PF4,-0.004481827213127777,0.004481827213127777
RENBP,-0.00447651635532898,0.00447651635532898
TSFM,-0.0044744079075536725,0.0044744079075536725
RPP25,0.004468756770034861,0.004468756770034861
GAPDHP44,-0.004468692240883955,0.004468692240883955
MRPL28,-0.004462644485073132,0.004462644485073132
AC011468.5,-0.00444419332812261,0.00444419332812261
AL592293.1,-0.004432135674357976,0.004432135674357976
DLG5-AS1,0.004418069221046798,0.004418069221046798
NAGLU,-0.004415431184548652,0.004415431184548652
C11orf96,0.00441404813646251,0.00441404813646251
GPR89B,-0.00439853564524601,0.00439853564524601
RPSAP11,0.0043835807923694875,0.0043835807923694875
FAM174A,-0.00438346744734157,0.00438346744734157
PPARG,-0.004382104287874782,0.004382104287874782
RHOU,0.004362281316501899,0.004362281316501899
AC016065.1,-0.004356087510637546,0.004356087510637546
ING2,-0.004326068251310134,0.004326068251310134
TMUB2,-0.004325935647202639,0.004325935647202639
AC040977.1,-0.004316710477908373,0.004316710477908373
GNL3L,0.004316564656073084,0.004316564656073084
SORCS3,-0.004310350813761814,0.004310350813761814
WFDC2,-0.004302099151962172,0.004302099151962172
CRYBB2P1,-0.004274071517871204,0.004274071517871204
LINC00706,-0.004264556621542098,0.004264556621542098
AL137024.1,-0.004260821837070002,0.004260821837070002
STX17,0.004250508087551506,0.004250508087551506
MIR659,-0.004237740386005372,0.004237740386005372
FKBP9P1,-0.004219597196109071,0.004219597196109071
ZSCAN5A,0.004212539076096791,0.004212539076096791
RNU7-160P,0.004196883769961777,0.004196883769961777
AL451081.2,-0.004191122358287929,0.004191122358287929
TMEM99,-0.004181327614977522,0.004181327614977522
TMEM80,-0.004165617417523572,0.004165617417523572
AC006122.1,0.004148162809325253,0.004148162809325253
ZNF396,0.0041440727590670795,0.0041440727590670795
MRPS6,-0.004113883290126872,0.004113883290126872
XPOT,0.004101749832409128,0.004101749832409128
RAB5C,-0.004094634083478228,0.004094634083478228
MSC-AS1,-0.0040836562205967,0.0040836562205967
AC006249.1,-0.0040624146489138405,0.0040624146489138405
MPDU1,-0.004056133151218686,0.004056133151218686
EGR3,-0.0040551478386532305,0.0040551478386532305
C8orf58,-0.004046729177213398,0.004046729177213398
AC009955.4,0.0040380351325125016,0.0040380351325125016
EIF2AK3,0.0039970919180014886,0.0039970919180014886
VWC2L,0.0039950704137062375,0.0039950704137062375
RCCD1,-0.003983669669935105,0.003983669669935105
GJA3,0.003969647256146838,0.003969647256146838
SNRPA1,-0.003948237588671203,0.003948237588671203
RPS5P3,-0.003945150448414478,0.003945150448414478
SIL1,-0.003936526255453431,0.003936526255453431
SUMO2P19,-0.003936073213028921,0.003936073213028921
AL353705.3,-0.0038989164690613988,0.0038989164690613988
AL138831.1,-0.0038604950578682677,0.0038604950578682677
SH2D5,0.0038388822729429335,0.0038388822729429335
PTGDS,-0.0038277687987038848,0.0038277687987038848
FAM169A,0.003821898253765557,0.003821898253765557
STMN2,-0.003805892340184135,0.003805892340184135
CTDNEP1,-0.0037867310762231725,0.0037867310762231725
GDI2P2,0.0037753861214971166,0.0037753861214971166
RNASEK,-0.0037488258959701448,0.0037488258959701448
LINC01529,0.0037458033015371926,0.0037458033015371926
TRIL,0.00374302916533406,0.00374302916533406
AL109766.1,0.0037405640695648834,0.0037405640695648834
AC113361.1,-0.0037389747915346832,0.0037389747915346832
MIR221,-0.0037316423379883767,0.0037316423379883767
LYPLA1P3,0.0037269460313498317,0.0037269460313498317
AL031710.2,0.003712064104797585,0.003712064104797585
EEF1AKMT3,-0.0037110813401319614,0.0037110813401319614
CNPY3,-0.003708573839666062,0.003708573839666062
NUTM2A-AS1,-0.0037077283638253617,0.0037077283638253617
GOLPH3L,0.0037030503181852267,0.0037030503181852267
BX322639.1,-0.0036952320927061055,0.0036952320927061055
PAPPA-AS2,-0.0036918672924018234,0.0036918672924018234
RCAN1,0.003681388624454808,0.003681388624454808
B3GAT3,-0.0036617429224158247,0.0036617429224158247
TMEM143,-0.003658141455882766,0.003658141455882766
TBC1D15,-0.003653668441368348,0.003653668441368348
RGMB-AS1,-0.003643220187811463,0.003643220187811463
MRPL36,-0.0036423153596906173,0.0036423153596906173
AC016876.1,-0.003618558382442162,0.003618558382442162
PSMD9,-0.0036138818568777153,0.0036138818568777153
SCARB1,0.003604975813009298,0.003604975813009298
CACNA1A,0.003583709516794925,0.003583709516794925
