Feature,Coefficient,Importance
DISC1,0.003569083075640222,0.003569083075640222
YBEY,-0.0035564933449932787,0.0035564933449932787
AC022795.1,0.003552103128972273,0.003552103128972273
LINC02356,-0.0035410654603733,0.0035410654603733
TNFSF9,0.003523856370308307,0.003523856370308307
RPL41P1,0.0035176887068333307,0.0035176887068333307
RNU6-689P,-0.0035000069160828376,0.0035000069160828376
ATP1B3P1,-0.003499743511612331,0.003499743511612331
AL353807.5,-0.0034788384856121943,0.0034788384856121943
TFAP2A,-0.0034786871344470675,0.0034786871344470675
SCRN2,-0.0034766883733565192,0.0034766883733565192
POLR1E,0.003467039742525048,0.003467039742525048
AP002784.1,-0.0034394205180115966,0.0034394205180115966
ITGA6-AS1,-0.0034368689623163013,0.0034368689623163013
TIMP2,-0.003432909587614736,0.003432909587614736
AC108673.3,-0.0034271396478785096,0.0034271396478785096
RPGRIP1L,0.0034232510697051067,0.0034232510697051067
AL445985.1,0.0034159982035123037,0.0034159982035123037
EEF1A1P6,-0.00341510525743389,0.00341510525743389
ORMDL2,-0.003411453630446238,0.003411453630446238
HOXD10,-0.0034086001525382,0.0034086001525382
LYPLAL1-DT,0.003400502905502964,0.003400502905502964
RPL15P5,0.003394235008802086,0.003394235008802086
AC097372.2,0.0033920431863066662,0.0033920431863066662
LINC02391,-0.003390586543299064,0.003390586543299064
RHBDL2,-0.003387657929080078,0.003387657929080078
RPL9P28,0.003382649162209763,0.003382649162209763
C6orf226,-0.00337201080984802,0.00337201080984802
EEF1A1P24,-0.0033576760047239235,0.0033576760047239235
PPP1R3D,0.003355534691373032,0.003355534691373032
AC104024.4,-0.003338528894720369,0.003338528894720369
EEF1A1P13,-0.0033369293685090403,0.0033369293685090403
RN7SL832P,-0.003324983155410498,0.003324983155410498
RNU6-476P,-0.003308996885645488,0.003308996885645488
RNF182,-0.0032964131054317434,0.0032964131054317434
PRR13,-0.00328999135593052,0.00328999135593052
MTND4LP30,0.0032719931924021493,0.0032719931924021493
HOTAIR,-0.0032674489590882438,0.0032674489590882438
PLPP5,-0.003265460896257858,0.003265460896257858
NOA1,0.0032326832067814553,0.0032326832067814553
ZNF148,0.00323056422759128,0.00323056422759128
RRAD,0.0032293511927016317,0.0032293511927016317
TMEM42,-0.003227359051159942,0.003227359051159942
DUSP1,-0.0032173978056963563,0.0032173978056963563
DSTNP3,-0.0032149320628839834,0.0032149320628839834
PYM1,-0.0031946791934203776,0.0031946791934203776
UBA6-AS1,-0.003194112691306872,0.003194112691306872
INHA,0.003194042804023523,0.003194042804023523
GALE,-0.003191018054791571,0.003191018054791571
RPL12P10,0.003187892516187773,0.003187892516187773
NEUROD2,-0.003166294662263338,0.003166294662263338
EIF4BP3,0.0031566912660916857,0.0031566912660916857
AC091825.3,-0.0031480861926517093,0.0031480861926517093
LINC01353,-0.0031377639668486736,0.0031377639668486736
AC092645.2,0.0031344026316233345,0.0031344026316233345
SNORA3B,-0.0031201987907259294,0.0031201987907259294
KCNH1-IT1,-0.00311365333985576,0.00311365333985576
YWHAH,0.003102682048525429,0.003102682048525429
AC006512.1,-0.0030947488025834615,0.0030947488025834615
ASB16-AS1,-0.0030943026660403407,0.0030943026660403407
PARTICL,-0.003091044254710027,0.003091044254710027
SNHG18,0.003089222297919294,0.003089222297919294
RPL10P8,0.003088420563998898,0.003088420563998898
AC091390.2,-0.003071592646258093,0.003071592646258093
CBX3P9,0.0030664170413551295,0.0030664170413551295
PLCD4,-0.003063680954147994,0.003063680954147994
SPRYD4,-0.0030604707232402125,0.0030604707232402125
RPS3AP43,0.003053613666372579,0.003053613666372579
RAB30-DT,-0.00304435808176344,0.00304435808176344
FP671120.9,0.0030290657640636076,0.0030290657640636076
ZNF280C,0.003010151428010262,0.003010151428010262
AC079174.2,0.002997357636185927,0.002997357636185927
TBL1XR1,0.0029936845854863048,0.0029936845854863048
HOXC10,-0.0029930845812586185,0.0029930845812586185
CRNDE,-0.002987039650245884,0.002987039650245884
AC010999.2,0.0029745172116091016,0.0029745172116091016
SHISA5,-0.002959251317829963,0.002959251317829963
MYLK-AS1,0.002957514891937694,0.002957514891937694
AC009549.1,-0.0029546790869443037,0.0029546790869443037
NSMCE1,0.0029343018768975973,0.0029343018768975973
HSD3B7,-0.00292130753344485,0.00292130753344485
SLC43A1,0.0029047955313429535,0.0029047955313429535
SH3BP1,-0.0028989047740814564,0.0028989047740814564
RPSAP70,0.002891682910262733,0.002891682910262733
HYLS1,0.0028846162563473587,0.0028846162563473587
SERGEF,0.002870471640945434,0.002870471640945434
TADA2B,0.002868010445049732,0.002868010445049732
ZDHHC20,0.0028559711769542847,0.0028559711769542847
MT1P1,0.002824941709529667,0.002824941709529667
HOXB2,0.0028156760988257705,0.0028156760988257705
AC025162.2,-0.0028088360695294693,0.0028088360695294693
CLVS2,-0.002804867649671682,0.002804867649671682
GSTT2,-0.002804170228136996,0.002804170228136996
CADM3,-0.00280259917899758,0.00280259917899758
PDE6B,0.002797869160423457,0.002797869160423457
ARPC3P2,-0.0027927250699313778,0.0027927250699313778
BHLHE40,-0.002781539874983245,0.002781539874983245
TPMT,-0.0027798518232876545,0.0027798518232876545
HOXD9,0.0027756020813398735,0.0027756020813398735
PRDX6-AS1,-0.0027745700191157702,0.0027745700191157702
RPL23AP3,0.0027625876970255705,0.0027625876970255705
MARCHF9,-0.002751639476052185,0.002751639476052185
AC068338.3,0.0027493470585618035,0.0027493470585618035
AC016546.1,0.002738259518279874,0.002738259518279874
EEF1A1P9,-0.002736167949073906,0.002736167949073906
SNRPGP14,0.0027142924359825475,0.0027142924359825475
NUP133,0.002713898729844919,0.002713898729844919
TCF7L2,-0.002712455742039364,0.002712455742039364
VKORC1,-0.0027101038362182953,0.0027101038362182953
ADA2,0.0026952782942600622,0.0026952782942600622
FAHD2A,-0.0026869298400121044,0.0026869298400121044
LINC01750,0.0026633588964100918,0.0026633588964100918
MIR7111,-0.0026553912354983344,0.0026553912354983344
CASC2,0.002649825512826587,0.002649825512826587
MIR22HG,-0.0026413382951199545,0.0026413382951199545
AP3S1,-0.002622756201421997,0.002622756201421997
AL158151.4,-0.0026193958016097283,0.0026193958016097283
BLOC1S4,-0.002614672654223075,0.002614672654223075
DOCK9-DT,0.002611393300784846,0.002611393300784846
EEF1A1P8,0.00260785356159245,0.00260785356159245
ZNF521,0.0025953725386801997,0.0025953725386801997
AC099681.2,-0.0025810564074503634,0.0025810564074503634
RAB1C,0.0025771222256085573,0.0025771222256085573
GDI2,0.002576679768419883,0.002576679768419883
XPO4,0.0025705830864797283,0.0025705830864797283
AL158825.2,0.002549935696769468,0.002549935696769468
AL021154.1,-0.002546569399342783,0.002546569399342783
EPHB2,-0.00254416347380101,0.00254416347380101
CCL3,0.002538602488404301,0.002538602488404301
MIR124-1HG,-0.002537324671886582,0.002537324671886582
SLC17A9,0.002536526724955564,0.002536526724955564
LINC01563,0.002528895616794927,0.002528895616794927
FADS3,-0.0025188641208632612,0.0025188641208632612
HOXB5,-0.0024997905575796097,0.0024997905575796097
LRP6,0.0024968319323509353,0.0024968319323509353
CYP27B1,-0.0024904833527940097,0.0024904833527940097
AC091685.2,0.0024825127372141995,0.0024825127372141995
LINC01431,0.002473402597455078,0.002473402597455078
RPL7AP53,0.002471874304604575,0.002471874304604575
ZBTB8OS,-0.0024617100836616056,0.0024617100836616056
EEF1A1P29,-0.002459271347272927,0.002459271347272927
AC046143.2,-0.0024545518807135066,0.0024545518807135066
RGS16,-0.0024517012071745533,0.0024517012071745533
AC009878.1,-0.00244827383100597,0.00244827383100597
KIF1C-AS1,-0.002434475165983638,0.002434475165983638
ASH1L-AS1,-0.0024110264390138194,0.0024110264390138194
AC012618.3,0.0024008658785169626,0.0024008658785169626
STARD7-AS1,0.002341409351378062,0.002341409351378062
AC005534.1,0.00234095384469336,0.00234095384469336
ENO2,0.00233759585563125,0.00233759585563125
TTC4,-0.0023111406200767137,0.0023111406200767137
AL117328.1,0.0023017391076419103,0.0023017391076419103
B3GAT1-DT,-0.002300024516994119,0.002300024516994119
GCFC2,0.0022996323642950635,0.0022996323642950635
AC092814.2,-0.002283609132535645,0.002283609132535645
FP236383.7,-0.002269848217899833,0.002269848217899833
ARSA,-0.002267180373478289,0.002267180373478289
AC084117.1,0.002250043301725013,0.002250043301725013
ABRAXAS1,0.002238196517486287,0.002238196517486287
RNA5SP246,0.002233285541725629,0.002233285541725629
LINC02182,-0.0022244041185989103,0.0022244041185989103
CYP51A1P2,-0.0022221358009593003,0.0022221358009593003
CRELD2,-0.00221922592683916,0.00221922592683916
WBP2,-0.002218126378325943,0.002218126378325943
ALG10,0.0022178548336760995,0.0022178548336760995
NDUFS6,-0.002217672954212734,0.002217672954212734
TMEM138,-0.002217029181320045,0.002217029181320045
DCST1-AS1,0.002212193662440129,0.002212193662440129
TRPT1,0.002211743533707137,0.002211743533707137
VWA8,0.002200577189884591,0.002200577189884591
RPL35AP8,0.002192735149148242,0.002192735149148242
AP002840.2,0.002189110964846104,0.002189110964846104
TRAPPC4,-0.002174569655079018,0.002174569655079018
COMMD4,-0.002171060419202982,0.002171060419202982
AC105345.1,0.002166184305724235,0.002166184305724235
HMGA1P8,0.002161839756737131,0.002161839756737131
AC083805.2,-0.002154890847841689,0.002154890847841689
AC016876.3,-0.002144546737153227,0.002144546737153227
ETFB,-0.0021379881671173507,0.0021379881671173507
ZNF562,0.0021299883225428685,0.0021299883225428685
BX470102.1,-0.002110930552579431,0.002110930552579431
AC092718.5,0.0021057804157830107,0.0021057804157830107
MOCS3,0.0021035613671007837,0.0021035613671007837
CCN1,0.0020958207352741462,0.0020958207352741462
AC004069.1,0.0020949129144239875,0.0020949129144239875
AP003465.1,-0.002093026369212408,0.002093026369212408
TVP23A,-0.0020877142383573894,0.0020877142383573894
MAP7D3,0.0020841452484624675,0.0020841452484624675
NAGK,-0.0020839978205000787,0.0020839978205000787
PINX1,-0.002081376575223791,0.002081376575223791
AL357515.1,0.0020780793115256335,0.0020780793115256335
AL158151.2,-0.0020678164655675187,0.0020678164655675187
HOXC11,0.0020670741636590493,0.0020670741636590493
MTND5P11,0.002055271500195284,0.002055271500195284
ATP5IF1,-0.0020547879417691004,0.0020547879417691004
HOXB-AS1,-0.002052416396949217,0.002052416396949217
RPL10P5,0.002037869596303994,0.002037869596303994
MSRA,-0.0020087079009389053,0.0020087079009389053
CD27-AS1,0.002007452169041253,0.002007452169041253
RLIM,0.0019994328534877273,0.0019994328534877273
RASSF1,-0.0019898199782787556,0.0019898199782787556
LY6G5C,-0.0019823881258791104,0.0019823881258791104
PISD,-0.001976097613539975,0.001976097613539975
EEF1A1P7,0.001970953450632258,0.001970953450632258
AC067852.2,-0.0019577888745857725,0.0019577888745857725
ROGDI,0.0019553018227150333,0.0019553018227150333
SEMA4B,-0.0019505151576307733,0.0019505151576307733
ARPC1A,-0.001938554014126611,0.001938554014126611
ST6GALNAC4P1,0.0019362097279787397,0.0019362097279787397
MTMR14,-0.0019305393691679024,0.0019305393691679024
EBLN3P,0.0019215778620087932,0.0019215778620087932
OLFM1,0.0019154795906273973,0.0019154795906273973
AC073136.1,0.0019119290413493182,0.0019119290413493182
HSPA8P1,0.0018880135089238076,0.0018880135089238076
RPS11P7,-0.0018700118667176445,0.0018700118667176445
AC006511.3,0.0018655818086975775,0.0018655818086975775
TCTA,-0.0018525246640665911,0.0018525246640665911
EEF1A1P25,-0.0018455837841355291,0.0018455837841355291
DHRS1,-0.0018441232595930777,0.0018441232595930777
AC127024.6,0.0018314289867116319,0.0018314289867116319
PIK3C3,-0.0018295898527460573,0.0018295898527460573
RPS23P1,0.0018286428920838084,0.0018286428920838084
ITGA4,0.0018174865310605444,0.0018174865310605444
AC010654.1,-0.001810176278450208,0.001810176278450208
PLK5,0.0018053521360017826,0.0018053521360017826
ZSWIM7,-0.0018035418242120192,0.0018035418242120192
VMP1,-0.0017974554865038898,0.0017974554865038898
BTG2,0.0017806551188994768,0.0017806551188994768
MPV17,0.001763785795181942,0.001763785795181942
AC068338.2,0.0017623016589684412,0.0017623016589684412
AL353807.3,-0.0017408343880547616,0.0017408343880547616
EEF1A1P14,-0.0017336418638293828,0.0017336418638293828
ZFX,-0.001731032648864248,0.001731032648864248
AC106052.1,-0.0017294119043042753,0.0017294119043042753
AC005696.3,-0.0017280385324162334,0.0017280385324162334
AC100854.1,-0.0017263492641750857,0.0017263492641750857
GFRA1,0.0017253427394125572,0.0017253427394125572
RPL12P8,-0.0017197071883509364,0.0017197071883509364
NDN,0.0017090452534051393,0.0017090452534051393
AL021408.1,0.001705127390737871,0.001705127390737871
WASHC3,-0.0017013898236623234,0.0017013898236623234
TMEM88,0.001695433394658843,0.001695433394658843
AC008147.3,0.0016873576857121561,0.0016873576857121561
VEGFB,-0.001685551749638064,0.001685551749638064
RPSAP46,0.0016814183723977982,0.0016814183723977982
HARBI1,0.0016809813796202825,0.0016809813796202825
EDN1,0.0016756444426695208,0.0016756444426695208
ZNF350-AS1,-0.0016657730989685959,0.0016657730989685959
MIER1,-0.0016645709002111088,0.0016645709002111088
AC010624.2,-0.0016546251579378217,0.0016546251579378217
DYNC2H1,0.0016545064143580345,0.0016545064143580345
MXRA5,-0.0016454505524135933,0.0016454505524135933
RPL7P44,0.0016397716367461093,0.0016397716367461093
LEMD3,-0.0016338035364196067,0.0016338035364196067
AC087491.1,-0.0016325505748984858,0.0016325505748984858
XKR4,0.0016133172467840198,0.0016133172467840198
AC007318.1,-0.0016073994585262459,0.0016073994585262459
TRAPPC8,0.0016057043156766418,0.0016057043156766418
ITGAX,0.00159412009351181,0.00159412009351181
YAP1,0.0015938135627469553,0.0015938135627469553
AL136304.1,-0.0015881570370240114,0.0015881570370240114
TBC1D30,-0.0015728922610412511,0.0015728922610412511
AC068888.1,-0.0015722870928206512,0.0015722870928206512
EEF1A1P33,0.0015721475216081398,0.0015721475216081398
AC025211.1,0.0015686155815883144,0.0015686155815883144
ANAPC15,-0.0015650124508352222,0.0015650124508352222
TALDO1,0.0015548286930110989,0.0015548286930110989
AL354919.2,-0.0015437438307025623,0.0015437438307025623
AC026471.6,-0.0015403568370216281,0.0015403568370216281
TMEM64,0.001529092672034558,0.001529092672034558
AP001086.1,0.001498150097875044,0.001498150097875044
RPS12P23,0.0014923980540142785,0.0014923980540142785
TNFSF12,0.0014871716747153047,0.0014871716747153047
NINJ1,0.0014865950841874388,0.0014865950841874388
RPL10P4,0.001486079483839518,0.001486079483839518
MIR4420,0.0014813311698035707,0.0014813311698035707
AC097537.1,-0.001471781875362708,0.001471781875362708
HBP1,0.0014643103633789514,0.0014643103633789514
HPCAL1,0.0014604858005673443,0.0014604858005673443
RSPRY1,0.00145597984294186,0.00145597984294186
GADD45B,-0.0014472379373993158,0.0014472379373993158
CDC73,0.0014450898349958217,0.0014450898349958217
ZFHX2-AS1,0.0014330356367612514,0.0014330356367612514
RNA5SP474,0.001428489094014532,0.001428489094014532
ASXL2,0.0014237374899969553,0.0014237374899969553
PPM1J,-0.0014190274100627032,0.0014190274100627032
AL731533.2,0.0014183069992375413,0.0014183069992375413
HCG27,0.001416299380611481,0.001416299380611481
RDM1,-0.001413645410841468,0.001413645410841468
ROBO3,-0.0014042858553427926,0.0014042858553427926
AC002542.6,-0.0013989786318904388,0.0013989786318904388
HAUS7,0.0013931808634316508,0.0013931808634316508
CDKN1A,-0.0013877137672181536,0.0013877137672181536
RAB3GAP2,0.0013376077797670992,0.0013376077797670992
SASH1,0.001336387753213869,0.001336387753213869
CORO7,-0.0013245619854882688,0.0013245619854882688
SNORA38B,-0.001315591524731067,0.001315591524731067
AFDN-DT,-0.0013033395323963227,0.0013033395323963227
AC012368.1,0.0012998489289034554,0.0012998489289034554
KDM5A,0.0012915038833506848,0.0012915038833506848
LINC02352,-0.0012794809105765993,0.0012794809105765993
AC010359.2,0.0012771345778026899,0.0012771345778026899
CD81,-0.0012758509421036761,0.0012758509421036761
LINC02245,-0.0012724111481301438,0.0012724111481301438
SEC24B,0.0012656282299792967,0.0012656282299792967
AC092835.1,-0.001259986209351212,0.001259986209351212
MIR6746,-0.0012556824201620277,0.0012556824201620277
APOC2,0.0012515363128047577,0.0012515363128047577
FECH,-0.0012512774793134256,0.0012512774793134256
EIF4BP7,-0.001248299456330296,0.001248299456330296
RBM43,0.0012221825989999014,0.0012221825989999014
ERMP1,-0.0012067501888782402,0.0012067501888782402
AC107464.2,0.001204781049426926,0.001204781049426926
GCKR,0.0012002580893765054,0.0012002580893765054
CHMP3,0.0011893508936842193,0.0011893508936842193
AL031985.2,0.0011715066827985867,0.0011715066827985867
COX17,-0.001164783243725617,0.001164783243725617
TRAPPC1,-0.0011526882068862128,0.0011526882068862128
VPS33B,-0.0011479643379537546,0.0011479643379537546
SRRM4,-0.001143920569155043,0.001143920569155043
GRK4,0.0011395803206495805,0.0011395803206495805
NCOA4,0.00113918045277733,0.00113918045277733
NIT1,-0.0011371235445778352,0.0011371235445778352
TBX5,-0.0011362437417482226,0.0011362437417482226
LPCAT4,0.001117517143510589,0.001117517143510589
RBFOX1,0.0010680319053758837,0.0010680319053758837
SCARNA20,-0.0010647542109071153,0.0010647542109071153
AL035587.2,-0.0010572598931471466,0.0010572598931471466
PLPP4,-0.0010560947629620347,0.0010560947629620347
PCDH10,0.001055286690133397,0.001055286690133397
AC116913.1,-0.0010238448035091406,0.0010238448035091406
DNAJA1P3,-0.0010113100977422592,0.0010113100977422592
ZFP36,0.0010054885830347287,0.0010054885830347287
SEPTIN7P7,-0.0010025561674784646,0.0010025561674784646
THOC6,-0.0009986017747617515,0.0009986017747617515
UNC5B-AS1,0.00097859668167493,0.00097859668167493
RPS3AP13,0.0009717287528719008,0.0009717287528719008
USP6NL,0.0009712664661161653,0.0009712664661161653
LAMTOR2,-0.0009691147741448473,0.0009691147741448473
PRKD3,0.000961416010988333,0.000961416010988333
AC023509.3,-0.0009361763121528267,0.0009361763121528267
AC012442.2,-0.0009345767937976558,0.0009345767937976558
VAMP7,0.0009309211490549825,0.0009309211490549825
RNF215,0.0009128098633138871,0.0009128098633138871
AC002059.1,0.0008980290086636408,0.0008980290086636408
NME4,0.000877648921492915,0.000877648921492915
EEF1A1P38,0.0008572273133564316,0.0008572273133564316
GPNMB,0.0008331443254243018,0.0008331443254243018
KDM6A,-0.0008275819115824329,0.0008275819115824329
TBX5-AS1,-0.000818226641954595,0.000818226641954595
RSL24D1P1,0.0008170852619869659,0.0008170852619869659
CLEC18B,-0.0008166257300862331,0.0008166257300862331
RPL13AP3,0.0008148121156002094,0.0008148121156002094
RPL13AP7,-0.0007966107103973459,0.0007966107103973459
ABCC4,0.0007892907946420784,0.0007892907946420784
TMEM150A,-0.0007857698725863391,0.0007857698725863391
GPR1,-0.000782471628717111,0.000782471628717111
FAM217B,0.0007811683953472371,0.0007811683953472371
TRIM54,-0.0007741639264560782,0.0007741639264560782
RASAL2-AS1,0.000772880774281835,0.000772880774281835
AC090204.1,-0.0007685529175145328,0.0007685529175145328
ZNF426,0.0007641826281681336,0.0007641826281681336
AC090772.4,0.0007511462745763539,0.0007511462745763539
AL008729.1,0.0007396457231279294,0.0007396457231279294
CDH8,-0.0007293615084626645,0.0007293615084626645
AC097382.3,-0.0007291362201140904,0.0007291362201140904
CFL1,0.0007183148817226183,0.0007183148817226183
CMTM2,-0.0007068679086527018,0.0007068679086527018
RPL3P9,-0.0007041190086618926,0.0007041190086618926
CFL1P5,-0.0007031807394747341,0.0007031807394747341
MICAL1,0.000698423493220304,0.000698423493220304
AC243960.2,-0.0006926673313328727,0.0006926673313328727
ULK2,0.0006909765781246101,0.0006909765781246101
EEF1A1P12,0.0006802283323988822,0.0006802283323988822
LINC01503,-0.0006767428045525119,0.0006767428045525119
AC087742.1,0.0006755557390118183,0.0006755557390118183
AC069236.1,0.0006731945501130823,0.0006731945501130823
ENTPD3-AS1,-0.0006666113319686271,0.0006666113319686271
IER2,-0.0006568538422472583,0.0006568538422472583
CCDC171,0.0006449182599473323,0.0006449182599473323
AC093270.1,0.0006422657367205678,0.0006422657367205678
SNORD91A,0.0006353212146221147,0.0006353212146221147
EEF1A1P22,-0.0006316247723769195,0.0006316247723769195
AL138955.1,-0.0006265567646604364,0.0006265567646604364
CCNH,-0.0006167955085676627,0.0006167955085676627
RIMBP2,-0.0006143762462901727,0.0006143762462901727
ANKRD35,-0.0006089502164106915,0.0006089502164106915
EEF1A1P28,-0.0005944198724234204,0.0005944198724234204
MTATP8P2,0.0005792780358067422,0.0005792780358067422
PRPH,0.0005462430096528511,0.0005462430096528511
DCAF12,0.000534369308156862,0.000534369308156862
AC127002.1,0.0005323270864742711,0.0005323270864742711
NDUFAF3,0.0005312385059459473,0.0005312385059459473
AC136475.2,-0.0005235501853089484,0.0005235501853089484
PLK3,-0.000517126398980452,0.000517126398980452
ATP1B3,0.0005067084474729164,0.0005067084474729164
ACRV1,-0.0005054244833753092,0.0005054244833753092
ARPC3P4,0.0004979901702043564,0.0004979901702043564
HNRNPA1P50,-0.0004833790278655814,0.0004833790278655814
AC008429.1,-0.0004694406999442252,0.0004694406999442252
HNRNPCP4,-0.0004571712309167325,0.0004571712309167325
BX679664.1,-0.0004526858316234146,0.0004526858316234146
AL096701.4,-0.0004459242687250907,0.0004459242687250907
PSIP1P1,-0.0004423361046943853,0.0004423361046943853
AL353708.1,0.00043829692845429594,0.00043829692845429594
AL513175.2,-0.0004273241054482677,0.0004273241054482677
WDR35,-0.00042259667625347966,0.00042259667625347966
MIR6730,-0.00040970173616126,0.00040970173616126
FAM21EP,0.00040416954413612257,0.00040416954413612257
HNRNPA1P35,-0.00039931506229285666,0.00039931506229285666
NEUROD6,-0.00039663388633766697,0.00039663388633766697
MYOZ1,0.0003911949911242032,0.0003911949911242032
ZBTB33,-0.0003666317111448114,0.0003666317111448114
NUS1,0.00035759263033752523,0.00035759263033752523
MED10,0.00035173310200088177,0.00035173310200088177
RPUSD3,-0.0003487597262950518,0.0003487597262950518
IFNAR2,0.0003409847176868199,0.0003409847176868199
AC148477.1,0.0003398234341496491,0.0003398234341496491
TRNAU1AP,0.0003134692297512302,0.0003134692297512302
MAPK11,-0.00030848861120442387,0.00030848861120442387
BEST1,-0.00030117988279533856,0.00030117988279533856
AC092447.2,0.00025856206207902106,0.00025856206207902106
MUC20P1,0.00025356066536291326,0.00025356066536291326
EIF4BP6,0.00024633950127646374,0.00024633950127646374
ME3,0.00021764589390663432,0.00021764589390663432
SNORD99,0.00020203722579257275,0.00020203722579257275
AL162377.1,0.00019345562744712717,0.00019345562744712717
AL020997.2,0.00019074916369146136,0.00019074916369146136
ATE1,-0.00018072611144912877,0.00018072611144912877
CRNKL1,0.0001795315457343386,0.0001795315457343386
LITAF,-0.00017626910259515145,0.00017626910259515145
AL133338.2,0.00015972702997563176,0.00015972702997563176
NAA80,-0.00015739729983145625,0.00015739729983145625
BX293535.1,0.00014323761724869112,0.00014323761724869112
LINC01160,-0.00014026462082505477,0.00014026462082505477
AC015849.6,-0.00013717008761154155,0.00013717008761154155
LNCOG,-0.00012582887144044544,0.00012582887144044544
SMAD4,-0.00012472213104407388,0.00012472213104407388
GCC2,-0.00011878235337580236,0.00011878235337580236
HOXD11,-0.00010688203010853934,0.00010688203010853934
BTF3L4P1,0.0001021733586829721,0.0001021733586829721
IDE,9.853658945283526e-05,9.853658945283526e-05
AC104695.3,-8.499126944069044e-05,8.499126944069044e-05
SMIM29,-5.6211511603632445e-05,5.6211511603632445e-05
AC104619.3,-4.925902471853978e-05,4.925902471853978e-05
JUN,3.847319606643782e-05,3.847319606643782e-05
TM9SF2,2.6965482580180132e-05,2.6965482580180132e-05
NT5C,2.5923509893181702e-05,2.5923509893181702e-05
AC087623.2,-1.748890120712384e-05,1.748890120712384e-05
AC127070.1,1.7328602784582578e-05,1.7328602784582578e-05
RNF138,1.1120325216339307e-05,1.1120325216339307e-05
TMEM53,-1.5159884932230814e-06,1.5159884932230814e-06
