Feature,Coefficient_full_dataset,Abs_Coefficient_full_dataset,Coefficient_filtered_dataset,Abs_Coefficient_filtered_dataset
STOML1,0.12200272348806875,0.12200272348806875,0.08515275144859664,0.08515275144859664
ELDR,-0.12053928038700493,0.12053928038700493,-0.0667773257736803,0.0667773257736803
MIR6895,-0.12052066047980935,0.12052066047980935,-0.025999097728321777,0.025999097728321777
CTSL,-0.11914695621340413,0.11914695621340413,-0.03448954345618564,0.03448954345618564
KIAA0040,-0.11885237850883391,0.11885237850883391,-0.012850554505319996,0.012850554505319996
AP003392.4,0.11865019769709349,0.11865019769709349,0.09895808569778175,0.09895808569778175
AC244517.1,0.1166272485941975,0.1166272485941975,0.06797338937218161,0.06797338937218161
TMEM220-AS1,-0.1161140689654042,0.1161140689654042,-0.027257450778148094,0.027257450778148094
RPS26P38,0.11324840739224953,0.11324840739224953,0.07386279697673537,0.07386279697673537
AC016876.3,-0.11249651723015053,0.11249651723015053,0.050489866079346656,0.050489866079346656
AC130343.3,0.11233381298186013,0.11233381298186013,0.050064845212557454,0.050064845212557454
AC092375.2,-0.11196954118226526,0.11196954118226526,-0.00714938620204965,0.00714938620204965
MIR1268B,-0.11080047653421472,0.11080047653421472,-0.052712934361969874,0.052712934361969874
KDM8,0.10865932046789639,0.10865932046789639,0.036940931834032874,0.036940931834032874
TBX5-AS1,-0.10855464187721568,0.10855464187721568,-0.0019534503367137452,0.0019534503367137452
MTCO2P2,0.10845665724387245,0.10845665724387245,0.046525338723940275,0.046525338723940275
CD40,-0.10670178267211033,0.10670178267211033,-0.010441395895086091,0.010441395895086091
WASHC3,-0.1066635202625576,0.1066635202625576,-0.0037952978201564744,0.0037952978201564744
AC005520.4,0.10566966266124979,0.10566966266124979,0.03206125022553352,0.03206125022553352
OGFOD3,0.10504371996835116,0.10504371996835116,0.06041991146623767,0.06041991146623767
KIFAP3,0.10439466800287138,0.10439466800287138,-0.002866893166990862,0.002866893166990862
CD79B,-0.1042208274887296,0.1042208274887296,0.029010702511461837,0.029010702511461837
TPD52,-0.10393098779869131,0.10393098779869131,-0.03845033359645164,0.03845033359645164
MSRA,-0.1037908350971975,0.1037908350971975,-0.08926442074534302,0.08926442074534302
NELL1,0.10293452409669974,0.10293452409669974,0.0512889196434046,0.0512889196434046
NSG1,0.10264764127261995,0.10264764127261995,0.0054818849072529536,0.0054818849072529536
PPIF,0.10242395520872515,0.10242395520872515,0.017624354511249968,0.017624354511249968
SPP1,-0.10231708131437114,0.10231708131437114,-0.039908706738508985,0.039908706738508985
ACKR1,0.10228408267071802,0.10228408267071802,0.06327385161398794,0.06327385161398794
LINC01141,-0.10148870305884121,0.10148870305884121,-0.0649796934420467,0.0649796934420467
HOXB2,0.10085198057249156,0.10085198057249156,0.07967224849254863,0.07967224849254863
NDUFS6,0.10068850398622134,0.10068850398622134,0.011828790479644039,0.011828790479644039
HOXD11,0.099574490034077,0.099574490034077,0.039957642850063396,0.039957642850063396
