Feature,Coefficient_full_dataset,Abs_Coefficient_full_dataset,Coefficient_filtered_dataset,Abs_Coefficient_filtered_dataset
MTMR14,0.05143020384282626,0.05143020384282626,0.03893751967806018,0.03893751967806018
CACNA1A,0.05123042636829983,0.05123042636829983,0.03131810968307172,0.03131810968307172
RPL12P10,-0.051202005778820066,0.051202005778820066,-0.04761861829140113,0.04761861829140113
EIF1P3,0.05100868950795402,0.05100868950795402,0.0469759213428907,0.0469759213428907
ANKRD1,0.05098407698985426,0.05098407698985426,0.01700979466336843,0.01700979466336843
MIR4458HG,0.05090027349618043,0.05090027349618043,0.03638652897628986,0.03638652897628986
PCSK2,0.050865512015506854,0.050865512015506854,0.026045429350941417,0.026045429350941417
ZMIZ1-AS1,0.05072797984325815,0.05072797984325815,0.03345695481959176,0.03345695481959176
AC008764.2,0.05069334809927807,0.05069334809927807,0.02955255394221001,0.02955255394221001
CELF5,0.050687056362926995,0.050687056362926995,0.023299048512502057,0.023299048512502057
AL354696.1,-0.0504556024659411,0.0504556024659411,-0.0275284658079411,0.0275284658079411
TMUB2,-0.05042037929985281,0.05042037929985281,-0.0022847427299328717,0.0022847427299328717
ROBO1,0.050169128330279956,0.050169128330279956,0.001196198069359496,0.001196198069359496
AC011444.1,0.04997966965515612,0.04997966965515612,0.0237284067562768,0.0237284067562768
NAXD,0.04982211220800588,0.04982211220800588,0.033890021147785325,0.033890021147785325
AC091271.1,-0.04972485987663005,0.04972485987663005,0.014561044704373768,0.014561044704373768
SLC15A4,0.04969133222716587,0.04969133222716587,0.01955064129664792,0.01955064129664792
SMN1,-0.049637356535539356,0.049637356535539356,0.02818382848687681,0.02818382848687681
GLUL,-0.04958616735001145,0.04958616735001145,0.01100564365287517,0.01100564365287517
ACVR1B,0.04955362556336123,0.04955362556336123,0.05684045852686663,0.05684045852686663
GAPDHP59,0.049530393242020826,0.049530393242020826,0.0003744711921381313,0.0003744711921381313
AC007318.1,-0.04936494742419376,0.04936494742419376,0.019085299812253438,0.019085299812253438
AC090425.1,-0.04924867162446141,0.04924867162446141,-0.06224001852321469,0.06224001852321469
DOCK9-DT,0.049209441079778114,0.049209441079778114,0.06610682886135315,0.06610682886135315
CD83,0.04918099710055586,0.04918099710055586,0.04650407988147255,0.04650407988147255
P2RY6,-0.049172303322540044,0.049172303322540044,-0.008486713762779749,0.008486713762779749
UBE2D2,0.04916617257102553,0.04916617257102553,0.041202325978279095,0.041202325978279095
AC026367.2,0.0490472127289759,0.0490472127289759,0.05471778731933078,0.05471778731933078
PFN1P1,-0.04900711083332918,0.04900711083332918,0.015750286636017612,0.015750286636017612
HEIH,0.04869849203840346,0.04869849203840346,0.03291732348724197,0.03291732348724197
TCEAL5,-0.04854131743720736,0.04854131743720736,-0.011964553171175032,0.011964553171175032
PSPH,-0.04823585823007136,0.04823585823007136,0.028785298817650684,0.028785298817650684
SAP30,-0.04811638797289585,0.04811638797289585,-0.043341670758267566,0.043341670758267566
TIMP2,-0.04809852949666669,0.04809852949666669,0.005876961919376027,0.005876961919376027
DNAJC30,-0.048052257629542544,0.048052257629542544,-0.035271729662851706,0.035271729662851706
WAC-AS1,0.04805081904923602,0.04805081904923602,0.0582547717303007,0.0582547717303007
SRD5A3,-0.04781565774269854,0.04781565774269854,0.023959682414636287,0.023959682414636287
KLF10,-0.04757107965758395,0.04757107965758395,-0.005356262322971961,0.005356262322971961
TRIL,0.04756605059244671,0.04756605059244671,0.013035164134583882,0.013035164134583882
F3,-0.04743488838943878,0.04743488838943878,-0.046081497574686874,0.046081497574686874
AC241377.3,-0.047112078120479337,0.047112078120479337,-0.007978936850267385,0.007978936850267385
AP3S1,-0.046978645226954545,0.046978645226954545,0.019986726535850926,0.019986726535850926
AC131159.2,-0.04697411175251374,0.04697411175251374,0.028711919129070864,0.028711919129070864
KCTD10,0.046951431895508225,0.046951431895508225,0.042292928679935254,0.042292928679935254
LINC02094,0.0467043254567246,0.0467043254567246,0.04855141634935759,0.04855141634935759
TPST1,0.04667060773017567,0.04667060773017567,-0.01502662007321279,0.01502662007321279
TVP23A,0.046507478936883194,0.046507478936883194,-0.0035847596462872276,0.0035847596462872276
ANK1,0.04646463702141146,0.04646463702141146,0.04279440798346847,0.04279440798346847
G0S2,0.046456345096945455,0.046456345096945455,0.03830522559099506,0.03830522559099506
MAP2K4,0.04614462958674261,0.04614462958674261,-0.002064556824758887,0.002064556824758887
MIR3193,-0.046021207612583326,0.046021207612583326,-0.07622327885073504,0.07622327885073504
JAKMIP2,0.045652563487609626,0.045652563487609626,0.006521214353622548,0.006521214353622548
ING2,0.045462924471516286,0.045462924471516286,0.038520699504218575,0.038520699504218575
AC009779.2,-0.04516800890894192,0.04516800890894192,0.04592193903260682,0.04592193903260682
OSCAR,-0.044920867112022686,0.044920867112022686,0.0033000042783764626,0.0033000042783764626
ACTG2,-0.04482407814296797,0.04482407814296797,-0.01952543404094087,0.01952543404094087
EFHB,0.044788324002689,0.044788324002689,0.02104160552239835,0.02104160552239835
ZNF383,-0.044770085442870644,0.044770085442870644,-0.01920697968375914,0.01920697968375914
CREB5,0.04468266247156871,0.04468266247156871,0.007810993544966656,0.007810993544966656
CD81,0.04454076085802311,0.04454076085802311,0.008109110776179386,0.008109110776179386
HOTAIR,0.044358228052552046,0.044358228052552046,0.07248112074337949,0.07248112074337949
IRX1,-0.04432797250867469,0.04432797250867469,-0.02282862622311851,0.02282862622311851
RETREG1,-0.04432451953554993,0.04432451953554993,-0.041153822841678386,0.041153822841678386
RPS20P4,-0.044314074744958125,0.044314074744958125,-0.04577275293472115,0.04577275293472115
GLYATL2,-0.04422543098700456,0.04422543098700456,0.01780346747981904,0.01780346747981904
LACTB,0.0441569016181403,0.0441569016181403,0.003082973120551464,0.003082973120551464
SLC47A1,-0.044090647285615694,0.044090647285615694,-0.03164817051910686,0.03164817051910686
CD180,-0.0440877142563715,0.0440877142563715,0.018709626343636033,0.018709626343636033
ZCRB1,0.044052515704182504,0.044052515704182504,0.04609284239447239,0.04609284239447239
CLEC5A,-0.043840113786441606,0.043840113786441606,-0.02180524192936902,0.02180524192936902
SLC43A1,0.04372349858838641,0.04372349858838641,0.07027361886834906,0.07027361886834906
KIAA1671,-0.04343090932012358,0.04343090932012358,-0.012084979684290818,0.012084979684290818
TMEM99,-0.04339401944595905,0.04339401944595905,-0.006966165473084518,0.006966165473084518
PIM1,0.04328827713507918,0.04328827713507918,0.02909667180643806,0.02909667180643806
HGD,0.043276454277414854,0.043276454277414854,0.053619862528219306,0.053619862528219306
AL359711.2,-0.04325218865462922,0.04325218865462922,0.012946510917585235,0.012946510917585235
ATP6V1B2,0.04324517463246234,0.04324517463246234,-0.001432298645402649,0.001432298645402649
FADS3,0.043163928185919444,0.043163928185919444,-0.018085370428733386,0.018085370428733386
IFI16,-0.04315704791909326,0.04315704791909326,0.014669791376438361,0.014669791376438361
NMNAT2,0.04266379346191242,0.04266379346191242,0.023574330007291797,0.023574330007291797
AC010487.1,-0.04251006543431793,0.04251006543431793,-0.018187506201071006,0.018187506201071006
RPL23AP81,-0.04250674619061876,0.04250674619061876,-0.05071243628358656,0.05071243628358656
AL135786.1,0.042233333626411705,0.042233333626411705,9.347619823183883e-05,9.347619823183883e-05
NACA3P,0.042081693943771425,0.042081693943771425,0.01743072411282643,0.01743072411282643
AC026412.1,-0.04207186999098238,0.04207186999098238,-0.07837851235707965,0.07837851235707965
C1QL2,-0.04200838083027218,0.04200838083027218,0.001354476459045748,0.001354476459045748
HS6ST1,0.041961298063365404,0.041961298063365404,-0.040224402926772006,0.040224402926772006
RTN4,0.04192971328184868,0.04192971328184868,-0.026904286988782614,0.026904286988782614
MLLT11,0.0418905342131176,0.0418905342131176,0.01571951809599051,0.01571951809599051
HSPA4,0.04182203447324433,0.04182203447324433,0.02262252298030299,0.02262252298030299
LINC01770,-0.041747037287099754,0.041747037287099754,-0.04186853631363147,0.04186853631363147
RGMB,-0.041681667648570744,0.041681667648570744,-0.05312998267287288,0.05312998267287288
TMEM11,-0.04156374571246803,0.04156374571246803,0.003005101664854766,0.003005101664854766
HAGH,0.04151606499239693,0.04151606499239693,0.04590312984487254,0.04590312984487254
PLPP4,0.04150424406138502,0.04150424406138502,-0.028828340748672226,0.028828340748672226
SFRP2,0.04147998066650442,0.04147998066650442,-0.021807101052316757,0.021807101052316757
AC018926.1,0.041412808684729054,0.041412808684729054,0.033305194556135696,0.033305194556135696
ATPAF2,-0.04127733018422336,0.04127733018422336,-0.023294634758243504,0.023294634758243504
FAM174A,-0.041143351053952094,0.041143351053952094,-0.015645559761942467,0.015645559761942467
BIRC3,0.04095807997954484,0.04095807997954484,0.016226229042048557,0.016226229042048557
AC092645.2,-0.040834104044558,0.040834104044558,-0.0062422733314716735,0.0062422733314716735
AC008764.6,-0.04080647416253762,0.04080647416253762,-0.008715655751625888,0.008715655751625888
AC024730.1,0.04058490678807732,0.04058490678807732,0.014111036634875227,0.014111036634875227
TMEM64,-0.0405653661842994,0.0405653661842994,-0.09188649853512093,0.09188649853512093
SLC35C1,-0.04050075576475035,0.04050075576475035,-0.0068210911131278825,0.0068210911131278825
HOXC9,0.04031890497949481,0.04031890497949481,0.09283127149121977,0.09283127149121977
LBH,-0.04025893799159993,0.04025893799159993,0.007861300267306859,0.007861300267306859
FP671120.9,-0.04019438051787884,0.04019438051787884,0.022657755350568395,0.022657755350568395
MT1P1,-0.04012008229059698,0.04012008229059698,-0.0035920948083711475,0.0035920948083711475
CXCL2,0.04002475287198106,0.04002475287198106,0.007685755374172146,0.007685755374172146
HRCT1,0.03980714458447126,0.03980714458447126,0.04652265184375496,0.04652265184375496
SLC45A1,-0.03965369701835339,0.03965369701835339,-9.669872226169545e-05,9.669872226169545e-05
SNORA11,0.039575519541607804,0.039575519541607804,0.0342905619636737,0.0342905619636737
SPRYD3,0.039369155005347115,0.039369155005347115,0.04932059296776113,0.04932059296776113
OSGEPL1-AS1,-0.03921471383246471,0.03921471383246471,-0.005331076146160842,0.005331076146160842
AC005534.1,-0.03920679010225711,0.03920679010225711,0.004017190224295528,0.004017190224295528
AC092745.3,0.03904109961309857,0.03904109961309857,0.037757414483824824,0.037757414483824824
EYA2,-0.03901496518464718,0.03901496518464718,0.009086111602071352,0.009086111602071352
DNAJC7,0.03897719929371316,0.03897719929371316,0.058298234236073665,0.058298234236073665
AC002059.3,0.03888644566032622,0.03888644566032622,0.04636914659487946,0.04636914659487946
TPMT,0.03883184103397283,0.03883184103397283,0.019212890543996452,0.019212890543996452
TREM1,-0.03869719731972948,0.03869719731972948,-0.0064296954791560265,0.0064296954791560265
AL356019.2,0.038673071229805685,0.038673071229805685,0.021520231218945685,0.021520231218945685
LINC00672,-0.0386455576053018,0.0386455576053018,-0.008191437355142429,0.008191437355142429
MIR6859-2,0.03861252547876308,0.03861252547876308,-0.00022258633430541924,0.00022258633430541924
CD2BP2-DT,0.03860963108301611,0.03860963108301611,0.038649056833242504,0.038649056833242504
EGFLAM,-0.038608281011450904,0.038608281011450904,0.03661575802674747,0.03661575802674747
SLC16A7,-0.03856261823270962,0.03856261823270962,-0.021929550815293814,0.021929550815293814
MFSD5,0.0385225536575313,0.0385225536575313,-0.004098448613363417,0.004098448613363417
AC108673.2,-0.03843225821458939,0.03843225821458939,0.030134201208410635,0.030134201208410635
ITK,-0.038404972571161204,0.038404972571161204,0.0082906087963481,0.0082906087963481
AC127002.1,-0.03832750451365089,0.03832750451365089,-0.049324785925990176,0.049324785925990176
ENO2,-0.03826774312971369,0.03826774312971369,-0.010041405356380123,0.010041405356380123
KAT7P1,-0.03821414332676132,0.03821414332676132,-0.033857565486146754,0.033857565486146754
RWDD4P2,-0.038188156785764114,0.038188156785764114,0.006641797352697206,0.006641797352697206
EEF1E1,-0.038159186638256556,0.038159186638256556,-0.05094782177556067,0.05094782177556067
TTC9,-0.03809473965571947,0.03809473965571947,0.0087070634649918,0.0087070634649918
L1CAM,0.038036767316894135,0.038036767316894135,0.007571827301333193,0.007571827301333193
RPL13AP20,-0.03800194045530497,0.03800194045530497,0.0007100010081096213,0.0007100010081096213
GNG2,0.03780619779281259,0.03780619779281259,0.02355061547250557,0.02355061547250557
AC091982.1,0.03759141400919979,0.03759141400919979,-0.017900450920750904,0.017900450920750904
TMEM50A,0.03758899099558191,0.03758899099558191,0.0627937053591248,0.0627937053591248
SLC44A5,-0.03755852019270412,0.03755852019270412,0.0011497426134094236,0.0011497426134094236
LOXL1,0.03750288346556712,0.03750288346556712,0.02007641374811894,0.02007641374811894
IFTAP,-0.037475560470389836,0.037475560470389836,-0.01716316141050777,0.01716316141050777
SEMA5B,-0.03744625600455311,0.03744625600455311,-0.034947829718553945,0.034947829718553945
AAMDC,0.03735627300868893,0.03735627300868893,0.02372452408631625,0.02372452408631625
C1orf162,0.037315257300322494,0.037315257300322494,0.04550065152818712,0.04550065152818712
RIC8A,-0.037295220966304506,0.037295220966304506,-0.017511084790719687,0.017511084790719687
RIMBP2,0.0371428403169366,0.0371428403169366,0.013379059285398261,0.013379059285398261
VPS25,0.03710464900847862,0.03710464900847862,0.02301707868754327,0.02301707868754327
GNL3L,0.03700583888679542,0.03700583888679542,0.012655866662730001,0.012655866662730001
CCL4L2,0.036987958595739646,0.036987958595739646,0.07493641168165857,0.07493641168165857
AC079150.1,-0.036947134661326056,0.036947134661326056,-0.028150781326990892,0.028150781326990892
BHLHE22,0.03686791123249949,0.03686791123249949,0.016612402571488882,0.016612402571488882
FAM167B,0.03681069577373731,0.03681069577373731,0.03302236436800609,0.03302236436800609
SEMA4B,0.036736181656859664,0.036736181656859664,0.028585183080932417,0.028585183080932417
STARD3,0.036723458869451595,0.036723458869451595,0.08160903269927783,0.08160903269927783
HSP90B2P,0.036705975899056685,0.036705975899056685,0.05850538524258513,0.05850538524258513
PIGY-DT,-0.03657827606567069,0.03657827606567069,0.009627615103713426,0.009627615103713426
SLFN11,0.03656445065116213,0.03656445065116213,0.026054428123191194,0.026054428123191194
AP001086.1,0.03653534596782975,0.03653534596782975,0.00033112768252422314,0.00033112768252422314
MIR222HG,0.036328371669573846,0.036328371669573846,0.0345013502742021,0.0345013502742021
VGF,-0.03630156454995063,0.03630156454995063,-0.023519325458814678,0.023519325458814678
LONRF1,-0.036266988944663,0.036266988944663,-0.04731746266157891,0.04731746266157891
MIR3616,0.03617193848430673,0.03617193848430673,-0.002008218673273622,0.002008218673273622
LDHAP3,0.03613677705155352,0.03613677705155352,0.026771016608817817,0.026771016608817817
ATP6V1G2,-0.036056195506379736,0.036056195506379736,0.0026339195859719747,0.0026339195859719747
AC012618.3,-0.03601751766130721,0.03601751766130721,-0.029970184567413717,0.029970184567413717
WBP2,-0.036010225814908814,0.036010225814908814,0.01763116227959583,0.01763116227959583
MRFAP1L1,0.03600664879115993,0.03600664879115993,0.004968238993950799,0.004968238993950799
GJD3,0.035992218655922226,0.035992218655922226,0.0741400444526166,0.0741400444526166
CFL1,0.03563998827929395,0.03563998827929395,0.018815982735908995,0.018815982735908995
AC096586.2,0.035608809628465445,0.035608809628465445,-0.002796152176757402,0.002796152176757402
LINC00240,0.03556173900594629,0.03556173900594629,0.05040978687555826,0.05040978687555826
PLAUR,-0.03549021359050634,0.03549021359050634,0.007538375852181124,0.007538375852181124
AC024995.1,0.03525931404925223,0.03525931404925223,-0.0020759513980742315,0.0020759513980742315
NCF2,-0.035200561486670626,0.035200561486670626,0.016952417714141497,0.016952417714141497
RPL12P27,-0.0351718661378551,0.0351718661378551,0.022787604792686995,0.022787604792686995
ADA2,0.0351385400904908,0.0351385400904908,0.046597241689322194,0.046597241689322194
RNU6-476P,-0.035073135613698625,0.035073135613698625,0.03023835543745938,0.03023835543745938
TNIP2,-0.03505674495991798,0.03505674495991798,-0.0018257012912008869,0.0018257012912008869
NUDT1,0.03476458320799934,0.03476458320799934,0.0015704397473236056,0.0015704397473236056
PTPRN2,-0.03466650028708639,0.03466650028708639,-0.005948570582535077,0.005948570582535077
NACA4P,0.03456113236579451,0.03456113236579451,0.06274746474610388,0.06274746474610388
PARK7,0.03441582720022279,0.03441582720022279,0.03234774263325987,0.03234774263325987
GFRA1,0.03439890789325259,0.03439890789325259,0.013576835973911072,0.013576835973911072
SH3BGRL3,-0.03407234954125524,0.03407234954125524,-0.01510628554604534,0.01510628554604534
SLC17A6,0.03407089349802543,0.03407089349802543,0.02746028737917611,0.02746028737917611
NAGLU,0.03395255254414389,0.03395255254414389,-0.04218098086959679,0.04218098086959679
AC100812.1,0.033940883354182175,0.033940883354182175,-0.02908061431125569,0.02908061431125569
DPY19L2P1,0.03392951054526204,0.03392951054526204,-0.0036608114563619625,0.0036608114563619625
AL606970.4,-0.0339091129634503,0.0339091129634503,0.03117420726872031,0.03117420726872031
SPARC,0.03388114491209595,0.03388114491209595,-0.014908771852336647,0.014908771852336647
NBR2,-0.03360991138320687,0.03360991138320687,-0.02511611833094912,0.02511611833094912
FCER1G,-0.03357544782365922,0.03357544782365922,0.01693451781237769,0.01693451781237769
CD300H,0.03356326719032365,0.03356326719032365,-0.0048389796502576726,0.0048389796502576726
SHISA6,0.033485083067069446,0.033485083067069446,0.01989379242561879,0.01989379242561879
CYBC1,0.033471568965061455,0.033471568965061455,0.016336538170911633,0.016336538170911633
TFCP2L1,-0.03346883154792455,0.03346883154792455,-0.036401100521941836,0.036401100521941836
NUDT9,0.03332516357289745,0.03332516357289745,0.0030592826263838267,0.0030592826263838267
MIR3192,0.033266799358156775,0.033266799358156775,0.04298922546358377,0.04298922546358377
AGAP4,0.033131851290486354,0.033131851290486354,0.028754000626527353,0.028754000626527353
MIR4280HG,-0.03306628199892976,0.03306628199892976,-0.0027284876692392473,0.0027284876692392473
AL359182.1,0.03302469503317731,0.03302469503317731,-0.001192420285786288,0.001192420285786288
RGS8,0.03301748401093371,0.03301748401093371,0.024399503222175288,0.024399503222175288
VAT1L,0.03300847756534546,0.03300847756534546,0.046365197528845256,0.046365197528845256
DHRS7B,0.032881927167243356,0.032881927167243356,0.017460429836350874,0.017460429836350874
SMPD1,-0.032872566227981695,0.032872566227981695,-0.006121561611613267,0.006121561611613267
PMP2,-0.032747861082353204,0.032747861082353204,-0.030770884365831586,0.030770884365831586
PSMC2,0.03267306403480433,0.03267306403480433,-0.04001810308661529,0.04001810308661529
H3-3B,0.03259567954682993,0.03259567954682993,0.041863029589418115,0.041863029589418115
HMGN2P27,0.03256074769165437,0.03256074769165437,0.02646047026514984,0.02646047026514984
OS9,0.03254765388310957,0.03254765388310957,0.039376968096161674,0.039376968096161674
TNIP1,-0.032498805972670124,0.032498805972670124,0.01596837095918803,0.01596837095918803
ST8SIA4,0.03183420672534023,0.03183420672534023,0.044740148386196936,0.044740148386196936
NFKBIE,-0.03178984666007735,0.03178984666007735,0.020065808563739088,0.020065808563739088
MTATP6P2,0.031652602470749774,0.031652602470749774,0.015151632713144117,0.015151632713144117
AKIP1,-0.03164360778791972,0.03164360778791972,-0.011923259703219563,0.011923259703219563
SCG5,0.031634545942310716,0.031634545942310716,-0.017182002667416388,0.017182002667416388
SLC18B1,-0.0315307080999549,0.0315307080999549,-0.010426517498875203,0.010426517498875203
PPBP,-0.031518402818315534,0.031518402818315534,-0.010459325165536233,0.010459325165536233
RAMACL,-0.03139940874291618,0.03139940874291618,0.009579689621538457,0.009579689621538457
ZNF189,-0.031330560638442514,0.031330560638442514,-0.0350375394603671,0.0350375394603671
HOXC13-AS,0.030970016504157726,0.030970016504157726,0.06938512613897597,0.06938512613897597
AP001330.4,0.030835628917093797,0.030835628917093797,0.0420552960454393,0.0420552960454393
HCAR1,-0.030834889027411296,0.030834889027411296,-0.012174339608936059,0.012174339608936059
KCNG1,0.030752299931819473,0.030752299931819473,-0.001545734561958073,0.001545734561958073
AL161935.2,0.030580503899972078,0.030580503899972078,-0.04468235800320755,0.04468235800320755
BCL3,-0.030527068897061305,0.030527068897061305,-0.004863761129743197,0.004863761129743197
MAP1B,0.03050622904856507,0.03050622904856507,-0.00434879508660939,0.00434879508660939
AC125603.3,0.030387455066389218,0.030387455066389218,0.05577521226163876,0.05577521226163876
AC067852.2,0.029974387609484773,0.029974387609484773,0.011850173133338677,0.011850173133338677
AC087623.2,-0.029829453269332937,0.029829453269332937,-0.012858200453246389,0.012858200453246389
RFX5-AS1,0.029821438312176245,0.029821438312176245,0.02138971168936011,0.02138971168936011
IL1RN,-0.029800358806404952,0.029800358806404952,0.018999720582296774,0.018999720582296774
DKK3,-0.029717709636261413,0.029717709636261413,0.005702444409621528,0.005702444409621528
AC018521.5,0.029660306239471766,0.029660306239471766,-0.004010366411526529,0.004010366411526529
HEXA,-0.029607125917483396,0.029607125917483396,0.00020445615801598452,0.00020445615801598452
AC145343.1,0.02959261599329834,0.02959261599329834,0.01948141239895463,0.01948141239895463
AP002851.1,0.029431444599713426,0.029431444599713426,-0.019952089496088538,0.019952089496088538
CYB5D2,-0.02939891339173705,0.02939891339173705,-0.007911842584277467,0.007911842584277467
DAZAP2P1,-0.029150405505565434,0.029150405505565434,0.01006711204006508,0.01006711204006508
MAP2K1,0.02911130889176593,0.02911130889176593,0.03697444341830711,0.03697444341830711
OR51E1,-0.02909455283137378,0.02909455283137378,-0.01857149648201334,0.01857149648201334
AC007879.2,0.029081531576338224,0.029081531576338224,-0.0027065124802639457,0.0027065124802639457
PODN,-0.029035128791655887,0.029035128791655887,0.001946329122897875,0.001946329122897875
ASAH2B,0.028986725703910237,0.028986725703910237,0.06384604245957937,0.06384604245957937
SPCS2P4,-0.02875531946590186,0.02875531946590186,-0.0033892040558583737,0.0033892040558583737
NDEL1,0.028752733223035357,0.028752733223035357,0.028873667413307214,0.028873667413307214
UBASH3B,0.028661829201565757,0.028661829201565757,-0.006887339641566039,0.006887339641566039
PCDH8,0.02862440203860893,0.02862440203860893,-0.030916796187123226,0.030916796187123226
PMS2P4,-0.02853399655277852,0.02853399655277852,0.018601586094793166,0.018601586094793166
AC004241.3,-0.02840844479959101,0.02840844479959101,-0.017402306998255318,0.017402306998255318
TENM2,0.028378045827381206,0.028378045827381206,0.017822784692184707,0.017822784692184707
TMEM60,-0.028344706705042078,0.028344706705042078,-0.04508748706413975,0.04508748706413975
TNFAIP1,-0.028338184697951952,0.028338184697951952,0.003868507240986103,0.003868507240986103
NTN4,-0.028320199638319974,0.028320199638319974,0.03661902808794893,0.03661902808794893
MT1F,-0.02824185863340522,0.02824185863340522,-0.034628918934783356,0.034628918934783356
KLHL29,-0.028065023668917118,0.028065023668917118,0.006849478940999292,0.006849478940999292
CATSPER1,0.0279983150547767,0.0279983150547767,0.03708609340756056,0.03708609340756056
HSPA5,0.027898616212901454,0.027898616212901454,-0.005496771327845963,0.005496771327845963
COPRS,-0.027706213834171156,0.027706213834171156,-0.01889403837771226,0.01889403837771226
SIL1,0.02764333731794056,0.02764333731794056,0.008102504026800132,0.008102504026800132
NKX3-1,0.027359496487922668,0.027359496487922668,0.05307089275953007,0.05307089275953007
ASB8,0.027345345012930764,0.027345345012930764,0.051500810194227,0.051500810194227
RNF112,0.027309945584163168,0.027309945584163168,0.011482311680246503,0.011482311680246503
MRPL45P2,-0.027219437771513255,0.027219437771513255,-0.03011777743716498,0.03011777743716498
WNT7B,-0.026947050442905282,0.026947050442905282,-0.04397829494933317,0.04397829494933317
SMIM18,-0.026755770209401817,0.026755770209401817,-0.017173475484559775,0.017173475484559775
MIR6781,-0.02669403537038277,0.02669403537038277,0.03692017993606382,0.03692017993606382
TAF7L,0.026612077092386874,0.026612077092386874,-0.01157279240595154,0.01157279240595154
GRN,-0.026601332798048234,0.026601332798048234,0.010651694142335464,0.010651694142335464
MIR8078,-0.026559783617423893,0.026559783617423893,-0.04763946028801335,0.04763946028801335
AC025171.1,-0.02647579993010749,0.02647579993010749,0.031487360843923735,0.031487360843923735
PUS3,0.02631736509849888,0.02631736509849888,-0.0014977140202355802,0.0014977140202355802
GZMB,0.026289053733890615,0.026289053733890615,-0.004345861655901572,0.004345861655901572
PDE1B,-0.026278293631056413,0.026278293631056413,0.026294377852582988,0.026294377852582988
CD200,0.026268050151366296,0.026268050151366296,0.03257312039163567,0.03257312039163567
MRPL28,0.02614643770623455,0.02614643770623455,0.009702954692772972,0.009702954692772972
COA3,0.0260696903923712,0.0260696903923712,-0.004913813323243592,0.004913813323243592
LINC02440,-0.026031171048952615,0.026031171048952615,0.02926472396050916,0.02926472396050916
BLVRA,0.025938924090828878,0.025938924090828878,-0.019432666259601425,0.019432666259601425
KRR1P1,-0.025927597409225355,0.025927597409225355,-0.003944663824739619,0.003944663824739619
MIR4678,-0.02592026868901283,0.02592026868901283,-0.010234485988907267,0.010234485988907267
TRAPPC1,0.02584925982770802,0.02584925982770802,0.006928871981537111,0.006928871981537111
RNU6-882P,-0.025832818507441565,0.025832818507441565,-0.028952144546931378,0.028952144546931378
VWA5A,0.025798773249341326,0.025798773249341326,-0.04400144443268451,0.04400144443268451
CLTB,0.025775411835416505,0.025775411835416505,0.05188208055472629,0.05188208055472629
CERS5,0.025753872505431565,0.025753872505431565,0.011380287410451974,0.011380287410451974
STAT3,0.025550419728981047,0.025550419728981047,0.027591549781174826,0.027591549781174826
AC011451.4,-0.02547608321639748,0.02547608321639748,-0.0480820209442583,0.0480820209442583
NBEAP2,0.02543499360754436,0.02543499360754436,0.0327906559394409,0.0327906559394409
GCKR,0.02528785494893673,0.02528785494893673,0.018909634103200353,0.018909634103200353
AL355385.1,0.02508647781272481,0.02508647781272481,0.0317956767180749,0.0317956767180749
IGHA2,0.02496254381064395,0.02496254381064395,0.01631295434174081,0.01631295434174081
ZNF844,0.024951419344317036,0.024951419344317036,0.03493689359889048,0.03493689359889048
CCDC43,-0.02473915828670366,0.02473915828670366,-0.018689199576962478,0.018689199576962478
C5orf38,-0.02471732278647856,0.02471732278647856,-0.010252119084463203,0.010252119084463203
ATP1A3,0.024561785453894442,0.024561785453894442,0.010003857042152599,0.010003857042152599
CHGB,0.0245325970236391,0.0245325970236391,0.012883023363176736,0.012883023363176736
AEBP1,-0.024517608257423572,0.024517608257423572,-0.0060845389151609015,0.0060845389151609015
AC067931.1,-0.024516110094578058,0.024516110094578058,0.035512461212814296,0.035512461212814296
AL359092.2,0.02447124962207113,0.02447124962207113,-0.008054466106757042,0.008054466106757042
APOBR,0.02443381765238268,0.02443381765238268,0.03993757042744255,0.03993757042744255
AC091390.1,0.02437139505528171,0.02437139505528171,0.06118501838459825,0.06118501838459825
AP3B2,-0.024367291279432244,0.024367291279432244,0.005125930177293896,0.005125930177293896
AL133343.2,0.024332100448974183,0.024332100448974183,0.009151696880064704,0.009151696880064704
PTRH2,-0.024236240284386874,0.024236240284386874,-0.018485206974113978,0.018485206974113978
AC016546.1,0.024114145109985115,0.024114145109985115,-0.04315650995354832,0.04315650995354832
ZNF267,-0.02409111731415124,0.02409111731415124,-0.033161765272441565,0.033161765272441565
FAM86C1P,0.0240364792851076,0.0240364792851076,-0.008258662240084952,0.008258662240084952
PTP4A2,0.023993072557972644,0.023993072557972644,0.02131594810300628,0.02131594810300628
ZDHHC23,-0.023982115425479244,0.023982115425479244,-0.02136021019017495,0.02136021019017495
RPS3AP18,-0.023943960697559236,0.023943960697559236,0.007579523627350408,0.007579523627350408
PRDX2P1,-0.023935952492996425,0.023935952492996425,-0.0325692427680284,0.0325692427680284
BET1-AS1,0.023908174382050968,0.023908174382050968,0.009783227541803255,0.009783227541803255
EXO5,0.023874524882717366,0.023874524882717366,0.02022496173594486,0.02022496173594486
AC116337.2,0.023864078461738533,0.023864078461738533,0.014997796832598156,0.014997796832598156
AL162377.1,-0.02381108858155417,0.02381108858155417,0.052397020177590056,0.052397020177590056
MXRA8,0.023765318458134697,0.023765318458134697,0.0473628261111468,0.0473628261111468
