Feature,Coefficient,Abs_Coefficient
ACO1,-0.012442717241559417,0.012442717241559417
ZNF474,-0.012440992677366458,0.012440992677366458
MIR1-1HG-AS1,-0.012437230116171791,0.012437230116171791
RPL38P5,-0.01241338740571947,0.01241338740571947
DCAF12,-0.012404743723550821,0.012404743723550821
USP2-AS1,-0.012402226085410072,0.012402226085410072
DEFA3,0.012401219707878374,0.012401219707878374
HEY1,-0.012394014554119717,0.012394014554119717
MIR378A,0.012389744848752176,0.012389744848752176
AL162311.2,0.012382914195973226,0.012382914195973226
RNA5SP203,-0.012381209259132461,0.012381209259132461
SLITRK3,0.012369026387879008,0.012369026387879008
MTX1,-0.012368924626622129,0.012368924626622129
PKD1P5,-0.012358817964085134,0.012358817964085134
AC025518.1,-0.01235689506616226,0.01235689506616226
RBP5,0.012350506225134396,0.012350506225134396
AL022315.1,-0.012339592102424144,0.012339592102424144
AC003965.1,0.01233816124160244,0.01233816124160244
AL365205.4,0.012326693761878806,0.012326693761878806
HTR1D,0.012322077278433135,0.012322077278433135
RPS27AP6,0.012317501820966262,0.012317501820966262
H1-0,0.012307087630076192,0.012307087630076192
ARSL,0.012304460924385563,0.012304460924385563
RPS27P29,-0.01230366755066722,0.01230366755066722
MIR124-2,0.012297491495322055,0.012297491495322055
OLFM3,0.012293884323331637,0.012293884323331637
AC097059.1,0.012292311274751319,0.012292311274751319
RARRES2P1,-0.01228778112471714,0.01228778112471714
DIAPH2,-0.012285234525115776,0.012285234525115776
ATP5MGP1,-0.01228082336747017,0.01228082336747017
AC110285.6,0.012268503612651303,0.012268503612651303
DNAH11,-0.012260728314744186,0.012260728314744186
AC010889.1,-0.012254098122826722,0.012254098122826722
SORBS2,0.012236461966654651,0.012236461966654651
MIPEPP3,-0.012235566034122616,0.012235566034122616
ANKRD22,-0.012231169510064657,0.012231169510064657
