scenario,classifier,n_features_used_for_classifier_cv,n_splits,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,train_roc_auc_mean,train_roc_auc_std,test_roc_auc_mean,test_roc_auc_std
noise_only,RandomForest,1000,5,1.0,0.0,0.5926315789473684,0.06672804192352245,1.0,0.0,0.6055555555555555,0.18163369217423178
